"Latest: Time (s)","Latest: Intensity (%)","Latest: Angle (rad)","Latest: Velocity (rad/s)","Latest: Acceleration (rad/s²)"
4.85,23.6236572266,-1.09955742876,0,0
4.9,23.4710693359,-1.09955742876,0,0
4.95,23.4405517578,-1.09955742876,0,0
5,23.6236572266,-1.09955742876,0,0
5.05,23.5626220703,-1.09955742876,0,-0.005386818679
5.1,23.8372802734,-1.09955742876,0,-0.048481368111
5.15,23.8372802734,-1.09955742876,0,-0.26934093395
5.2,23.8067626953,-1.09955742876,-0.00969627362219,-0.926532812787
5.25,24.3560791016,-1.09955742876,-0.0581776417331,-2.20859565839
5.3,24.1424560547,-1.09955742876,-0.22301429331,-3.47988486663
5.35,24.4476318359,-1.11701072128,-0.475117407487,-3.3344407623
5.4,25.0274658203,-1.15191730632,-0.630257785442,-1.73455561464
5.45,25.3005981445,-1.18682389136,-0.649650332687,-0.0754154615061
5.5,25.7583618164,-1.2217304764,-0.572080143709,0.409398219604
5.55,27.1011352539,-1.23918376892,-0.562383870087,-0.026934093395
5.6,26.9790649414,-1.27409035396,-0.62056151182,0.183151835086
5.65,25.178527832,-1.308996939,-0.552687596465,0.527908230542
5.7,22.526550293,-1.32645023152,-0.53329504922,0.32320912074
5.75,19.7814941406,-1.36135681656,-0.523598775598,0.118510010938
5.8,20.7870483398,-1.37881010908,-0.523598775598,-0.118510010938
5.85,22.2213745117,-1.41371669412,-0.53329504922,-0.317822302061
5.9,22.4044799805,-1.43116998664,-0.552687596465,-0.484813681109
5.95,24.2645263672,-1.46607657168,-0.62056151182,0.037707730753
6,26.7654418945,-1.50098315672,-0.552687596465,0.678739153553
6.05,28.4729003906,-1.51843644924,-0.523598775598,0.840343713923
6.1,30.0888061523,-1.55334303427,-0.48481368111,1.19587374674
6.15,30.4244995117,-1.57079632679,-0.387850944888,1.26051557088
6.2,30.4550170898,-1.58824961931,-0.349065850399,1.21742102145
6.25,29.9057006836,-1.60570291183,-0.300584482288,1.70223470256
6.3,28.5949707031,-1.62315620435,-0.174532925199,2.04160427934
6.35,30.2719116211,-1.62315620435,-0.048481368111,1.51908286748
6.4,31.0348510742,-1.62315620435,-0.00969627362219,0.700286428269
6.45,29.753112793,-1.62315620435,0,0.226246384518
6.5,29.7225952148,-1.62315620435,0,0.043094549432
6.55,29.0222167969,-1.62315620435,0,0.005386818679
6.6,29.6020507813,-1.62315620435,0,0
6.65,29.753112793,-1.62315620435,0,0
6.7,29.1748046875,-1.62315620435,0,0
6.75,29.9057006836,-1.62315620435,0,0
6.8,29.5715332031,-1.62315620435,0,-0.00538681867899
6.85,29.8751831055,-1.62315620435,0,-0.0484813681109
6.9,29.8446655273,-1.62315620435,0,-0.26934093395
6.95,29.9362182617,-1.62315620435,-0.00969627362219,-0.921145994108
7,30.3329467773,-1.62315620435,-0.0581776417331,-2.17627474631
7.05,30.6991577148,-1.62315620435,-0.22301429331,-3.32905394362
7.1,30.5465698242,-1.64060949687,-0.465421133865,-3.0004580042
7.15,29.4494628906,-1.67551608191,-0.601168964576,-1.17432647202
7.2,26.4297485352,-1.71042266695,-0.552687596465,0.258567296592
7.25,25.6973266602,-1.72787595947,-0.523598775598,0.716446884306
7.3,26.2771606445,-1.76278254451,-0.48481368111,0.953466906182
7.35,26.9180297852,-1.78023583703,-0.39754721851,0.517134593184
7.4,27.4353027344,-1.79768912955,-0.39754721851,-0.517134593184
7.45,27.4963378906,-1.81514242207,-0.48481368111,-0.96424054354
7.5,27.587890625,-1.85004900711,-0.523598775598,-0.797249164491
7.55,28.2592773438,-1.86750229963,-0.552687596465,-0.667965516195
7.6,28.3813476563,-1.90240888467,-0.62056151182,-0.00538681867901
7.65,28.5034179688,-1.93731546971,-0.552687596465,0.635644604121
7.7,30.6381225586,-1.95476876223,-0.523598775598,0.646418241479
7.75,34.8159790039,-1.98967534727,-0.494509954732,0.635644604121
7.8,34.3276977539,-2.00712863979,-0.426636039376,-0.005386818679
7.85,34.9075317383,-2.02458193231,-0.494509954732,-0.667965516195
7.9,27.9541015625,-2.05948851735,-0.523598775598,-0.797249164491
7.95,32.1014404297,-2.07694180987,-0.562383870087,-0.96424054354
8,31.3095092773,-2.11184839491,-0.649650332687,-0.517134593184
8.05,27.4047851563,-2.14675497995,-0.649650332687,0.522521411862
8.1,27.5268554688,-2.18166156499,-0.562383870087,1.00733509297
8.15,24.4171142578,-2.19911485751,-0.523598775598,1.02888236769
8.2,23.3184814453,-2.23402144255,-0.48481368111,1.4113464939
8.25,22.282409668,-2.25147473507,-0.378154671265,1.73994243332
8.3,22.038269043,-2.26892802759,-0.31028075591,2.03083064198
8.35,22.1908569336,-2.28638132011,-0.174532925199,2.19243520235
8.4,21.6415405273,-2.28638132011,-0.048481368111,1.55140377955
8.45,21.1837768555,-2.28638132011,-0.00969627362219,0.705673246948
8.5,19.140625,-2.28638132011,0,0.226246384518
8.55,19.1711425781,-2.28638132011,0,0.043094549432
8.6,19.5373535156,-2.28638132011,0,0.005386818679
8.65,19.4763183594,-2.28638132011,0,0
8.7,19.140625,-2.28638132011,0,0
8.75,19.4458007813,-2.28638132011,0,-0.00538681867899
8.8,19.5068359375,-2.28638132011,0,-0.0484813681109
8.85,19.62890625,-2.28638132011,0,-0.26934093395
8.9,20.5749511719,-2.28638132011,-0.00969627362219,-0.921145994108
8.95,20.7260131836,-2.28638132011,-0.0581776417331,-2.18166156499
9,21.061706543,-2.28638132011,-0.22301429331,-3.37214849305
9.05,22.1603393555,-2.30383461263,-0.465421133865,-3.22131757004
9.1,22.038269043,-2.33874119767,-0.610865238198,-1.83690516954
9.15,22.282409668,-2.37364778271,-0.601168964576,-1.06120327976
9.2,22.4044799805,-2.39110107523,-0.688435427176,-0.737994159022
9.25,25.3921508789,-2.44346095279,-0.746613068909,0.624870966763
9.3,25.422668457,-2.47836753783,-0.591472690954,1.30361012032
9.35,25.9414672852,-2.49582083035,-0.542991322843,0.651805060158
9.4,25.0579833984,-2.53072741539,-0.53329504922,0.00538681867898
9.45,22.2213745117,-2.54818070791,-0.552687596465,-0.457879587715
9.5,20.9701538086,-2.58308729295,-0.62056151182,-0.177765016407
9.55,20.0866699219,-2.61799387799,-0.562383870087,-0.0161604560368
9.6,20.5139160156,-2.63544717051,-0.572080143709,-0.635644604121
9.65,21.8246459961,-2.67035375555,-0.659346606309,-0.630257785442
9.7,23.1964111328,-2.70526034059,-0.678739153553,0.183151835086
9.75,22.6791381836,-2.74016692563,-0.649650332687,1.14200555995
9.8,22.9232788086,-2.77507351067,-0.53329504922,1.45982786201
9.85,24.1729736328,-2.79252680319,-0.436332312999,0.554842323936
9.9,24.7833251953,-2.80998009571,-0.494509954732,-0.037707730753
9.95,26.1856079102,-2.84488668075,-0.504206228354,0.603323692047
10,27.9846191406,-2.86233997327,-0.465421133865,1.87999971897
10.05,28.7170410156,-2.89724655831,-0.31028075591,2.97352391081
10.1,29.4189453125,-2.89724655831,-0.0872664625997,2.51025750441
10.15,29.2663574219,-2.89724655831,-0.0193925472444,1.21203420277
10.2,28.0151367188,-2.89724655831,0,0.414785038283
10.25,28.3813476563,-2.89724655831,0,0.0808022801849
10.3,28.1982421875,-2.89724655831,0,0.010773637358
10.35,28.1066894531,-2.89724655831,0,0
10.4,27.8015136719,-2.89724655831,0,0
10.45,27.7099609375,-2.89724655831,0,0
10.5,28.1066894531,-2.89724655831,0,-0.005386818679
10.55,28.1066894531,-2.89724655831,0,-0.048481368111
10.6,28.1066894531,-2.89724655831,0,-0.26934093395
10.65,29.1442871094,-2.89724655831,-0.00969627362219,-0.926532812787
10.7,29.0832519531,-2.89724655831,-0.0581776417331,-2.21398247707
10.75,29.1137695313,-2.89724655831,-0.22301429331,-3.51759259738
10.8,26.9180297852,-2.91469985083,-0.475117407487,-3.51759259738
10.85,26.887512207,-2.94960643587,-0.639954059065,-2.21398247707
10.9,26.0635375977,-2.98451302091,-0.688435427176,-0.921145994108
10.95,22.9522705078,-3.01941960595,-0.698131700798,-0.231633203197
11,21.1837768555,-3.05432619099,-0.698131700798,0.140057285654
11.05,22.7096557617,-3.08923277603,-0.688435427176,0.500974137147
11.1,24.5086669922,-3.12413936107,-0.659346606309,0.96424054354
11.15,26.0635375977,-3.15904594611,-0.562383870087,0.818796439207
11.2,25.8193969727,-3.17649923863,-0.542991322843,0.0323209120739
11.25,24.3255615234,-3.21140582367,-0.562383870087,-0.657191878837
11.3,23.1658935547,-3.22885911619,-0.649650332687,-0.603323692047
11.35,23.1658935547,-3.28121899375,-0.659346606309,0.172378197728
11.4,23.2879638672,-3.29867228627,-0.591472690954,0.32320912074
11.45,24.3560791016,-3.33357887131,-0.630257785442,0.468653225072
11.5,24.3560791016,-3.36848545635,-0.552687596465,0.6410314228
11.55,24.1119384766,-3.38593874887,-0.53329504922,0.21547274716
11.6,25.6362915039,-3.42084533391,-0.53329504922,-0.123896829617
11.65,29.6920776367,-3.43829862643,-0.552687596465,-0.226246384518
11.7,29.9362182617,-3.47320521147,-0.610865238198,0.743380977701
11.75,28.2897949219,-3.50811179651,-0.504206228354,2.19243520235
11.8,26.9485473633,-3.52556508903,-0.349065850399,2.83885344383
11.85,25.3921508789,-3.54301838155,-0.184229198822,2.6664752461
11.9,24.9359130859,-3.54301838155,-0.048481368111,1.73455561464
11.95,24.0509033203,-3.54301838155,-0.00969627362219,0.743380977701
12,22.7096557617,-3.54301838155,0,0.231633203197
12.05,23.1353759766,-3.54301838155,0,0.043094549432
12.1,22.8012084961,-3.54301838155,0,0.005386818679
12.15,22.5570678711,-3.54301838155,0,0
12.2,22.5570678711,-3.54301838155,0,0
12.25,23.1964111328,-3.54301838155,0,0
12.3,25.0579833984,-3.54301838155,0,0
12.35,24.6917724609,-3.54301838155,0,0
12.4,23.4405517578,-3.54301838155,0,0
12.45,22.3739624023,-3.54301838155,0,0
12.5,22.3129272461,-3.54301838155,0,0
12.55,22.7096557617,-3.54301838155,0,0
12.6,23.5015869141,-3.54301838155,0,-0.00538681867899
12.65,23.1658935547,-3.54301838155,0,-0.0484813681109
12.7,22.526550293,-3.54301838155,0,-0.263954115271
12.75,22.8927612305,-3.54301838155,-0.00969627362219,-0.878051444676
12.8,22.9827880859,-3.54301838155,-0.0581776417331,-1.9500283618
12.85,22.8927612305,-3.54301838155,-0.213318019688,-2.63415433403
12.9,21.9772338867,-3.56047167407,-0.416939765754,-1.53524332351
12.95,21.7636108398,-3.59537825911,-0.426636039376,0.554842323936
13,20.7565307617,-3.61283155163,-0.261799387799,0.813409620528
13.05,20.6970214844,-3.61283155163,-0.242406840555,-0.937306450145
13.1,21.3668823242,-3.63028484415,-0.368458397643,-2.58567296592
13.15,22.6486206055,-3.64773813667,-0.552687596465,-3.07048664703
13.2,24.3865966797,-3.68264472171,-0.766005616153,-1.70223470256
13.25,26.0330200195,-3.73500459927,-0.775701889775,0.603323692048
13.3,26.6738891602,-3.76991118431,-0.610865238198,1.26051557088
13.35,26.9485473633,-3.78736447683,-0.572080143709,0.457879587715
13.4,28.9001464844,-3.82227106187,-0.62056151182,0.398624582246
13.45,32.1929931641,-3.85717764691,-0.552687596465,0.716446884306
13.5,32.5286865234,-3.87463093943,-0.523598775598,0.657191878837
13.55,32.8033447266,-3.90953752447,-0.494509954732,0.6410314228
13.6,31.5231323242,-3.92699081699,-0.426636039376,0.0377077307531
13.65,29.9667358398,-3.94444410951,-0.494509954732,-0.452492769035
13.7,28.9611816406,-3.97935069455,-0.513902501976,-0.166991379049
13.75,28.2592773438,-3.99680398707,-0.513902501976,0.220859565839
13.8,28.2592773438,-4.03171057211,-0.494509954732,0.721833702985
13.85,28.0456542969,-4.04916386463,-0.416939765754,0.883438263355
13.9,28.0151367188,-4.06661715715,-0.436332312999,1.53524332351
13.95,28.2592773438,-4.10152374219,-0.300584482288,2.68263570214
14,27.83203125,-4.10152374219,-0.0872664625997,2.36481340008
14.05,27.2842407227,-4.10152374219,-0.0193925472444,1.1797132907
14.1,26.5518188477,-4.10152374219,0,0.409398219604
14.15,26.1245727539,-4.10152374219,0,0.0808022801849
14.2,25.0885009766,-4.10152374219,0,0.010773637358
14.25,24.5697021484,-4.10152374219,0,0
14.3,24.8748779297,-4.10152374219,0,0
14.35,24.3255615234,-4.10152374219,0,0
14.4,24.6307373047,-4.10152374219,0,0
14.45,24.2950439453,-4.10152374219,0,0
14.5,24.1119384766,-4.10152374219,0,0
14.55,24.3865966797,-4.10152374219,0,0
14.6,24.1729736328,-4.10152374219,0,-0.005386818679
14.65,24.3560791016,-4.10152374219,0,-0.043094549432
14.7,24.2950439453,-4.10152374219,0,-0.220859565839
14.75,24.8443603516,-4.10152374219,-0.00969627362219,-0.662578697516
14.8,25.422668457,-4.10152374219,-0.048481368111,-1.33054421371
14.85,25.910949707,-4.10152374219,-0.164836651577,-1.52985650483
14.9,26.4297485352,-4.11897703471,-0.261799387799,-0.700286428269
14.95,25.7278442383,-4.13643032723,-0.213318019688,-0.215472747159
15,25.8193969727,-4.13643032723,-0.22301429331,-0.759541433738
15.05,25.6057739258,-4.15388361975,-0.31028075591,-1.0773637358
15.1,26.155090332,-4.17133691227,-0.349065850399,-1.13661874127
15.15,26.643371582,-4.18879020479,-0.39754721851,-1.47060149937
15.2,25.0274658203,-4.20624349731,-0.513902501976,-1.34670466975
15.25,25.0274658203,-4.24115008235,-0.601168964576,-0.0430945494319
15.3,24.1424560547,-4.27605666739,-0.513902501976,1.12045828523
15.35,22.5570678711,-4.29350995991,-0.407243492132,0.813409620528
15.4,21.6415405273,-4.31096325243,-0.39754721851,-0.16160456037
15.45,20.6970214844,-4.32841654495,-0.475117407487,-0.307048664703
15.5,20.0561523438,-4.36332312999,-0.475117407487,0.350143214135
15.55,19.5983886719,-4.38077642251,-0.39754721851,0.344756395456
15.6,20.4528808594,-4.39822971503,-0.39754721851,-0.344756395455
15.65,21.5194702148,-4.41568300755,-0.475117407487,-0.344756395456
15.7,24.1424560547,-4.45058959259,-0.475117407487,0.344756395455
15.75,26.5823364258,-4.46804288511,-0.39754721851,0.344756395456
15.8,28.564453125,-4.48549617763,-0.39754721851,-0.344756395456
15.85,28.1982421875,-4.50294947015,-0.475117407487,-0.350143214135
15.9,27.4353027344,-4.53785605519,-0.475117407487,0.307048664703
15.95,26.5213012695,-4.55530934771,-0.39754721851,0.16160456037
16,24.6002197266,-4.57276264023,-0.407243492132,-0.808022801849
