"Latest: Time (s)","Latest: Illumination (lux)","Latest: Angle (rad)","Latest: Velocity (rad/s)","Latest: Acceleration (rad/s²)","Run 1: Time (s)","Run 1: Intensity (%)","Run 1: Angle (rad)","Run 1: Velocity (rad/s)","Run 1: Acceleration (rad/s²)"
10.45,51656.2884521,-2.19911485751,-0.31028075591,0.635644604121,10.45,27.7099609375,-2.89724655831,0,0
10.5,51773.5491943,-2.21656815003,-0.22301429331,0.490200499788,10.5,28.1066894531,-2.89724655831,0,-0.005386818679
10.55,52125.3314209,-2.21656815003,-0.22301429331,-0.312435483382,10.55,28.1066894531,-2.89724655831,0,-0.048481368111
10.6,51539.02771,-2.23402144255,-0.300584482288,-0.333982758098,10.6,28.1066894531,-2.89724655831,0,-0.26934093395
10.65,50366.4202881,-2.25147473507,-0.300584482288,0.37707730753,10.65,29.1442871094,-2.89724655831,-0.00969627362219,-0.926532812787
10.7,50014.6380615,-2.26892802759,-0.22301429331,0.490200499788,10.7,29.0832519531,-2.89724655831,-0.0581776417331,-2.21398247707
10.75,49486.9647217,-2.26892802759,-0.213318019688,-0.0484813681108,10.75,29.1137695313,-2.89724655831,-0.22301429331,-3.51759259738
10.8,49017.9217529,-2.28638132011,-0.271495661421,0.0323209120742,10.8,26.9180297852,-2.91469985083,-0.475117407487,-3.51759259738
10.85,48607.5091553,-2.30383461263,-0.213318019688,0.199312291123,10.85,26.887512207,-2.94960643587,-0.639954059065,-2.21398247707
10.9,48783.4002686,-2.30383461263,-0.213318019688,-0.193925472444,10.9,26.0635375977,-2.98451302091,-0.688435427176,-0.921145994108
