"Latest: Time (s)","Latest: Potential 2 (mV)","Latest: Potential 1 (V)","Latest: Current (A)"
0,-119.385131836,-0.912666320801,-0.289497375488
0.001,-120.797973633,-0.882148742676,-0.282249450684
0.002,-122.681762695,-0.855445861816,-0.275001525879
0.003,-124.094604492,-0.821113586426,-0.266990661621
0.004,-125.978393555,-0.790405273438,-0.259742736816
0.005,-127.391235352,-0.759887695313,-0.251731872559
0.006,-129.275024414,-0.729370117188,-0.244483947754
0.007,-130.687866211,-0.698852539063,-0.236473083496
0.008,-132.571655273,-0.664520263672,-0.228462219238
0.009,-133.513549805,-0.633811950684,-0.220069885254
0.01,-134.926391602,-0.599479675293,-0.212059020996
0.011,-136.339233398,-0.565147399902,-0.204048156738
0.012,-137.28112793,-0.538444519043,-0.19603729248
0.013,-138.693969727,-0.504112243652,-0.187644958496
0.014,-139.635864258,-0.469589233398,-0.178871154785
0.015,-140.577758789,-0.439071655273,-0.170860290527
0.016,-141.51965332,-0.400924682617,-0.162105560303
0.017,-142.461547852,-0.370407104492,-0.153713226318
0.018,-143.403442383,-0.332260131836,-0.144557952881
0.019,-144.345336914,-0.309181213379,-0.136165618896
0.02,-145.287231445,-0.271034240723,-0.127391815186
0.021,-145.758178711,-0.236701965332,-0.118618011475
0.022,-146.700073242,-0.202369689941,-0.109844207764
0.023,-147.641967773,-0.164031982422,-0.100688934326
0.024,-148.112915039,-0.133514404297,-0.0922966003418
0.025,-149.05480957,-0.0953674316406,-0.0831413269043
0.026,-149.05480957,-0.0686645507813,-0.0743675231934
0.027,-149.525756836,-0.030517578125,-0.0652122497559
0.028,-149.996704102,0.00400543212891,-0.0564384460449
0.029,-150.938598633,0.0383377075195,-0.0472831726074
0.03,-150.938598633,0.0764846801758,-0.0385093688965
0.031,-150.938598633,0.107002258301,-0.029354095459
0.032,-150.938598633,0.145149230957,-0.0198173522949
0.033,-151.409545898,0.17204284668,-0.0106620788574
0.034,-151.409545898,0.210189819336,-0.00188827514648
0.035,-151.409545898,0.240707397461,0.00726699829102
0.036,-151.409545898,0.275039672852,0.0164222717285
0.037,-150.938598633,0.313377380371,0.0251960754395
0.038,-150.938598633,0.347709655762,0.0347137451172
0.039,-150.938598633,0.382041931152,0.0434875488281
0.04,-150.938598633,0.412559509277,0.0522613525391
0.041,-150.938598633,0.446891784668,0.0617980957031
0.042,-150.467651367,0.477600097656,0.0701904296875
0.043,-149.996704102,0.511932373047,0.0797271728516
0.044,-149.525756836,0.542449951172,0.0885009765625
0.045,-149.05480957,0.580596923828,0.0972747802734
0.046,-149.05480957,0.615119934082,0.106430053711
0.047,-148.112915039,0.641822814941,0.115203857422
0.048,-147.171020508,0.679969787598,0.123977661133
0.049,-146.229125977,0.706672668457,0.132751464844
0.05,-145.758178711,0.737190246582,0.141525268555
0.051,-145.287231445,0.767707824707,0.149917602539
0.052,-143.874389648,0.806045532227,0.15869140625
0.053,-142.932495117,0.836563110352,0.167465209961
0.054,-141.990600586,0.863265991211,0.175476074219
0.055,-141.048706055,0.893783569336,0.18424987793
0.056,-140.577758789,0.924301147461,0.192260742188
0.057,-139.635864258,0.955009460449,0.200653076172
0.058,-138.223022461,0.981712341309,0.209045410156
0.059,-136.810180664,1.01222991943,0.217056274414
0.06,-135.868286133,1.04274749756,0.225811004639
0.061,-134.455444336,1.06563568115,0.23344039917
0.062,-133.042602539,1.10015869141,0.241832733154
0.063,-132.100708008,1.123046875,0.249080657959
0.064,-129.74597168,1.14974975586,0.25671005249
0.065,-128.333129883,1.17645263672,0.264339447021
0.066,-126.920288086,1.20315551758,0.271968841553
0.067,-125.036499023,1.22985839844,0.279598236084
0.068,-123.623657227,1.25293731689,0.286846160889
0.069,-121.739868164,1.27964019775,0.294094085693
0.07,-120.327026367,1.30634307861,0.301723480225
0.071,-118.466784668,1.32923126221,0.308589935303
0.072,-116.582995605,1.3521194458,0.315456390381
0.073,-115.170153809,1.37500762939,0.322322845459
0.074,-113.286364746,1.39808654785,0.328807830811
0.075,-111.402575684,1.42097473145,0.335292816162
0.076,-109.518786621,1.44004821777,0.341777801514
0.077,-107.634997559,1.46293640137,0.348644256592
0.078,-105.28026123,1.47819519043,0.354747772217
0.079,-103.396472168,1.50108337402,0.360469818115
0.08,-101.512683105,1.52015686035,0.366191864014
0.081,-98.6869995117,1.53923034668,0.372676849365
0.082,-96.3322631836,1.56230926514,0.378398895264
0.083,-94.4484741211,1.5775680542,0.383739471436
0.084,-92.093737793,1.59664154053,0.389461517334
0.085,-90.2099487305,1.61190032959,0.394420623779
0.086,-87.3842651367,1.62715911865,0.400142669678
0.087,-85.5004760742,1.64623260498,0.405101776123
0.088,-82.6747924805,1.65767669678,0.409679412842
0.089,-80.791003418,1.67293548584,0.414638519287
0.09,-78.4362670898,1.6881942749,0.419216156006
0.091,-76.0815307617,1.6996383667,0.423774719238
0.092,-73.255847168,1.71127319336,0.42797088623
0.093,-70.4301635742,1.72271728516,0.432167053223
0.094,-68.0989746094,1.73797607422,0.435981750488
0.095,-65.7442382812,1.74942016602,0.439796447754
0.096,-63.3895019531,1.75704956055,0.443229675293
0.097,-60.5638183594,1.76849365234,0.447044372559
0.098,-57.7381347656,1.77612304688,0.450477600098
0.099,-54.9124511719,1.78756713867,0.453910827637
0.1,-52.5577148437,1.7951965332,0.456581115723
0.101,-49.73203125,1.79901123047,0.459251403809
0.102,-46.9063476562,1.806640625,0.462303161621
0.103,-44.5516113281,1.81427001953,0.464973449707
0.104,-41.7259277344,1.8180847168,0.467262268066
0.105,-38.429296875,1.82571411133,0.469551086426
0.106,-36.0745605469,1.82571411133,0.471839904785
0.107,-33.7198242187,1.82952880859,0.473747253418
0.108,-30.894140625,1.83334350586,0.474891662598
0.109,-27.5975097656,1.83334350586,0.47679901123
0.11,-25.2427734375,1.83715820313,0.478324890137
0.111,-22.4170898437,1.83715820313,0.479469299316
0.112,-19.6149536133,1.83715820313,0.48023223877
0.113,-16.7892700195,1.83715820313,0.481758117676
0.114,-13.9635864258,1.82952880859,0.481758117676
0.115,-11.137902832,1.83334350586,0.482521057129
0.116,-7.84127197266,1.83334350586,0.482902526855
0.117,-5.48653564453,1.82571411133,0.482902526855
0.118,-2.18990478516,1.82571411133,0.483665466309
0.119,0.635778808594,1.8180847168,0.483283996582
0.12,3.46146240234,1.81427001953,0.482902526855
0.121,6.28714599609,1.81427001953,0.482521057129
0.122,9.11282958984,1.79901123047,0.481758117676
0.123,11.467565918,1.7951965332,0.480995178223
0.124,14.2932495117,1.78756713867,0.479850769043
0.125,17.1189331055,1.77993774414,0.478706359863
0.126,20.4155639648,1.76849365234,0.477561950684
0.127,22.770300293,1.75704956055,0.476036071777
0.128,26.0433837891,1.74942016602,0.474510192871
0.129,28.3981201172,1.73797607422,0.472221374512
0.13,31.2238037109,1.72653198242,0.470314025879
0.131,34.0494873047,1.71508789063,0.468406677246
0.132,37.3461181641,1.6996383667,0.46573638916
0.133,40.1718017578,1.6881942749,0.463066101074
0.134,42.5265380859,1.68056488037,0.460777282715
0.135,45.3522216797,1.65767669678,0.457725524902
0.136,48.1779052734,1.64623260498,0.455055236816
0.137,51.0035888672,1.63097381592,0.451622009277
0.138,53.8292724609,1.61571502686,0.448570251465
0.139,56.1840087891,1.60045623779,0.445137023926
0.14,58.5387451172,1.5775680542,0.44132232666
0.141,60.8934814453,1.5661239624,0.437507629395
0.142,63.7191650391,1.54304504395,0.433311462402
0.143,66.0739013672,1.52778625488,0.429496765137
0.144,68.4286376953,1.50871276855,0.425300598145
0.145,71.2543212891,1.4820098877,0.420341491699
0.146,73.6090576172,1.46293640137,0.415782928467
0.147,75.940246582,1.44386291504,0.411205291748
0.148,78.7659301758,1.42097473145,0.406246185303
0.149,81.5916137695,1.40190124512,0.401668548584
0.15,83.475402832,1.37500762939,0.396709442139
0.151,86.3010864258,1.35593414307,0.39098739624
0.152,88.6558227539,1.33304595947,0.385646820068
0.153,91.010559082,1.30634307861,0.380306243896
0.154,93.3652954102,1.28726959229,0.374584197998
0.155,95.2490844727,1.25675201416,0.368480682373
0.156,97.1328735352,1.2336730957,0.362758636475
0.157,99.0166625977,1.20315551758,0.35665512085
0.158,100.90045166,1.18026733398,0.350551605225
0.159,103.255187988,1.16119384766,0.343685150146
0.16,105.138977051,1.12686157227,0.337581634521
0.161,107.493713379,1.10397338867,0.33109664917
0.162,109.377502441,1.06945037842,0.324230194092
0.163,111.261291504,1.04656219482,0.316982269287
0.164,113.145080566,1.0160446167,0.310497283936
0.165,115.028869629,0.985527038574,0.303630828857
0.166,116.912658691,0.958824157715,0.296382904053
0.167,118.796447754,0.92830657959,0.289134979248
