"Latest: Time (s)","Latest: Potential 2 (mV)","Latest: Potential 1 (V)","Latest: Current (A)"
0.067,286.359484863,-0.778961181641,-0.0671195983887
0.068,284.004748535,-0.870704650879,-0.0839042663574
0.069,286.359484863,-0.970077514648,-0.101833343506
0.07,288.714221191,-1.05400085449,-0.118999481201
0.071,283.062854004,-1.1381149292,-0.13578414917
0.072,276.940539551,-1.22585296631,-0.152568817139
0.073,275.99864502,-1.29852294922,-0.169334411621
0.074,272.231066895,-1.37481689453,-0.185356140137
0.075,269.405383301,-1.44748687744,-0.201759338379
0.076,260.009985352,-1.51233673096,-0.217399597168
0.077,246.352514648,-1.56955718994,-0.231513977051
0.078,232.22409668,-1.62315368652,-0.245628356934
0.079,213.409753418,-1.67655944824,-0.257453918457
0.08,183.269128418,-1.72233581543,-0.267753601074
0.081,159.274365234,-1.76448822021,-0.276908874512
0.082,151.268261719,-1.79119110107,-0.285682678223
0.083,143.262158203,-1.82552337646,-0.294456481934
0.084,131.959423828,-1.84078216553,-0.302085876465
0.085,120.209289551,-1.85604095459,-0.308570861816
0.086,106.080871582,-1.86748504639,-0.315055847168
0.087,91.4815063477,-1.87129974365,-0.320014953613
0.088,76.4111938477,-1.86748504639,-0.324592590332
0.089,60.8934814453,-1.86367034912,-0.327644348145
0.09,42.9974853516,-1.84459686279,-0.329551696777
0.091,27.9271728516,-1.82552337646,-0.330696105957
0.092,8.64188232422,-1.80263519287,-0.331077575684
0.093,-11.6088500977,-1.76830291748,-0.329551696777
0.094,-29.9522460937,-1.72996520996,-0.327262878418
0.095,-47.8482421875,-1.6918182373,-0.324211120605
0.096,-65.7442382812,-1.63841247559,-0.319633483887
0.097,-84.558581543,-1.58500671387,-0.314292907715
0.098,-102.925524902,-1.52759552002,-0.307426452637
0.099,-120.327026367,-1.4627456665,-0.299797058105
0.1,-137.28112793,-1.39007568359,-0.291023254395
0.101,-153.293334961,-1.32141113281,-0.28148651123
0.102,-169.281994629,-1.24111175537,-0.270805358887
0.103,-183.410412598,-1.16481781006,-0.259742736816
0.104,-197.067883301,-1.07688903809,-0.247535705566
0.105,-209.783459473,-0.985336303711,-0.234184265137
0.106,-222.004541016,-0.893592834473,-0.220832824707
0.107,-232.836328125,-0.802040100098,-0.206336975098
0.108,-242.726220703,-0.706481933594,-0.191459655762
0.109,-253.087060547,-0.607109069824,-0.176200866699
0.11,-262.035058594,-0.507926940918,-0.159816741943
0.111,-270.488562012,-0.400924682617,-0.143032073975
0.112,-278.023718262,-0.297737121582,-0.126628875732
0.113,-285.087927246,-0.187110900879,-0.108699798584
