"Latest: Time (s)","Latest: Potential 2 (mV)","Latest: Potential 1 (V)","Latest: Current (A)"
0,59.9515869141,-1.82933807373,-0.419178009033
0.001,53.3583251953,-1.833152771,-0.421848297119
0.002,45.8231689453,-1.82933807373,-0.424518585205
0.003,38.7589599609,-1.82933807373,-0.426807403564
0.004,32.1656982422,-1.833152771,-0.428333282471
0.005,25.1250366211,-1.82552337646,-0.429859161377
0.006,18.0608276367,-1.81407928467,-0.43062210083
0.007,10.9966186523,-1.8102645874,-0.431385040283
0.008,3.46146240234,-1.79882049561,-0.431003570557
0.009,-3.60274658203,-1.78737640381,-0.431003570557
0.01,-10.1960083008,-1.77974700928,-0.430240631104
0.011,-18.2021118164,-1.75685882568,-0.428714752197
0.012,-25.2427734375,-1.74541473389,-0.427570343018
0.013,-32.3069824219,-1.72233581543,-0.424900054932
0.014,-39.3711914062,-1.70707702637,-0.422611236572
0.015,-46.4354003906,-1.68418884277,-0.41955947876
0.016,-53.0286621094,-1.65748596191,-0.416126251221
0.017,-59.6219238281,-1.62696838379,-0.412693023682
0.018,-66.6861328125,-1.60789489746,-0.408115386963
0.019,-73.7267944336,-1.57337188721,-0.403919219971
0.02,-79.8491088867,-1.54666900635,-0.398960113525
0.021,-85.9714233398,-1.51615142822,-0.39400100708
0.022,-92.5646850586,-1.47800445557,-0.387516021729
0.023,-98.6869995117,-1.44748687744,-0.38179397583
0.024,-104.809313965,-1.40914916992,-0.375308990479
0.025,-110.931628418,-1.3671875,-0.368824005127
0.026,-116.582995605,-1.33285522461,-0.361576080322
0.027,-122.21081543,-1.29470825195,-0.353965759277
0.028,-127.862182617,-1.2487411499,-0.34595489502
0.029,-133.98449707,-1.21059417725,-0.337944030762
0.03,-140.106811523,-1.16481781006,-0.329170227051
0.031,-145.287231445,-1.12285614014,-0.32039642334
0.032,-150.467651367,-1.07307434082,-0.311241149902
0.033,-155.648071289,-1.02348327637,-0.301704406738
0.034,-160.828491211,-0.981521606445,-0.292167663574
0.035,-166.479858398,-0.927925109863,-0.281867980957
0.036,-171.165783691,-0.87833404541,-0.271949768066
0.037,-175.875256348,-0.824928283691,-0.260887145996
0.038,-180.113781738,-0.771331787109,-0.249824523926
0.039,-184.352307129,-0.725555419922,-0.238761901855
0.04,-186.707043457,-0.664520263672,-0.227699279785
0.041,-190.003674316,-0.614738464355,-0.216255187988
0.042,-194.242199707,-0.561332702637,-0.204429626465
0.043,-198.480725098,-0.504112243652,-0.192222595215
0.044,-203.190197754,-0.446701049805,-0.179634094238
0.045,-206.957775879,-0.393295288086,-0.167808532715
0.046,-210.725354004,-0.336074829102,-0.154476165771
0.047,-213.551037598,-0.278663635254,-0.141887664795
0.048,-216.824121094,-0.217628479004,-0.128536224365
0.049,-219.178857422,-0.164031982422,-0.115184783936
0.05,-222.004541016,-0.102996826172,-0.101833343506
0.051,-224.359277344,-0.0495910644531,-0.0881004333496
0.052,-225.772119141,0.0116348266602,-0.0747489929199
0.053,-226.714013672,0.0726699829102,-0.0610160827637
0.054,-227.655908203,0.126075744629,-0.047664642334
0.055,-228.126855469,0.187301635742,-0.0335502624512
0.056,-228.597802734,0.236892700195,-0.0201988220215
0.057,-229.06875,0.297927856445,-0.00608444213867
0.058,-228.597802734,0.355339050293,0.00726699829102
0.059,-228.126855469,0.412559509277,0.0209999084473
0.06,-227.655908203,0.469970703125,0.0350952148438
0.061,-227.184960937,0.519561767578,0.0480651855469
0.062,-226.714013672,0.580596923828,0.0621795654297
0.063,-226.243066406,0.63419342041,0.0759124755859
0.064,-225.301171875,0.687599182129,0.0888824462891
0.065,-224.359277344,0.744819641113,0.102996826172
0.066,-222.946435547,0.790786743164,0.115966796875
0.067,-221.062646484,0.848007202148,0.129318237305
0.068,-219.178857422,0.897598266602,0.142288208008
0.069,-217.295068359,0.951194763184,0.155258178711
0.07,-214.963879395,1.00078582764,0.168228149414
0.071,-212.138195801,1.04274749756,0.180816650391
0.072,-209.312512207,1.09634399414,0.193023681641
0.073,-206.486828613,1.13830566406,0.205612182617
0.074,-203.66114502,1.18408203125,0.217819213867
0.075,-200.36451416,1.22985839844,0.229625701904
0.076,-196.12598877,1.26819610596,0.241451263428
0.077,-191.887463379,1.31397247314,0.252895355225
0.078,-187.648937988,1.3521194458,0.264339447021
0.079,-183.881359863,1.39026641846,0.275402069092
0.08,-179.171887207,1.43241882324,0.285701751709
0.081,-174.933361816,1.46293640137,0.296001434326
0.082,-170.22388916,1.50108337402,0.305919647217
0.083,-165.067016602,1.53541564941,0.315837860107
0.084,-159.88659668,1.5661239624,0.325374603271
0.085,-155.177124023,1.59664154053,0.334529876709
0.086,-149.996704102,1.62334442139,0.342922210693
0.087,-143.874389648,1.65004730225,0.351696014404
0.088,-138.693969727,1.68056488037,0.359706878662
0.089,-132.571655273,1.6996383667,0.367336273193
