"Latest: Time (s)","Latest: Potential 2 (mV)","Latest: Potential 1 (V)","Latest: Current (A)"
0,-95.861315918,0.767707824707,0.167846679688
0.001,-95.3903686523,0.786972045898,0.173568725586
0.002,-95.861315918,0.813674926758,0.178909301758
0.003,-94.9194213867,0.836563110352,0.184631347656
0.004,-94.4484741211,0.851821899414,0.189971923828
0.005,-93.9775268555,0.874710083008,0.195693969727
0.006,-93.9775268555,0.88996887207,0.201797485352
0.007,-93.5065795898,0.91667175293,0.20751953125
0.008,-93.0356323242,0.932121276855,0.212478637695
0.009,-92.093737793,0.955009460449,0.217819213867
0.01,-91.6227905273,0.970268249512,0.223541259766
0.011,-90.2099487305,0.98934173584,0.229244232178
0.012,-89.2680541992,1.01222991943,0.23458480835
0.013,-88.326159668,1.0274887085,0.239543914795
0.014,-87.8552124023,1.05037689209,0.244884490967
0.015,-86.9133178711,1.06563568115,0.249843597412
0.016,-86.4423706055,1.08871459961,0.255184173584
0.017,-85.0295288086,1.10397338867,0.260143280029
0.018,-84.0876342773,1.123046875,0.265102386475
0.019,-83.1457397461,1.14212036133,0.27006149292
0.02,-82.6747924805,1.15737915039,0.274639129639
0.021,-80.791003418,1.18026733398,0.279598236084
0.022,-80.791003418,1.19171142578,0.284175872803
0.023,-79.8491088867,1.21459960938,0.289134979248
0.024,-79.3781616211,1.22604370117,0.293712615967
0.025,-78.9072143555,1.24530792236,0.298290252686
0.026,-78.4362670898,1.26056671143,0.302867889404
0.027,-78.4362670898,1.27582550049,0.30782699585
0.028,-78.4362670898,1.29871368408,0.312404632568
0.029,-77.9653198242,1.31015777588,0.316600799561
0.03,-77.023425293,1.32923126221,0.321559906006
0.031,-76.5524780273,1.340675354,0.326137542725
0.032,-76.0815307617,1.35974884033,0.330715179443
0.033,-75.1396362305,1.37500762939,0.334911346436
0.034,-74.6686889648,1.38645172119,0.339488983154
0.035,-74.1977416992,1.40571594238,0.344066619873
0.036,-73.255847168,1.41716003418,0.348262786865
0.037,-72.3139526367,1.43241882324,0.352458953857
0.038,-71.3720581055,1.4476776123,0.35665512085
0.039,-69.9827636719,1.4591217041,0.360851287842
0.04,-69.0408691406,1.47438049316,0.364665985107
0.041,-67.6280273437,1.48582458496,0.368480682373
0.042,-66.6861328125,1.50108337402,0.372676849365
0.043,-65.7442382812,1.51252746582,0.376873016357
0.044,-64.3313964844,1.53160095215,0.380687713623
0.045,-63.3895019531,1.54304504395,0.384120941162
0.046,-62.4476074219,1.55467987061,0.387935638428
0.047,-61.5057128906,1.5661239624,0.391750335693
0.048,-60.5638183594,1.57375335693,0.395183563232
0.049,-58.6800292969,1.589012146,0.398616790771
0.05,-57.7381347656,1.59664154053,0.402050018311
0.051,-56.3252929687,1.61190032959,0.40548324585
0.052,-55.3833984375,1.62334442139,0.408535003662
0.053,-54.4415039062,1.63097381592,0.411968231201
0.054,-53.499609375,1.64623260498,0.415019989014
0.055,-52.5577148437,1.65004730225,0.418071746826
0.056,-51.1448730469,1.66149139404,0.421485900879
0.057,-50.6739257812,1.67293548584,0.424156188965
0.058,-49.2610839844,1.68056488037,0.427207946777
0.059,-48.3191894531,1.69200897217,0.429878234863
0.06,-47.3772949219,1.69582366943,0.432929992676
0.061,-45.4935058594,1.70726776123,0.435218811035
0.062,-44.5516113281,1.71890258789,0.437889099121
0.063,-43.6097167969,1.72271728516,0.44017791748
0.064,-42.6678222656,1.73416137695,0.443229675293
0.065,-41.2549804687,1.73797607422,0.445518493652
0.066,-39.8421386719,1.74560546875,0.447807312012
0.067,-38.429296875,1.75323486328,0.450096130371
0.068,-37.4874023437,1.75704956055,0.452003479004
0.069,-37.0164550781,1.76849365234,0.45467376709
0.07,-35.6036132812,1.76849365234,0.456199645996
0.071,-34.66171875,1.77993774414,0.458488464355
