"Latest: Time (s)","Latest: Potential (mV)"
0,0.94189453125
0.001,265.472973633
0.002,1245.5142334
0.003,1246.9270752
0.004,122.375646973
0.005,0.94189453125
0.006,265.943920898
0.007,1245.98518066
0.008,1245.98518066
0.009,123.78848877
0.01,0.94189453125
0.011,265.002026367
0.012,1246.45612793
0.013,1245.5142334
0.014,126.143225098
0.015,0.94189453125
0.016,262.176342773
0.017,1246.9270752
0.018,1245.98518066
0.019,127.556066895
0.02,0.94189453125
0.021,261.234448242
0.022,1246.9270752
0.023,1246.45612793
0.024,128.02701416
0.025,0.94189453125
0.026,260.763500977
0.027,1246.9270752
0.028,1247.39802246
0.029,128.02701416
0.03,0.94189453125
0.031,260.292553711
0.032,1245.04328613
0.033,1247.39802246
0.034,128.497961426
0.035,0.94189453125
0.036,260.763500977
0.037,1245.04328613
0.038,1247.39802246
0.039,128.497961426
0.04,0.94189453125
0.041,260.292553711
0.042,1245.98518066
0.043,1247.39802246
0.044,128.968908691
0.045,0.94189453125
0.046,259.821606445
0.047,1245.5142334
0.048,1245.98518066
0.049,128.968908691
0.05,0.94189453125
0.051,259.821606445
0.052,1246.9270752
0.053,1245.98518066
0.054,128.968908691
0.055,0.94189453125
0.056,261.234448242
0.057,1247.39802246
0.058,1245.98518066
0.059,127.556066895
0.06,0.94189453125
0.061,262.176342773
0.062,1246.9270752
0.063,1245.98518066
0.064,122.846594238
0.065,0.94189453125
0.066,268.298657227
0.067,1247.39802246
0.068,1246.9270752
0.069,122.375646973
0.07,0.94189453125
0.071,263.58918457
0.072,1245.98518066
0.073,1247.39802246
0.074,127.556066895
0.075,0.94189453125
0.076,261.234448242
0.077,1245.04328613
0.078,1247.39802246
0.079,128.968908691
0.08,1.41284179688
0.081,259.821606445
0.082,1245.04328613
0.083,1247.86896973
0.084,129.439855957
0.085,0.94189453125
0.086,259.821606445
0.087,1245.98518066
0.088,1245.98518066
0.089,129.439855957
0.09,1.41284179688
0.091,259.821606445
0.092,1246.9270752
0.093,1245.5142334
0.094,130.381750488
0.095,0.94189453125
0.096,257.937817383
0.097,1246.45612793
0.098,1245.98518066
0.099,132.265539551
0.1,0.94189453125
0.101,256.995922852
0.102,1246.9270752
0.103,1245.98518066
0.104,132.736486816
0.105,0.94189453125
0.106,256.995922852
0.107,1247.39802246
0.108,1246.45612793
0.109,133.207434082
0.11,0.94189453125
0.111,256.524975586
0.112,1245.98518066
0.113,1246.9270752
0.114,133.207434082
0.115,0.94189453125
0.116,255.583081055
0.117,1245.98518066
0.118,1247.39802246
0.119,133.678381348
0.12,0.94189453125
0.121,256.05402832
0.122,1245.5142334
0.123,1247.39802246
0.124,133.678381348
0.125,1.41284179688
0.126,256.05402832
0.127,1245.5142334
0.128,1246.45612793
0.129,133.678381348
0.13,0.94189453125
0.131,255.583081055
0.132,1246.45612793
0.133,1245.98518066
0.134,134.149328613
0.135,0.94189453125
0.136,255.583081055
0.137,1246.9270752
0.138,1245.98518066
0.139,134.149328613
0.14,0.94189453125
0.141,255.583081055
0.142,1246.9270752
0.143,1245.98518066
0.144,133.678381348
0.145,0.94189453125
0.146,256.524975586
0.147,1247.39802246
0.148,1246.45612793
0.149,132.265539551
0.15,0.94189453125
0.151,261.234448242
0.152,1245.98518066
0.153,1246.9270752
0.154,125.672277832
0.155,0.94189453125
0.156,263.118237305
0.157,1245.98518066
0.158,1247.39802246
0.159,127.556066895
0.16,0.94189453125
0.161,260.292553711
0.162,1245.04328613
0.163,1247.39802246
0.164,131.32364502
0.165,0.94189453125
0.166,257.466870117
0.167,1245.5142334
0.168,1246.45612793
0.169,132.736486816
0.17,0.94189453125
0.171,256.995922852
0.172,1245.98518066
0.173,1245.98518066
0.174,133.207434082
0.175,0.94189453125
0.176,256.05402832
0.177,1246.45612793
0.178,1245.98518066
0.179,133.207434082
0.18,0.94189453125
0.181,255.583081055
0.182,1246.9270752
0.183,1245.98518066
0.184,134.620275879
0.185,0.94189453125
0.186,255.583081055
0.187,1246.9270752
0.188,1246.45612793
0.189,135.091223145
0.19,0.94189453125
0.191,255.112133789
0.192,1246.9270752
0.193,1247.39802246
0.194,134.620275879
0.195,0.94189453125
0.196,254.641186523
