"Latest: Time (s)","Latest: Potential (mV)"
0,0.94189453125
0.001,1.41284179688
0.002,412.808825684
0.003,1245.04328613
0.004,1246.9270752
0.005,1246.45612793
0.006,816.693200684
0.007,1.41284179688
0.008,0.94189453125
0.009,0.94189453125
0.01,122.375646973
0.011,1032.74025879
0.012,1247.39802246
0.013,1245.98518066
0.014,1102.41690674
0.015,184.517138672
0.016,1.41284179688
0.017,0.94189453125
0.018,1.41284179688
0.019,728.202209473
0.02,1247.39802246
0.021,1245.98518066
0.022,1245.98518066
0.023,503.183605957
0.024,0.94189453125
0.025,0.94189453125
0.026,1.41284179688
0.027,413.750720215
0.028,1246.45612793
0.029,1245.98518066
0.03,1245.98518066
0.031,818.10604248
0.032,1.41284179688
0.033,0.470947265625
0.034,0.94189453125
0.035,122.846594238
0.036,1033.68215332
0.037,1245.98518066
0.038,1246.45612793
0.039,1100.53311768
0.04,182.633349609
0.041,0.94189453125
0.042,0.94189453125
0.043,1.41284179688
0.044,730.085998535
0.045,1245.04328613
0.046,1246.9270752
0.047,1247.39802246
0.048,501.77076416
0.049,1.41284179688
0.05,0.94189453125
0.051,1.41284179688
0.052,415.163562012
0.053,1245.04328613
0.054,1246.9270752
0.055,1246.45612793
0.056,817.164147949
0.057,1.41284179688
0.058,0.94189453125
0.059,1.41284179688
0.06,122.375646973
0.061,1032.74025879
0.062,1246.9270752
0.063,1245.98518066
0.064,1102.41690674
0.065,184.988085937
0.066,0.94189453125
0.067,0.94189453125
0.068,1.41284179688
0.069,726.31842041
0.07,1246.9270752
0.071,1245.98518066
0.072,1245.98518066
0.073,506.009289551
0.074,0.94189453125
0.075,0.470947265625
0.076,1.41284179688
0.077,410.454089355
0.078,1246.45612793
0.079,1245.98518066
0.08,1245.04328613
0.081,821.40267334
0.082,1.41284179688
0.083,0.94189453125
0.084,0.94189453125
0.085,118.137121582
0.086,1028.97268066
0.087,1245.98518066
0.088,1245.98518066
0.089,1105.24259033
0.09,187.813769531
0.091,1.41284179688
0.092,0.94189453125
0.093,1.41284179688
0.094,723.963684082
0.095,1245.98518066
0.096,1246.45612793
0.097,1247.39802246
0.098,508.364025879
0.099,1.41284179688
0.1,0.94189453125
0.101,1.41284179688
0.102,408.570300293
0.103,1245.04328613
0.104,1247.39802246
0.105,1246.45612793
0.106,822.344567871
0.107,1.41284179688
0.108,0.94189453125
0.109,1.41284179688
0.11,117.195227051
0.111,1028.03078613
0.112,1246.9270752
0.113,1246.45612793
0.114,1106.18448486
0.115,188.284716797
0.116,0.94189453125
0.117,0.94189453125
0.118,1.41284179688
0.119,724.905578613
0.12,1246.9270752
0.121,1245.98518066
0.122,1245.98518066
0.123,502.712658691
0.124,0.94189453125
0.125,0.470947265625
0.126,1.41284179688
0.127,416.576403809
0.128,1246.9270752
0.129,1245.98518066
0.13,1245.5142334
0.131,815.751306152
0.132,1.8837890625
0.133,0.470947265625
0.134,1.41284179688
0.135,124.259436035
0.136,1033.68215332
0.137,1245.5142334
0.138,1245.98518066
0.139,1099.59122314
0.14,181.691455078
0.141,0.94189453125
0.142,0.94189453125
0.143,1.41284179688
0.144,729.144104004
0.145,1245.98518066
0.146,1246.45612793
0.147,1247.39802246
0.148,502.712658691
0.149,0.94189453125
0.15,0.470947265625
0.151,1.41284179688
0.152,414.692614746
0.153,1245.04328613
0.154,1246.9270752
0.155,1246.9270752
0.156,816.222253418
0.157,1.41284179688
0.158,0.94189453125
0.159,1.41284179688
0.16,122.846594238
0.161,1032.26931152
0.162,1247.39802246
0.163,1246.45612793
0.164,1101.94595947
0.165,184.517138672
0.166,0.94189453125
0.167,0.94189453125
0.168,1.41284179688
0.169,727.731262207
0.17,1247.39802246
0.171,1246.45612793
0.172,1245.98518066
0.173,503.183605957
0.174,0.94189453125
0.175,0.94189453125
0.176,1.41284179688
0.177,413.279772949
0.178,1246.45612793
0.179,1245.98518066
0.18,1245.04328613
0.181,815.280358887
0.182,1.41284179688
0.183,0.94189453125
0.184,0.94189453125
0.185,126.614172363
0.186,1036.97878418
0.187,1245.98518066
0.188,1245.5142334
0.189,1095.82364502
0.19,178.865771484
0.191,0.94189453125
0.192,0.94189453125
0.193,1.41284179688
0.194,731.498840332
0.195,1245.04328613
0.196,1245.98518066
0.197,1247.39802246
0.198,501.77076416
0.199,1.41284179688
0.2,0.94189453125
0.201,0.94189453125
0.202,413.750720215
0.203,1245.04328613
0.204,1246.45612793
0.205,1246.9270752
0.206,818.576989746
0.207,1.41284179688
0.208,0.94189453125
0.209,0.94189453125
0.21,119.079016113
0.211,1028.97268066
0.212,1246.9270752
0.213,1246.9270752
0.214,1107.12637939
0.215,189.697558594
0.216,0.470947265625
0.217,0.94189453125
0.218,1.41284179688
0.219,721.138000488
0.22,1247.39802246
0.221,1246.9270752
0.222,1245.98518066
0.223,509.776867676
0.224,0.94189453125
0.225,0.94189453125
0.226,1.41284179688
0.227,406.68651123
0.228,1245.98518066
0.229,1245.98518066
0.23,1245.04328613
0.231,825.170251465
0.232,1.41284179688
0.233,0.470947265625
0.234,0.94189453125
0.235,114.840490723
0.236,1025.20510254
0.237,1245.98518066
0.238,1245.04328613
0.239,1108.53922119
0.24,191.581347656
0.241,0.94189453125
0.242,0.94189453125
0.243,1.41284179688
0.244,720.196105957
0.245,1245.98518066
0.246,1245.98518066
0.247,1247.39802246
0.248,512.60255127
0.249,0.94189453125
0.25,0.94189453125
0.251,1.41284179688
0.252,404.802722168
0.253,1245.04328613
0.254,1245.98518066
0.255,1246.9270752
0.256,826.112145996
0.257,1.41284179688
0.258,0.94189453125
0.259,0.94189453125
0.26,114.369543457
0.261,1024.73415527
0.262,1246.9270752
0.263,1246.45612793
0.264,1108.53922119
0.265,191.110400391
0.266,0.94189453125
0.267,0.94189453125
0.268,1.41284179688
0.269,724.905578613
0.27,1247.39802246
0.271,1246.9270752
0.272,1245.98518066
