"Latest: Time (s)","Latest: Potential 1 (V)","Latest: Current (A)","Latest: Potential 2 (V)"
0.114,,,-0.59928894043
0.115,,,-0.59928894043
0.116,,,-0.603103637695
0.117,,,-0.606918334961
0.118,,,-0.606918334961
0.119,,,-0.606918334961
0.12,,,-0.603103637695
0.121,,,3.37963104248
0.122,,,1.58824920654
0.123,,,0.967025756836
0.124,,,0.745964050293
0.125,,,0.673675537109
0.126,,,0.650787353516
0.127,,,0.639343261719
0.128,,,0.635528564453
0.129,,,0.635528564453
0.13,,,0.631713867188
0.131,,,0.631713867188
0.132,,,0.631713867188
0.133,,,0.639343261719
0.134,,,0.631713867188
0.135,,,0.631713867188
0.136,,,0.627899169922
0.137,,,0.631713867188
0.138,,,0.635528564453
0.139,,,0.635528564453
0.14,,,0.631713867188
0.141,,,0.631713867188
0.142,,,0.635528564453
0.143,,,0.631713867188
0.144,,,0.627899169922
0.145,,,0.627899169922
0.146,,,0.627899169922
0.147,,,0.631713867188
0.148,,,0.631713867188
0.149,,,0.631713867188
0.15,,,0.631713867188
0.151,,,0.627899169922
0.152,,,0.631713867188
0.153,,,0.635528564453
0.154,,,0.627899169922
0.155,,,0.627899169922
0.156,,,0.631713867188
0.157,,,0.627899169922
0.158,,,0.631713867188
0.159,,,0.627899169922
0.16,,,0.631713867188
0.161,,,0.631713867188
0.162,,,0.631713867188
0.163,,,0.631713867188
0.164,,,0.627899169922
0.165,,,0.627899169922
0.166,,,0.627899169922
0.167,,,0.627899169922
0.168,,,0.631713867188
0.169,,,0.631713867188
0.17,,,0.631713867188
0.171,,,-3.14140319824
0.172,,,-1.4835357666
0.173,,,-0.908088684082
0.174,,,-0.706100463867
0.175,,,-0.63362121582
0.176,,,-0.610733032227
0.177,,,-0.603103637695
0.178,,,-0.603103637695
0.179,,,-0.59928894043
0.18,,,-0.603103637695
0.181,,,-0.603103637695
0.182,,,-0.603103637695
0.183,,,-0.603103637695
0.184,,,-0.59928894043
0.185,,,-0.59928894043
0.186,,,-0.59928894043
0.187,,,-0.59928894043
0.188,,,-0.59928894043
0.189,,,-0.59928894043
0.19,,,-0.59928894043
0.191,,,-0.59928894043
0.192,,,-0.59928894043
0.193,,,-0.59928894043
0.194,,,-0.59928894043
0.195,,,-0.603103637695
0.196,,,-0.603103637695
0.197,,,-0.59928894043
0.198,,,-0.59928894043
0.199,,,-0.59928894043
0.2,,,-0.603103637695
0.201,,,-0.59928894043
0.202,,,-0.59928894043
0.203,,,-0.59928894043
0.204,,,-0.59928894043
0.205,,,-0.59928894043
0.206,,,-0.603103637695
0.207,,,-0.603103637695
0.208,,,-0.603103637695
0.209,,,-0.603103637695
0.21,,,-0.603103637695
0.211,,,-0.59928894043
0.212,,,-0.59928894043
0.213,,,-0.603103637695
0.214,,,-0.603103637695
0.215,,,-0.603103637695
0.216,,,-0.59928894043
0.217,,,-0.59928894043
0.218,,,-0.59928894043
0.219,,,-0.603103637695
0.22,,,-0.603103637695
0.221,,,3.39107513428
0.222,,,1.58824920654
0.223,,,0.959396362305
0.224,,,0.745964050293
0.225,,,0.673675537109
0.226,,,0.64697265625
0.227,,,0.639343261719
0.228,,,0.635528564453
0.229,,,0.639343261719
0.23,,,0.631713867188
0.231,,,0.635528564453
0.232,,,0.635528564453
0.233,,,0.635528564453
0.234,,,0.631713867188
0.235,,,0.635528564453
0.236,,,0.635528564453
0.237,,,0.635528564453
0.238,,,0.635528564453
0.239,,,0.635528564453
0.24,,,0.635528564453
0.241,,,0.639343261719
0.242,,,0.631713867188
0.243,,,0.631713867188
0.244,,,0.631713867188
0.245,,,0.631713867188
0.246,,,0.631713867188
0.247,,,0.631713867188
0.248,,,0.639343261719
0.249,,,0.631713867188
0.25,,,0.631713867188
0.251,,,0.631713867188
0.252,,,0.631713867188
0.253,,,0.631713867188
0.254,,,0.631713867188
0.255,,,0.627899169922
0.256,,,0.627899169922
0.257,,,0.627899169922
0.258,,,0.627899169922
0.259,,,0.635528564453
0.26,,,0.631713867188
0.261,,,0.631713867188
0.262,,,0.631713867188
0.263,,,0.627899169922
0.264,,,0.627899169922
0.265,,,0.631713867188
0.266,,,0.631713867188
0.267,,,0.627899169922
0.268,,,0.627899169922
0.269,,,0.627899169922
0.27,,,0.631713867188
0.271,,,-3.14903259277
0.272,,,-1.47972106934
0.273,,,-0.89282989502
0.274,,,-0.706100463867
0.275,,,-0.637435913086
0.276,,,-0.610733032227
0.277,,,-0.603103637695
0.278,,,-0.59928894043
0.279,,,-0.59928894043
0.28,,,-0.603103637695
0.281,,,-0.59928894043
0.282,,,-0.603103637695
0.283,,,-0.603103637695
0.284,,,-0.59928894043
0.285,,,-0.595474243164
0.286,,,-0.59928894043
0.287,,,-0.59928894043
0.288,,,-0.59928894043
0.289,,,-0.59928894043
0.29,,,-0.59928894043
0.291,,,-0.59928894043
0.292,,,-0.59928894043
0.293,,,-0.59928894043
0.294,,,-0.591659545898
0.295,,,-0.59928894043
0.296,,,-0.59928894043
0.297,,,-0.603103637695
0.298,,,-0.603103637695
0.299,,,-0.59928894043
0.3,,,-0.59928894043
0.301,,,-0.59928894043
0.302,,,-0.595474243164
0.303,,,-0.59928894043
0.304,,,-0.59928894043
0.305,,,-0.59928894043
0.306,,,-0.59928894043
0.307,,,-0.59928894043
0.308,,,-0.603103637695
0.309,,,-0.59928894043
0.31,,,-0.59928894043
0.311,,,-0.603103637695
0.312,,,-0.59928894043
0.313,,,-0.59928894043
0.314,,,-0.59928894043
0.315,,,-0.59928894043
0.316,,,-0.59928894043
0.317,,,-0.59928894043
0.318,,,-0.59928894043
0.319,,,-0.59928894043
0.32,,,-0.603103637695
0.321,,,3.39488983154
0.322,,,1.58443450928
0.323,,,0.959396362305
0.324,,,0.745964050293
0.325,,,0.669860839844
0.326,,,0.64697265625
0.327,,,0.643157958984
0.328,,,0.635528564453
0.329,,,0.631713867188
0.33,,,0.627899169922
0.331,,,0.631713867188
0.332,,,0.635528564453
0.333,,,0.631713867188
0.334,,,0.631713867188
0.335,,,0.635528564453
0.336,,,0.635528564453
0.337,,,0.631713867188
0.338,,,0.635528564453
0.339,,,0.635528564453
0.34,,,0.635528564453
0.341,,,0.635528564453
0.342,,,0.635528564453
0.343,,,0.635528564453
0.344,,,0.635528564453
0.345,,,0.631713867188
0.346,,,0.635528564453
0.347,,,0.631713867188
0.348,,,0.631713867188
0.349,,,0.631713867188
0.35,,,0.639343261719
0.351,,,0.631713867188
0.352,,,0.631713867188
0.353,,,0.635528564453
0.354,,,0.631713867188
0.355,,,0.635528564453
0.356,,,0.635528564453
0.357,,,0.631713867188
0.358,,,0.631713867188
0.359,,,0.631713867188
0.36,,,0.627899169922
0.361,,,0.631713867188
0.362,,,0.627899169922
0.363,,,0.627899169922
0.364,,,0.627899169922
0.365,,,0.627899169922
0.366,,,0.631713867188
0.367,,,0.627899169922
0.368,,,0.627899169922
0.369,,,0.631713867188
0.37,,,0.631713867188
0.371,,,-3.15284729004
0.372,,,-1.47972106934
0.373,,,-0.904273986816
0.374,,,-0.702285766602
0.375,,,-0.629806518555
0.376,,,-0.610733032227
0.377,,,-0.603103637695
0.378,,,-0.59928894043
0.379,,,-0.59928894043
0.38,,,-0.59928894043
0.381,,,-0.59928894043
0.382,,,-0.59928894043
0.383,,,-0.595474243164
0.384,,,-0.595474243164
0.385,,,-0.59928894043
0.386,,,-0.59928894043
0.387,,,-0.59928894043
0.388,,,-0.595474243164
0.389,,,-0.591659545898
0.39,,,-0.59928894043
0.391,,,-0.59928894043
0.392,,,-0.603103637695
0.393,,,-0.595474243164
0.394,,,-0.595474243164
0.395,,,-0.595474243164
0.396,,,-0.595474243164
0.397,,,-0.595474243164
0.398,,,-0.595474243164
0.399,,,-0.59928894043
0.4,,,-0.595474243164
0.401,,,-0.59928894043
0.402,,,-0.595474243164
0.403,,,-0.595474243164
0.404,,,-0.59928894043
0.405,,,-0.595474243164
0.406,,,-0.595474243164
0.407,,,-0.595474243164
0.408,,,-0.595474243164
0.409,,,-0.59928894043
0.41,,,-0.595474243164
0.411,,,-0.595474243164
0.412,,,-0.59928894043
0.413,,,-0.59928894043
0.414,,,-0.59928894043
0.415,,,-0.59928894043
0.416,,,-0.603103637695
0.417,,,-0.59928894043
0.418,,,-0.59928894043
0.419,,,-0.59928894043
0.42,,,-0.59928894043
0.421,,,3.40232849121
0.422,,,1.58824920654
0.423,,,0.96321105957
0.424,,,0.745964050293
0.425,,,0.673675537109
0.426,,,0.64697265625
0.427,,,0.635528564453
0.428,,,0.635528564453
0.429,,,0.635528564453
0.43,,,0.631713867188
0.431,,,0.631713867188
0.432,,,0.631713867188
0.433,,,0.631713867188
0.434,,,0.639343261719
0.435,,,0.631713867188
0.436,,,0.635528564453
0.437,,,0.635528564453
0.438,,,0.639343261719
0.439,,,0.631713867188
0.44,,,0.631713867188
0.441,,,0.631713867188
0.442,,,0.635528564453
0.443,,,0.639343261719
0.444,,,0.635528564453
0.445,,,0.631713867188
0.446,,,0.631713867188
0.447,,,0.631713867188
0.448,,,0.635528564453
0.449,,,0.635528564453
0.45,,,0.635528564453
0.451,,,0.643157958984
0.452,,,0.635528564453
0.453,,,0.631713867188
0.454,,,0.631713867188
0.455,,,0.631713867188
0.456,,,0.631713867188
0.457,,,0.631713867188
0.458,,,0.631713867188
0.459,,,0.631713867188
0.46,,,0.631713867188
0.461,,,0.631713867188
0.462,,,0.635528564453
0.463,,,0.631713867188
0.464,,,0.631713867188
0.465,,,0.631713867188
0.466,,,0.631713867188
0.467,,,0.631713867188
0.468,,,0.627899169922
0.469,,,0.631713867188
0.47,,,0.631713867188
0.471,,,-3.1566619873
0.472,,,-1.4835357666
0.473,,,-0.908088684082
0.474,,,-0.706100463867
0.475,,,-0.629806518555
0.476,,,-0.614547729492
0.477,,,-0.59928894043
0.478,,,-0.59928894043
0.479,,,-0.59928894043
0.48,,,-0.59928894043
0.481,,,-0.59928894043
0.482,,,-0.59928894043
0.483,,,-0.603103637695
0.484,,,-0.59928894043
0.485,,,-0.59928894043
0.486,,,-0.59928894043
0.487,,,-0.603103637695
0.488,,,-0.603103637695
0.489,,,-0.603103637695
0.49,,,-0.59928894043
0.491,,,-0.603103637695
0.492,,,-0.59928894043
0.493,,,-0.59928894043
0.494,,,-0.59928894043
0.495,,,-0.603103637695
0.496,,,-0.59928894043
0.497,,,-0.59928894043
0.498,,,-0.59928894043
0.499,,,-0.595474243164
0.5,,,-0.595474243164
0.501,,,-0.59928894043
0.502,,,-0.59928894043
0.503,,,-0.59928894043
0.504,,,-0.59928894043
0.505,,,-0.595474243164
0.506,,,-0.59928894043
0.507,,,-0.59928894043
0.508,,,-0.595474243164
0.509,,,-0.59928894043
0.51,,,-0.59928894043
0.511,,,-0.595474243164
0.512,,,-0.595474243164
0.513,,,-0.595474243164
0.514,,,-0.595474243164
0.515,,,-0.59928894043
0.516,,,-0.59928894043
0.517,,,-0.595474243164
0.518,,,-0.595474243164
0.519,,,-0.587844848633
0.52,,,-0.59928894043
0.521,,,3.40232849121
0.522,,,1.58824920654
0.523,,,0.959396362305
0.524,,,0.742149353027
0.525,,,0.669860839844
0.526,,,0.643157958984
0.527,,,0.635528564453
0.528,,,0.631713867188
0.529,,,0.635528564453
0.53,,,0.635528564453
0.531,,,0.631713867188
0.532,,,0.635528564453
0.533,,,0.635528564453
0.534,,,0.635528564453
0.535,,,0.631713867188
0.536,,,0.635528564453
0.537,,,0.631713867188
0.538,,,0.631713867188
0.539,,,0.631713867188
0.54,,,0.631713867188
0.541,,,0.635528564453
0.542,,,0.631713867188
0.543,,,0.631713867188
0.544,,,0.635528564453
0.545,,,0.635528564453
0.546,,,0.631713867188
0.547,,,0.639343261719
0.548,,,0.635528564453
0.549,,,0.635528564453
0.55,,,0.635528564453
0.551,,,0.635528564453
0.552,,,0.635528564453
0.553,,,0.631713867188
0.554,,,0.635528564453
0.555,,,0.635528564453
0.556,,,0.635528564453
0.557,,,0.635528564453
0.558,,,0.635528564453
0.559,,,0.631713867188
0.56,,,0.631713867188
0.561,,,0.631713867188
0.562,,,0.631713867188
0.563,,,0.639343261719
0.564,,,0.635528564453
0.565,,,0.631713867188
0.566,,,0.631713867188
0.567,,,0.639343261719
0.568,,,0.635528564453
0.569,,,0.631713867188
0.57,,,0.635528564453
0.571,,,-3.16047668457
0.572,,,-1.48735046387
0.573,,,-0.908088684082
0.574,,,-0.709915161133
0.575,,,-0.637435913086
0.576,,,-0.610733032227
0.577,,,-0.603103637695
0.578,,,-0.59928894043
0.579,,,-0.59928894043
0.58,,,-0.59928894043
0.581,,,-0.59928894043
0.582,,,-0.59928894043
0.583,,,-0.59928894043
0.584,,,-0.59928894043
0.585,,,-0.603103637695
0.586,,,-0.59928894043
0.587,,,-0.59928894043
0.588,,,-0.59928894043
0.589,,,-0.59928894043
0.59,,,-0.59928894043
0.591,,,-0.59928894043
0.592,,,-0.603103637695
0.593,,,-0.603103637695
0.594,,,-0.603103637695
0.595,,,-0.59928894043
0.596,,,-0.603103637695
0.597,,,-0.595474243164
0.598,,,-0.59928894043
0.599,,,-0.603103637695
0.6,,,-0.59928894043
0.601,,,-0.59928894043
0.602,,,-0.59928894043
0.603,,,-0.59928894043
0.604,,,-0.59928894043
0.605,,,-0.603103637695
0.606,,,-0.603103637695
0.607,,,-0.603103637695
0.608,,,-0.59928894043
0.609,,,-0.603103637695
0.61,,,-0.59928894043
0.611,,,-0.59928894043
0.612,,,-0.59928894043
0.613,,,-0.603103637695
0.614,,,-0.603103637695
0.615,,,-0.59928894043
0.616,,,-0.595474243164
0.617,,,-0.59928894043
0.618,,,-0.595474243164
0.619,,,-0.59928894043
0.62,,,-0.603103637695
0.621,,,3.40995788574
0.622,,,1.59206390381
0.623,,,0.96321105957
0.624,,,0.745964050293
0.625,,,0.669860839844
0.626,,,0.64697265625
0.627,,,0.639343261719
0.628,,,0.631713867188
0.629,,,0.635528564453
0.63,,,0.631713867188
0.631,,,0.627899169922
0.632,,,0.631713867188
0.633,,,0.627899169922
0.634,,,0.631713867188
0.635,,,0.631713867188
0.636,,,0.631713867188
0.637,,,0.631713867188
0.638,,,0.631713867188
0.639,,,0.635528564453
0.64,,,0.631713867188
0.641,,,0.639343261719
0.642,,,0.635528564453
0.643,,,0.627899169922
0.644,,,0.627899169922
0.645,,,0.631713867188
0.646,,,0.631713867188
0.647,,,0.627899169922
0.648,,,0.631713867188
0.649,,,0.635528564453
0.65,,,0.639343261719
0.651,,,0.635528564453
0.652,,,0.635528564453
0.653,,,0.631713867188
0.654,,,0.635528564453
0.655,,,0.635528564453
0.656,,,0.635528564453
0.657,,,0.635528564453
0.658,,,0.635528564453
0.659,,,0.635528564453
0.66,,,0.635528564453
0.661,,,0.635528564453
0.662,,,0.635528564453
0.663,,,0.635528564453
0.664,,,0.635528564453
0.665,,,0.635528564453
0.666,,,0.635528564453
0.667,,,0.635528564453
0.668,,,0.639343261719
0.669,,,0.635528564453
0.67,,,0.639343261719
0.671,,,-3.1681060791
0.672,,,-1.48735046387
0.673,,,-0.911903381348
0.674,,,-0.709915161133
0.675,,,-0.637435913086
0.676,,,-0.614547729492
0.677,,,-0.606918334961
0.678,,,-0.603103637695
0.679,,,-0.603103637695
0.68,,,-0.603103637695
0.681,,,-0.603103637695
0.682,,,-0.603103637695
0.683,,,-0.603103637695
0.684,,,-0.59928894043
0.685,,,-0.59928894043
0.686,,,-0.59928894043
0.687,,,-0.59928894043
0.688,,,-0.59928894043
0.689,,,-0.59928894043
0.69,,,-0.603103637695
0.691,,,-0.59928894043
0.692,,,-0.59928894043
0.693,,,-0.59928894043
0.694,,,-0.603103637695
0.695,,,-0.603103637695
0.696,,,-0.603103637695
0.697,,,-0.603103637695
0.698,,,-0.603103637695
0.699,,,-0.603103637695
0.7,,,-0.59928894043
0.701,,,-0.59928894043
0.702,,,-0.603103637695
0.703,,,-0.603103637695
0.704,,,-0.603103637695
0.705,,,-0.595474243164
0.706,,,-0.595474243164
0.707,,,-0.59928894043
0.708,,,-0.595474243164
0.709,,,-0.59928894043
0.71,,,-0.603103637695
0.711,,,-0.595474243164
0.712,,,-0.59928894043
0.713,,,-0.59928894043
0.714,,,-0.595474243164
0.715,,,-0.59928894043
0.716,,,-0.595474243164
0.717,,,-0.59928894043
0.718,,,-0.595474243164
0.719,,,-0.603103637695
0.72,,,-0.59928894043
0.721,,,3.41377258301
0.722,,,1.58824920654
0.723,,,0.96321105957
0.724,,,0.745964050293
0.725,,,0.673675537109
0.726,,,0.639343261719
0.727,,,0.631713867188
0.728,,,0.635528564453
0.729,,,0.631713867188
0.73,,,0.631713867188
0.731,,,0.631713867188
0.732,,,0.631713867188
0.733,,,0.631713867188
0.734,,,0.627899169922
0.735,,,0.635528564453
0.736,,,0.635528564453
0.737,,,0.627899169922
0.738,,,0.631713867188
0.739,,,0.631713867188
0.74,,,0.631713867188
0.741,,,0.631713867188
0.742,,,0.635528564453
0.743,,,0.635528564453
0.744,,,0.631713867188
0.745,,,0.635528564453
0.746,,,0.635528564453
0.747,,,0.631713867188
0.748,,,0.631713867188
0.749,,,0.631713867188
0.75,,,0.631713867188
0.751,,,0.631713867188
0.752,,,0.635528564453
0.753,,,0.631713867188
0.754,,,0.631713867188
0.755,,,0.631713867188
0.756,,,0.631713867188
0.757,,,0.635528564453
0.758,,,0.631713867188
0.759,,,0.635528564453
0.76,,,0.631713867188
0.761,,,0.631713867188
0.762,,,0.639343261719
0.763,,,0.635528564453
0.764,,,0.635528564453
0.765,,,0.635528564453
0.766,,,0.635528564453
0.767,,,0.631713867188
0.768,,,0.631713867188
0.769,,,0.631713867188
0.77,,,0.631713867188
0.771,,,-3.17573547363
0.772,,,-1.48735046387
0.773,,,-0.908088684082
0.774,,,-0.709915161133
0.775,,,-0.637435913086
0.776,,,-0.614547729492
0.777,,,-0.603103637695
0.778,,,-0.603103637695
0.779,,,-0.603103637695
0.78,,,-0.603103637695
0.781,,,-0.59928894043
0.782,,,-0.59928894043
0.783,,,-0.59928894043
0.784,,,-0.59928894043
0.785,,,-0.603103637695
0.786,,,-0.603103637695
0.787,,,-0.59928894043
0.788,,,-0.603103637695
0.789,,,-0.59928894043
0.79,,,-0.59928894043
0.791,,,-0.603103637695
0.792,,,-0.59928894043
0.793,,,-0.59928894043
0.794,,,-0.603103637695
0.795,,,-0.603103637695
0.796,,,-0.603103637695
0.797,,,-0.603103637695
0.798,,,-0.603103637695
0.799,,,-0.603103637695
0.8,,,-0.603103637695
0.801,,,-0.59928894043
0.802,,,-0.59928894043
0.803,,,-0.59928894043
0.804,,,-0.59928894043
0.805,,,-0.59928894043
0.806,,,-0.59928894043
0.807,,,-0.603103637695
0.808,,,-0.603103637695
0.809,,,-0.603103637695
0.81,,,-0.59928894043
0.811,,,-0.603103637695
0.812,,,-0.603103637695
0.813,,,-0.59928894043
0.814,,,-0.59928894043
0.815,,,-0.59928894043
0.816,,,-0.59928894043
0.817,,,-0.603103637695
0.818,,,-0.59928894043
0.819,,,-0.59928894043
0.82,,,-0.59928894043
0.821,,,3.4252166748
0.822,,,1.59587860107
0.823,,,0.96321105957
0.824,,,0.745964050293
0.825,,,0.669860839844
0.826,,,0.643157958984
0.827,,,0.631713867188
0.828,,,0.639343261719
0.829,,,0.627899169922
0.83,,,0.627899169922
0.831,,,0.631713867188
0.832,,,0.631713867188
0.833,,,0.631713867188
0.834,,,0.631713867188
0.835,,,0.631713867188
0.836,,,0.635528564453
0.837,,,0.631713867188
0.838,,,0.635528564453
0.839,,,0.631713867188
0.84,,,0.631713867188
0.841,,,0.631713867188
0.842,,,0.631713867188
0.843,,,0.631713867188
0.844,,,0.631713867188
0.845,,,0.631713867188
0.846,,,0.631713867188
0.847,,,0.635528564453
0.848,,,0.635528564453
0.849,,,0.631713867188
0.85,,,0.635528564453
0.851,,,0.635528564453
0.852,,,0.635528564453
0.853,,,0.627899169922
0.854,,,0.627899169922
0.855,,,0.631713867188
0.856,,,0.631713867188
0.857,,,0.631713867188
0.858,,,0.631713867188
0.859,,,0.631713867188
0.86,,,0.631713867188
0.861,,,0.635528564453
0.862,,,0.635528564453
0.863,,,0.631713867188
0.864,,,0.635528564453
0.865,,,0.635528564453
0.866,,,0.635528564453
0.867,,,0.631713867188
0.868,,,0.631713867188
0.869,,,0.631713867188
0.87,,,0.631713867188
0.871,,,-3.17935943604
0.872,,,-1.49116516113
0.873,,,-0.908088684082
0.874,,,-0.709915161133
0.875,,,-0.637435913086
0.876,,,-0.614547729492
0.877,,,-0.606918334961
0.878,,,-0.603103637695
0.879,,,-0.603103637695
0.88,,,-0.603103637695
0.881,,,-0.603103637695
0.882,,,-0.603103637695
0.883,,,-0.603103637695
0.884,,,-0.59928894043
0.885,,,-0.603103637695
0.886,,,-0.603103637695
0.887,,,-0.59928894043
0.888,,,-0.59928894043
0.889,,,-0.603103637695
0.89,,,-0.603103637695
0.891,,,-0.603103637695
0.892,,,-0.603103637695
0.893,,,-0.603103637695
0.894,,,-0.59928894043
0.895,,,-0.59928894043
0.896,,,-0.603103637695
0.897,,,-0.603103637695
0.898,,,-0.603103637695
0.899,,,-0.603103637695
0.9,,,-0.59928894043
0.901,,,-0.603103637695
0.902,,,-0.59928894043
0.903,,,-0.59928894043
0.904,,,-0.603103637695
0.905,,,-0.603103637695
0.906,,,-0.59928894043
0.907,,,-0.59928894043
0.908,,,-0.603103637695
0.909,,,-0.603103637695
0.91,,,-0.603103637695
0.911,,,-0.603103637695
0.912,,,-0.603103637695
0.913,,,-0.603103637695
0.914,,,-0.603103637695
0.915,,,-0.59928894043
0.916,,,-0.603103637695
0.917,,,-0.59928894043
0.918,,,-0.59928894043
0.919,,,-0.59928894043
0.92,,,-0.59928894043
0.921,,,3.42903137207
0.922,,,1.59587860107
0.923,,,0.959396362305
0.924,,,0.745964050293
0.925,,,0.669860839844
0.926,,,0.643157958984
0.927,,,0.635528564453
0.928,,,0.635528564453
0.929,,,0.631713867188
0.93,,,0.631713867188
0.931,,,0.631713867188
0.932,,,0.631713867188
0.933,,,0.631713867188
0.934,,,0.631713867188
0.935,,,0.627899169922
0.936,,,0.627899169922
0.937,,,0.627899169922
0.938,,,0.631713867188
0.939,,,0.631713867188
0.94,,,0.631713867188
0.941,,,0.631713867188
0.942,,,0.639343261719
0.943,,,0.635528564453
0.944,,,0.631713867188
0.945,,,0.635528564453
0.946,,,0.631713867188
0.947,,,0.631713867188
0.948,,,0.631713867188
0.949,,,0.627899169922
0.95,,,0.631713867188
0.951,,,0.631713867188
0.952,,,0.631713867188
0.953,,,0.631713867188
0.954,,,0.631713867188
0.955,,,0.631713867188
0.956,,,0.635528564453
0.957,,,0.639343261719
0.958,,,0.631713867188
0.959,,,0.631713867188
0.96,,,0.627899169922
0.961,,,0.631713867188
0.962,,,0.631713867188
0.963,,,0.627899169922
0.964,,,0.631713867188
0.965,,,0.627899169922
0.966,,,0.631713867188
0.967,,,0.635528564453
0.968,,,0.631713867188
0.969,,,0.635528564453
0.97,,,0.631713867188
0.971,,,-3.1831741333
0.972,,,-1.4949798584
0.973,,,-0.911903381348
0.974,,,-0.713539123535
0.975,,,-0.637435913086
0.976,,,-0.614547729492
0.977,,,-0.603103637695
0.978,,,-0.603103637695
0.979,,,-0.59928894043
0.98,,,-0.59928894043
0.981,,,-0.59928894043
0.982,,,-0.603103637695
0.983,,,-0.603103637695
0.984,,,-0.59928894043
0.985,,,-0.59928894043
0.986,,,-0.603103637695
0.987,,,-0.59928894043
0.988,,,-0.59928894043
0.989,,,-0.59928894043
0.99,,,-0.603103637695
0.991,,,-0.59928894043
0.992,,,-0.59928894043
0.993,,,-0.603103637695
0.994,,,-0.606918334961
0.995,,,-0.603103637695
0.996,,,-0.59928894043
0.997,,,-0.59928894043
0.998,,,-0.603103637695
0.999,,,-0.603103637695
1,,,-0.59928894043
1.001,,,-0.59928894043
1.002,,,-0.59928894043
1.003,,,-0.603103637695
1.004,,,-0.59928894043
1.005,,,-0.59928894043
1.006,,,-0.59928894043
1.007,,,-0.603103637695
1.008,,,-0.595474243164
1.009,,,-0.603103637695
1.01,,,-0.595474243164
1.011,,,-0.59928894043
1.012,,,-0.59928894043
1.013,,,-0.59928894043
1.014,,,-0.59928894043
1.015,,,-0.59928894043
1.016,,,-0.59928894043
1.017,,,-0.603103637695
1.018,,,-0.59928894043
1.019,,,-0.59928894043
1.02,,,-0.603103637695
1.021,,,3.43284606934
1.022,,,1.59587860107
1.023,,,0.96321105957
1.024,,,0.745964050293
1.025,,,0.669860839844
1.026,,,0.643157958984
1.027,,,0.635528564453
1.028,,,0.639343261719
