"Latest: Time (s)","Latest: Potential 1 (V)","Latest: Current (A)","Latest: Potential 2 (V)"
0.05,,-0.167388916016,-0.595474243164
0.051,,-0.167388916016,-0.595474243164
0.052,,-0.167388916016,-0.595474243164
0.053,,-0.167388916016,-0.59928894043
0.054,,-0.167388916016,-0.59928894043
0.055,,-0.167770385742,-0.591659545898
0.056,,-0.167388916016,-0.59928894043
0.057,,-0.167770385742,-0.595474243164
0.058,,-0.167388916016,-0.595474243164
0.059,,-0.167388916016,-0.595474243164
0.06,,-0.167770385742,-0.59928894043
0.061,,-0.167770385742,-0.59928894043
0.062,,-0.167388916016,-0.595474243164
0.063,,-0.167770385742,-0.59928894043
0.064,,-0.167770385742,-0.59928894043
0.065,,-0.167388916016,-0.59928894043
0.066,,-3.81469726563E-005,4.01592254639
0.067,,0.110130310059,1.77879333496
0.068,,0.147476196289,1.02043151855
0.069,,0.160446166992,0.761222839355
0.07,,0.164642333984,0.673675537109
0.071,,0.166168212891,0.639343261719
0.072,,0.166931152344,0.639343261719
0.073,,0.166931152344,0.627899169922
0.074,,0.166931152344,0.627899169922
0.075,,0.166931152344,0.624084472656
0.076,,0.166931152344,0.624084472656
0.077,,0.166931152344,0.624084472656
0.078,,0.166931152344,0.624084472656
0.079,,0.166931152344,0.627899169922
0.08,,0.166931152344,0.627899169922
0.081,,0.166931152344,0.627899169922
0.082,,0.166931152344,0.627899169922
0.083,,0.166931152344,0.631713867188
0.084,,0.16731262207,0.627899169922
0.085,,0.166931152344,0.624084472656
0.086,,0.166931152344,0.624084472656
0.087,,0.166931152344,0.627899169922
0.088,,0.166931152344,0.627899169922
0.089,,0.166931152344,0.627899169922
0.09,,0.166931152344,0.627899169922
0.091,,0.166931152344,0.627899169922
0.092,,0.166931152344,0.624084472656
0.093,,0.166931152344,0.627899169922
0.094,,0.166931152344,0.624084472656
0.095,,0.166931152344,0.631713867188
0.096,,0.166931152344,0.631713867188
0.097,,0.166931152344,0.631713867188
0.098,,0.166931152344,0.627899169922
0.099,,0.166931152344,0.631713867188
0.1,,0.166931152344,0.631713867188
0.101,,0.166931152344,0.631713867188
0.102,,0.166931152344,0.624084472656
0.103,,0.166931152344,0.627899169922
0.104,,0.166931152344,0.624084472656
0.105,,0.166931152344,0.624084472656
0.106,,0.166931152344,0.620269775391
0.107,,0.166931152344,0.624084472656
0.108,,0.166931152344,0.624084472656
0.109,,0.166931152344,0.624084472656
0.11,,0.166931152344,0.620269775391
0.111,,0.166931152344,0.624084472656
0.112,,0.166931152344,0.624084472656
0.113,,0.16731262207,0.624084472656
0.114,,0.166931152344,0.631713867188
0.115,,0.166931152344,0.624084472656
0.116,,-0.0130081176758,-3.72066497803
0.117,,-0.114402770996,-1.67026519775
0.118,,-0.149478912354,-0.965118408203
0.119,,-0.16092300415,-0.724983215332
0.12,,-0.165481567383,-0.645065307617
0.121,,-0.166625976563,-0.614547729492
0.122,,-0.167007446289,-0.603103637695
0.123,,-0.167388916016,-0.595474243164
0.124,,-0.167388916016,-0.595474243164
0.125,,-0.167388916016,-0.595474243164
0.126,,-0.167388916016,-0.59928894043
0.127,,-0.167388916016,-0.595474243164
0.128,,-0.167770385742,-0.595474243164
0.129,,-0.167770385742,-0.595474243164
0.13,,-0.167388916016,-0.59928894043
0.131,,-0.167388916016,-0.59928894043
0.132,,-0.167388916016,-0.595474243164
0.133,,-0.167770385742,-0.59928894043
0.134,,-0.167770385742,-0.59928894043
0.135,,-0.167388916016,-0.595474243164
0.136,,-0.167770385742,-0.595474243164
0.137,,-0.167388916016,-0.603103637695
0.138,,-0.167388916016,-0.595474243164
0.139,,-0.167388916016,-0.595474243164
0.14,,-0.167770385742,-0.59928894043
0.141,,-0.167388916016,-0.595474243164
0.142,,-0.167770385742,-0.595474243164
