"Latest: Time (s)","Latest: Potential (mV)","Latest: Current (A)"
0,97.6038208008,-0.350151062012
0.001,95.7200317383,-0.35587310791
0.002,93.8362426758,-0.361576080322
0.003,91.4815063477,-0.367298126221
0.004,89.5977172852,-0.372638702393
0.005,86.7720336914,-0.377979278564
0.006,84.4172973633,-0.38293838501
0.007,82.5335083008,-0.387897491455
0.008,80.1787719727,-0.392475128174
0.009,77.8240356445,-0.397052764893
0.01,74.9983520508,-0.401248931885
0.011,72.6671630859,-0.405826568604
0.012,70.3124267578,-0.410404205322
0.013,67.9576904297,-0.414600372314
0.014,65.6029541016,-0.418033599854
0.015,63.2482177734,-0.422229766846
0.016,60.4225341797,-0.425281524658
0.017,58.5387451172,-0.429096221924
0.018,56.1840087891,-0.432529449463
0.019,53.8292724609,-0.435581207275
0.02,51.4745361328,-0.438632965088
0.021,48.1779052734,-0.4416847229
0.022,45.3522216797,-0.444355010986
0.023,42.9974853516,-0.446643829346
0.024,40.6427490234,-0.449314117432
0.025,37.3461181641,-0.451602935791
0.026,34.5204345703,-0.453510284424
0.027,31.6947509766,-0.45503616333
0.028,28.3981201172,-0.456562042236
0.029,25.5959838867,-0.458469390869
0.03,22.770300293,-0.459995269775
0.031,20.4155639648,-0.460758209229
0.032,17.1189331055,-0.461902618408
0.033,13.8223022461,-0.462665557861
0.034,10.5256713867,-0.463428497314
0.035,7.69998779297,-0.463809967041
0.036,4.40335693359,-0.464191436768
0.037,1.57767333984,-0.464191436768
0.038,-1.24801025391,-0.464191436768
0.039,-3.60274658203,-0.463428497314
0.04,-5.95748291016,-0.463428497314
0.041,-8.31221923828,-0.462665557861
0.042,-10.6669555664,-0.461902618408
0.043,-13.4926391602,-0.461521148682
0.044,-16.3183227539,-0.460376739502
0.045,-19.1440063477,-0.459232330322
0.046,-21.9696899414,-0.457324981689
0.047,-24.3008789062,-0.455799102783
0.048,-26.6556152344,-0.454273223877
0.049,-29.4812988281,-0.452747344971
0.05,-32.3069824219,-0.450458526611
0.051,-35.1326660156,-0.448169708252
0.052,-37.4874023437,-0.445880889893
0.053,-40.3130859375,-0.443592071533
0.054,-42.6678222656,-0.441303253174
0.055,-45.0225585937,-0.438632965088
0.056,-46.9063476562,-0.435581207275
0.057,-49.2610839844,-0.432147979736
0.058,-51.1448730469,-0.429096221924
0.059,-53.499609375,-0.426044464111
0.06,-55.8543457031,-0.422611236572
0.061,-58.6800292969,-0.419178009033
0.062,-60.5638183594,-0.415363311768
0.063,-62.9185546875,-0.411548614502
0.064,-64.80234375,-0.40735244751
0.065,-67.1570800781,-0.403537750244
0.066,-69.9827636719,-0.398960113525
0.067,-72.3139526367,-0.39514541626
0.068,-74.6686889648,-0.390567779541
0.069,-77.023425293,-0.385990142822
0.07,-78.9072143555,-0.381031036377
0.071,-81.2619506836,-0.375690460205
0.072,-83.6166870117,-0.371112823486
0.073,-85.9714233398,-0.365772247314
0.074,-87.3842651367,-0.360069274902
0.075,-89.2680541992,-0.355110168457
0.076,-91.6227905273,-0.349388122559
0.077,-93.9775268555,-0.344047546387
0.078,-95.861315918,-0.338325500488
0.079,-97.7451049805,-0.332221984863
0.08,-99.1579467773,-0.326118469238
0.081,-101.512683105,-0.319633483887
0.082,-103.867419434,-0.313911437988
0.083,-105.751208496,-0.307426452637
0.084,-107.164050293,-0.300559997559
0.085,-109.047839355,-0.294456481934
0.086,-110.931628418,-0.287590026855
0.087,-112.344470215,-0.280723571777
0.088,-114.228259277,-0.273857116699
0.089,-116.582995605,-0.266990661621
0.09,-117.995837402,-0.259742736816
0.091,-119.385131836,-0.252494812012
0.092,-120.797973633,-0.245246887207
0.093,-122.681762695,-0.237617492676
0.094,-124.565551758,-0.230369567871
0.095,-125.507446289,-0.22274017334
0.096,-127.391235352,-0.215110778809
0.097,-128.333129883,-0.206718444824
0.098,-129.74597168,-0.19947052002
0.099,-131.629760742,-0.191459655762
0.1,-132.571655273,-0.18383026123
0.101,-133.513549805,-0.175437927246
0.102,-134.926391602,-0.167427062988
0.103,-136.339233398,-0.15905380249
0.104,-137.28112793,-0.150661468506
0.105,-138.223022461,-0.142650604248
0.106,-139.635864258,-0.134258270264
0.107,-140.106811523,-0.125484466553
0.108,-140.577758789,-0.117473602295
0.109,-141.51965332,-0.108699798584
0.11,-142.461547852,-0.1003074646
0.111,-142.932495117,-0.0915336608887
0.112,-143.403442383,-0.0827598571777
0.113,-144.345336914,-0.0743675231934
0.114,-144.81628418,-0.0652122497559
0.115,-145.287231445,-0.0568199157715
0.116,-145.758178711,-0.0480461120605
0.117,-146.229125977,-0.0392723083496
0.118,-146.700073242,-0.0308799743652
0.119,-146.700073242,-0.0217247009277
0.12,-146.700073242,-0.0129508972168
0.121,-146.700073242,-0.00417709350586
0.122,-147.171020508,0.00459671020508
0.123,-147.171020508,0.0137519836426
0.124,-146.700073242,0.022144317627
0.125,-146.700073242,0.0312805175781
0.126,-146.700073242,0.0400543212891
0.127,-146.229125977,0.0484466552734
0.128,-146.229125977,0.0576019287109
0.129,-145.758178711,0.0663757324219
0.13,-145.287231445,0.0751495361328
0.131,-144.81628418,0.0839233398438
0.132,-144.81628418,0.0923156738281
0.133,-144.81628418,0.100708007813
0.134,-143.874389648,0.109481811523
0.135,-142.932495117,0.118255615234
0.136,-142.461547852,0.126647949219
0.137,-141.51965332,0.135040283203
0.138,-141.048706055,0.143432617188
0.139,-140.577758789,0.152206420898
0.14,-139.164916992,0.15983581543
0.141,-137.752075195,0.168609619141
0.142,-137.28112793,0.176620483398
0.143,-136.339233398,0.185012817383
0.144,-135.397338867,0.193023681641
0.145,-133.98449707,0.201034545898
0.146,-133.042602539,0.209045410156
0.147,-131.629760742,0.216674804688
0.148,-130.216918945,0.224685668945
0.149,-129.275024414,0.232677459717
0.15,-127.862182617,0.239925384521
0.151,-126.44934082,0.247554779053
0.152,-125.036499023,0.255184173584
0.153,-123.623657227,0.262432098389
0.154,-122.21081543,0.269680023193
0.155,-120.797973633,0.276927947998
0.156,-118.91418457,0.284175872803
0.157,-117.053942871,0.291042327881
0.158,-115.170153809,0.297908782959
0.159,-113.757312012,0.304775238037
0.16,-111.873522949,0.311260223389
0.161,-110.460681152,0.31774520874
0.162,-108.105944824,0.324230194092
0.163,-106.693103027,0.330333709717
0.164,-104.338366699,0.336818695068
0.165,-101.983630371,0.342922210693
0.166,-100.099841309,0.349025726318
0.167,-98.2160522461,0.35436630249
0.168,-95.861315918,0.360469818115
0.169,-93.5065795898,0.365810394287
0.17,-91.1518432617,0.370769500732
0.171,-89.2680541992,0.376491546631
0.172,-86.9133178711,0.381832122803
0.173,-84.558581543,0.386409759521
0.174,-82.2038452148,0.391368865967
0.175,-80.3200561523,0.395946502686
0.176,-77.9653198242,0.400905609131
0.177,-75.6105834961,0.40548324585
0.178,-73.255847168,0.409679412842
0.179,-70.4301635742,0.413494110107
0.18,-68.0989746094,0.418071746826
0.181,-65.2732910156,0.421867370605
0.182,-63.3895019531,0.425682067871
0.183,-60.5638183594,0.428733825684
0.184,-58.6800292969,0.432548522949
0.185,-55.8543457031,0.435981750488
0.186,-53.0286621094,0.438652038574
0.187,-50.6739257812,0.441703796387
0.188,-47.8482421875,0.444374084473
0.189,-45.4935058594,0.447425842285
0.19,-42.6678222656,0.449714660645
0.191,-38.9002441406,0.452003479004
0.192,-36.5455078125,0.453910827637
0.193,-34.1907714844,0.45581817627
0.194,-31.3650878906,0.457725524902
0.195,-29.0103515625,0.459251403809
0.196,-26.6556152344,0.461158752441
0.197,-23.8299316406,0.462303161621
0.198,-21.0277954102,0.463066101074
0.199,-19.1440063477,0.46459197998
0.2,-16.3183227539,0.465354919434
0.201,-13.4926391602,0.46573638916
0.202,-11.137902832,0.466499328613
0.203,-8.31221923828,0.46688079834
0.204,-5.48653564453,0.467262268066
0.205,-3.13179931641,0.46688079834
0.206,-0.306115722656,0.467262268066
0.207,2.51956787109,0.467262268066
0.208,5.34525146484,0.466499328613
0.209,8.17093505859,0.46573638916
0.21,10.5256713867,0.464973449707
0.211,13.3513549805,0.464210510254
0.212,16.1770385742,0.463066101074
0.213,18.5317749023,0.461921691895
0.214,21.8284057617,0.460395812988
0.215,24.1831420898,0.459251403809
0.216,26.5143310547,0.457344055176
0.217,29.3400146484,0.455436706543
0.218,31.6947509766,0.453147888184
0.219,34.5204345703,0.451240539551
0.22,36.8751708984,0.448951721191
0.221,39.2299072266,0.446662902832
0.222,41.5846435547,0.443992614746
0.223,43.9393798828,0.440940856934
0.224,46.7650634766,0.437889099121
0.225,50.0616943359,0.434837341309
0.226,52.4164306641,0.431785583496
0.227,54.7711669922,0.428733825684
0.228,57.1259033203,0.425300598145
0.229,59.9515869141,0.421867370605
0.23,61.8353759766,0.417308807373
0.231,64.6610595703,0.413112640381
0.232,67.0157958984,0.409297943115
0.233,69.3705322266,0.405101776123
0.234,71.7252685547,0.400524139404
0.235,74.5274047852,0.395565032959
0.236,76.8821411133,0.39098739624
0.237,79.2368774414,0.386028289795
0.238,82.0625610352,0.381450653076
0.239,83.9463500977,0.376110076904
0.24,86.3010864258,0.370769500732
0.241,89.1267700195,0.365047454834
0.242,91.4815063477,0.359706878662
0.243,93.3652954102,0.353984832764
0.244,95.7200317383,0.348644256592
0.245,97.6038208008,0.34215927124
0.246,99.4876098633,0.336055755615
0.247,101.842346191,0.32995223999
0.248,103.726135254,0.323467254639
0.249,105.138977051,0.316982269287
0.25,107.022766113,0.310497283936
0.251,108.906555176,0.304012298584
0.252,111.261291504,0.297145843506
0.253,112.674133301,0.290279388428
0.254,114.557922363,0.28341293335
0.255,115.97076416,0.275783538818
0.256,117.383605957,0.26891708374
0.257,119.26739502,0.261669158936
0.258,121.151184082,0.254421234131
0.259,123.011425781,0.2467918396
0.26,123.953320312,0.239162445068
0.261,125.837109375,0.231914520264
0.262,126.779003906,0.223922729492
0.263,128.191845703,0.215911865234
0.264,130.075634766,0.208282470703
0.265,131.017529297,0.199890136719
0.266,131.959423828,0.192260742188
0.267,132.901318359,0.183868408203
0.268,133.843212891,0.175857543945
0.269,135.256054687,0.167465209961
0.27,136.197949219,0.159454345703
0.271,137.13984375,0.151062011719
0.272,138.081738281,0.142669677734
0.273,138.552685547,0.13427734375
0.274,140.436474609,0.125503540039
0.275,141.378369141,0.117111206055
0.276,141.849316406,0.10871887207
0.277,142.320263672,0.0995635986328
0.278,142.791210937,0.091552734375
0.279,143.733105469,0.0823974609375
0.28,144.204052734,0.0736236572266
0.281,144.675,0.0648498535156
0.282,144.675,0.0568389892578
0.283,144.675,0.0473022460938
0.284,145.145947266,0.0389099121094
0.285,145.616894531,0.0297546386719
0.286,146.087841797,0.0209999084473
0.287,145.616894531,0.0126075744629
0.288,146.087841797,0.00345230102539
0.289,146.087841797,-0.00532150268555
0.29,146.087841797,-0.014476776123
0.291,146.087841797,-0.0228691101074
0.292,146.087841797,-0.0316429138184
0.293,146.087841797,-0.0404167175293
0.294,145.616894531,-0.0495719909668
0.295,145.616894531,-0.0583457946777
0.296,145.145947266,-0.0667381286621
0.297,144.675,-0.075511932373
0.298,144.675,-0.084285736084
0.299,143.733105469,-0.0934410095215
0.3,143.262158203,-0.101833343506
0.301,142.320263672,-0.109844207764
0.302,141.849316406,-0.118999481201
0.303,140.907421875,-0.127773284912
0.304,139.965527344,-0.13578414917
0.305,139.023632812,-0.144557952881
0.306,138.081738281,-0.152568817139
0.307,137.610791016,-0.160579681396
0.308,136.668896484,-0.169334411621
0.309,135.727001953,-0.177345275879
0.31,134.785107422,-0.185356140137
0.311,133.372265625,-0.193748474121
0.312,131.959423828,-0.201759338379
0.313,131.017529297,-0.20938873291
0.314,129.6046875,-0.217399597168
0.315,128.191845703,-0.225028991699
0.316,126.308056641,-0.232276916504
0.317,124.895214844,-0.240287780762
0.318,123.953320312,-0.247535705566
0.319,122.540478516,-0.255165100098
0.32,121.151184082,-0.262031555176
0.321,119.738342285,-0.269660949707
0.322,117.854553223,-0.276908874512
0.323,116.441711426,-0.283393859863
0.324,115.028869629,-0.290641784668
0.325,113.616027832,-0.29712677002
0.326,112.203186035,-0.303611755371
0.327,110.319396973,-0.310478210449
0.328,107.964660645,-0.316963195801
0.329,106.080871582,-0.323448181152
0.33,104.668029785,-0.329933166504
0.331,103.255187988,-0.336418151855
0.332,100.429504395,-0.341758728027
0.333,98.545715332,-0.347862243652
0.334,96.6619262695,-0.353202819824
0.335,94.778137207,-0.359306335449
0.336,92.4234008789,-0.365009307861
0.337,90.5396118164,-0.370349884033
0.338,88.6558227539,-0.375690460205
0.339,85.8301391602,-0.380268096924
0.34,83.9463500977,-0.386371612549
0.341,82.0625610352,-0.390949249268
0.342,79.2368774414,-0.395908355713
0.343,77.3530883789,-0.400104522705
0.344,74.9983520508,-0.404682159424
0.345,72.6671630859,-0.408496856689
0.346,70.3124267578,-0.413455963135
0.347,67.9576904297,-0.4172706604
0.348,65.6029541016,-0.421466827393
0.349,62.7772705078,-0.424518585205
0.35,59.9515869141,-0.428714752197
0.351,57.5968505859,-0.43176651001
0.352,55.2421142578,-0.435199737549
0.353,52.8873779297,-0.438632965088
0.354,50.0616943359,-0.4416847229
0.355,47.2360107422,-0.444355010986
0.356,44.8812744141,-0.447025299072
0.357,42.0555908203,-0.449314117432
0.358,39.7008544922,-0.451221466064
0.359,36.8751708984,-0.45389175415
0.36,34.5204345703,-0.455799102783
0.361,31.6947509766,-0.457706451416
0.362,28.8690673828,-0.459613800049
0.363,26.0433837891,-0.461139678955
0.364,23.7121948242,-0.462284088135
0.365,20.4155639648,-0.463428497314
0.366,17.1189331055,-0.464572906494
0.367,14.2932495117,-0.465335845947
0.368,11.9385131836,-0.4660987854
0.369,9.11282958984,-0.466480255127
0.37,6.28714599609,-0.466861724854
0.371,3.46146240234,-0.46724319458
0.372,0.635778808594,-0.466861724854
0.373,-1.71895751953,-0.466861724854
0.374,-4.07369384766,-0.466480255127
0.375,-6.89937744141,-0.4660987854
0.376,-9.72506103516,-0.465335845947
0.377,-13.0216918945,-0.464572906494
0.378,-15.3764282227,-0.463428497314
0.379,-18.2021118164,-0.462665557861
0.38,-21.0277954102,-0.461521148682
0.381,-23.358984375,-0.459613800049
0.382,-26.6556152344,-0.458087921143
0.383,-29.4812988281,-0.45618057251
0.384,-32.3069824219,-0.454273223877
0.385,-34.66171875,-0.451984405518
0.386,-37.0164550781,-0.450077056885
0.387,-39.8421386719,-0.447406768799
0.388,-42.6678222656,-0.444736480713
0.389,-45.4935058594,-0.442447662354
0.39,-47.8482421875,-0.439395904541
0.391,-50.2029785156,-0.436344146729
0.392,-52.5577148437,-0.432910919189
0.393,-55.3833984375,-0.42947769165
0.394,-57.7381347656,-0.425662994385
0.395,-60.5638183594,-0.422229766846
0.396,-62.9185546875,-0.41841506958
0.397,-64.80234375,-0.414600372314
0.398,-67.6280273437,-0.410404205322
0.399,-70.4301635742,-0.405826568604
0.4,-73.255847168,-0.401630401611
0.401,-75.6105834961,-0.397052764893
0.402,-77.9653198242,-0.392475128174
0.403,-80.3200561523,-0.387516021729
0.404,-82.6747924805,-0.382175445557
