"Latest: Time (s)","Latest: Potential (mV)","Latest: Current (A)"
0,404.520153809,-0.124340057373
0.001,398.868786621,-0.148754119873
0.002,391.333630371,-0.17162322998
0.003,382.85657959,-0.194892883301
0.004,372.495739746,-0.216636657715
0.005,361.6875,-0.238380432129
0.006,349.442871094,-0.25936126709
0.007,336.256347656,-0.278816223145
0.008,321.656982422,-0.297889709473
0.009,306.13927002,-0.316200256348
0.01,289.656115723,-0.333366394043
0.011,272.231066895,-0.349006652832
0.012,253.887670898,-0.363864898682
0.013,235.520727539,-0.377597808838
0.014,215.29354248,-0.390186309814
0.015,194.571862793,-0.401248931885
0.016,173.850183105,-0.411167144775
0.017,152.21015625,-0.419940948486
0.018,130.075634766,-0.427188873291
0.019,107.493713379,-0.432910919189
0.02,84.8882446289,-0.437488555908
0.021,61.8353759766,-0.440540313721
0.022,38.2880126953,-0.442066192627
0.023,15.235144043,-0.442447662354
0.024,-8.31221923828,-0.441303253174
0.025,-32.3069824219,-0.438632965088
0.026,-55.3833984375,-0.434818267822
0.027,-78.9072143555,-0.42947769165
0.028,-101.983630371,-0.422992706299
0.029,-124.094604492,-0.414981842041
0.03,-146.229125977,-0.405445098877
0.031,-168.340100098,-0.394382476807
0.032,-189.532727051,-0.38293838501
0.033,-209.783459473,-0.36958694458
0.034,-229.539697266,-0.355110168457
0.035,-248.377587891,-0.339851379395
0.036,-266.720983887,-0.323066711426
0.037,-285.087927246,-0.305137634277
0.038,-301.571081543,-0.286827087402
0.039,-317.088793945,-0.267753601074
0.04,-331.68815918,-0.246772766113
0.041,-345.345629883,-0.225791931152
0.042,-358.061206055,-0.203666687012
0.043,-369.340393066,-0.181541442871
0.044,-379.70123291,-0.157909393311
0.045,-388.649230957,-0.134258270264
0.046,-396.655334473,-0.110607147217
0.047,-403.248596191,-0.0858116149902
0.048,-408.40546875,-0.0613975524902
0.049,-412.643994141,-0.0362205505371
0.05,-414.998730469,-0.011043548584
0.051,-415.940625,0.0137519836426
0.052,-415.940625,0.0389099121094
0.053,-414.527783203,0.0637054443359
0.054,-411.702099609,0.0881195068359
0.055,-407.934521484,0.112915039063
0.056,-402.777648926,0.136947631836
0.057,-395.713439941,0.160598754883
0.058,-387.707336426,0.18424987793
0.059,-379.230285645,0.20637512207
0.06,-368.398498535,0.228481292725
0.061,-357.119311523,0.249080657959
0.062,-344.403735352,0.27006149292
0.063,-330.746264648,0.289516448975
0.064,-315.675952148,0.308208465576
0.065,-299.68729248,0.325374603271
0.066,-283.204138184,0.341777801514
0.067,-264.837194824,0.357799530029
0.068,-246.493798828,0.371532440186
0.069,-227.184960937,0.384883880615
0.07,-206.957775879,0.396709442139
0.071,-186.236096191,0.407390594482
0.072,-165.067016602,0.416927337646
0.073,-143.403442383,0.425300598145
0.074,-120.797973633,0.43140411377
0.075,-98.2160522461,0.436744689941
0.076,-76.0815307617,0.440559387207
0.077,-52.5577148437,0.442848205566
0.078,-29.0103515625,0.444374084473
0.079,-5.48653564453,0.443992614746
0.08,17.5898803711,0.442085266113
0.081,40.6427490234,0.438652038574
0.082,64.1901123047,0.434455871582
0.083,87.242980957,0.428733825684
0.084,110.319396973,0.421485900879
0.085,132.430371094,0.412731170654
0.086,154.564892578,0.402431488037
0.087,175.733972168,0.391368865967
0.088,196.455651855,0.379161834717
0.089,216.706384277,0.365047454834
0.09,236.933569336,0.350933074951
0.091,255.300512695,0.334529876709
0.092,273.172961426,0.317363739014
0.093,290.127062988,0.299434661865
0.094,306.610217285,0.280742645264
0.095,322.127929688,0.260524749756
0.096,335.785400391,0.239925384521
0.097,349.442871094,0.218200683594
0.098,361.6875,0.196075439453
0.099,372.02479248,0.173187255859
0.1,382.385632324,0.149917602539
0.101,391.333630371,0.125885009766
0.102,398.397839355,0.101852416992
0.103,404.520153809,0.0774383544922
0.104,409.229626465,0.0522613525391
0.105,412.973657227,0.0271034240723
0.106,414.857446289,0.0023078918457
0.107,416.270288086,-0.0228691101074
0.108,415.328393555,-0.0480461120605
0.109,412.973657227,-0.0728416442871
0.11,409.229626465,-0.0972557067871
0.111,404.991101074,-0.121669769287
