"Latest: Time (s)","Latest: Potential (mV)","Latest: Current (A)"
0,-180.113781738,0.174713134766
0.001,-178.229992676,0.185012817383
0.002,-176.817150879,0.195693969727
0.003,-174.462414551,0.20637512207
0.004,-172.578625488,0.216674804688
0.005,-170.694836426,0.226955413818
0.006,-168.340100098,0.236873626709
0.007,-166.008911133,0.2467918396
0.008,-163.183227539,0.25671005249
0.009,-160.357543945,0.265865325928
0.01,-158.002807617,0.275402069092
0.011,-155.177124023,0.284557342529
0.012,-151.880493164,0.293712615967
0.013,-148.583862305,0.302486419678
0.014,-145.758178711,0.311260223389
0.015,-142.932495117,0.319652557373
0.016,-139.164916992,0.328044891357
0.017,-135.868286133,0.335674285889
0.018,-132.571655273,0.344066619873
0.019,-128.333129883,0.351696014404
0.02,-125.036499023,0.358943939209
0.021,-121.268920898,0.365810394287
0.022,-117.995837402,0.373058319092
0.023,-113.757312012,0.37992477417
0.024,-109.989733887,0.386028289795
0.025,-105.751208496,0.39213180542
0.026,-101.983630371,0.398235321045
0.027,-97.7451049805,0.403957366943
0.028,-93.5065795898,0.409297943115
0.029,-88.7971069336,0.414638519287
0.03,-84.558581543,0.419597625732
0.031,-80.3200561523,0.424537658691
0.032,-76.0815307617,0.428733825684
0.033,-71.8430053711,0.432929992676
0.034,-66.6861328125,0.436744689941
0.035,-61.9766601562,0.440559387207
0.036,-57.2671875,0.443992614746
0.037,-53.0286621094,0.447044372559
0.038,-48.7901367187,0.449714660645
0.039,-44.0806640625,0.45238494873
0.04,-39.3711914062,0.454292297363
0.041,-34.1907714844,0.45581817627
0.042,-29.4812988281,0.457725524902
0.043,-24.7718261719,0.459251403809
0.044,-20.5568481445,0.460395812988
0.045,-15.3764282227,0.461158752441
0.046,-10.1960083008,0.461540222168
0.047,-5.48653564453,0.461921691895
0.048,-0.777062988281,0.461921691895
0.049,3.93240966797,0.461540222168
0.05,8.64188232422,0.460777282715
0.051,13.8223022461,0.459632873535
0.052,18.5317749023,0.458488464355
0.053,23.2412475586,0.456962585449
0.054,27.9271728516,0.45467376709
0.055,32.1656982422,0.453147888184
0.056,36.8751708984,0.450477600098
0.057,41.5846435547,0.447807312012
0.058,46.2941162109,0.444755554199
0.059,51.4745361328,0.44132232666
0.06,55.7130615234,0.437889099121
0.061,59.9515869141,0.434455871582
0.062,65.1320068359,0.43025970459
0.063,69.8414794922,0.425682067871
0.064,74.0800048828,0.421104431152
0.065,78.2949829102,0.41654586792
0.066,82.5335083008,0.411205291748
0.067,87.242980957,0.40548324585
0.068,91.4815063477,0.400142669678
0.069,95.7200317383,0.394039154053
0.07,99.4876098633,0.387935638428
0.071,103.255187988,0.381450653076
0.072,107.493713379,0.374965667725
0.073,111.73223877,0.368099212646
0.074,115.499816895,0.360851287842
0.075,119.26739502,0.353984832764
0.076,123.011425781,0.345973968506
0.077,126.308056641,0.338344573975
0.078,129.6046875,0.330715179443
0.079,133.843212891,0.321941375732
0.08,137.610791016,0.313549041748
0.081,140.436474609,0.305156707764
0.082,143.733105469,0.296382904053
0.083,147.029736328,0.287227630615
0.084,149.855419922,0.278453826904
0.085,153.152050781,0.26891708374
0.086,156.448681641,0.259380340576
0.087,158.332470703,0.250225067139
0.088,161.158154297,0.239543914795
0.089,163.512890625,0.230007171631
0.09,165.867626953,0.2197265625
0.091,168.222363281,0.209808349609
0.092,171.024499512,0.198745727539
0.093,172.908288574,0.188827514648
0.094,174.792077637,0.178146362305
0.095,176.675866699,0.167083740234
0.096,179.030603027,0.156402587891
0.097,180.91439209,0.14533996582
0.098,182.327233887,0.13427734375
0.099,183.740075684,0.12321472168
0.1,185.15291748,0.112152099609
0.101,186.094812012,0.100708007813
0.102,187.507653809,0.0896453857422
0.103,188.44954834,0.0778198242188
0.104,188.920495605,0.0663757324219
0.105,189.391442871,0.054931640625
0.106,190.333337402,0.0434875488281
0.107,190.804284668,0.0320434570313
0.108,191.275231934,0.0202369689941
0.109,191.746179199,0.00879287719727
0.11,191.746179199,-0.00303268432617
0.111,191.746179199,-0.014476776123
0.112,191.746179199,-0.0263023376465
0.113,191.746179199,-0.0373649597168
0.114,191.275231934,-0.0495719909668
0.115,190.804284668,-0.0610160827637
0.116,190.333337402,-0.072078704834
0.117,189.391442871,-0.0835227966309
0.118,188.44954834,-0.0949668884277
0.119,187.978601074,-0.106410980225
0.12,186.565759277,-0.117855072021
0.121,185.15291748,-0.128917694092
0.122,183.740075684,-0.139598846436
0.123,182.327233887,-0.150661468506
0.124,180.91439209,-0.161724090576
0.125,179.030603027,-0.17276763916
0.126,177.61776123,-0.183067321777
0.127,175.263024902,-0.194129943848
0.128,173.37923584,-0.204429626465
0.129,171.495446777,-0.214729309082
0.13,169.164257812,-0.225028991699
0.131,166.809521484,-0.23494720459
0.132,164.454785156,-0.24486541748
0.133,161.629101562,-0.254402160645
0.134,159.274365234,-0.263938903809
0.135,156.919628906,-0.273094177246
0.136,154.093945312,-0.282249450684
0.137,150.797314453,-0.291786193848
0.138,147.500683594,-0.300559997559
0.139,144.675,-0.30933380127
0.14,141.378369141,-0.317726135254
0.141,137.610791016,-0.325736999512
0.142,134.314160156,-0.33374786377
0.143,130.546582031,-0.341758728027
0.144,126.779003906,-0.349388122559
0.145,123.482373047,-0.356636047363
0.146,120.209289551,-0.363864898682
0.147,116.441711426,-0.371112823486
0.148,112.203186035,-0.377216339111
0.149,108.43560791,-0.383701324463
0.15,104.668029785,-0.390186309814
0.151,100.429504395,-0.396289825439
0.152,96.6619262695,-0.402011871338
0.153,91.9524536133,-0.406970977783
0.154,87.7139282227,-0.412693023682
0.155,83.475402832,-0.417652130127
0.156,78.7659301758,-0.422229766846
0.157,74.5274047852,-0.426425933838
0.158,69.8414794922,-0.43062210083
0.159,65.6029541016,-0.434436798096
0.16,61.3644287109,-0.438251495361
0.161,56.1840087891,-0.441303253174
0.162,52.4164306641,-0.444736480713
0.163,47.7069580078,-0.447025299072
0.164,42.9974853516,-0.449695587158
0.165,38.2880126953,-0.451602935791
