"Latest: Time (s)","Latest: Potential (mV)","Latest: Current (A)"
0.093,45.3522216797,-0.412311553955
0.094,43.9393798828,-0.415363311768
0.095,42.9974853516,-0.417652130127
0.096,42.0555908203,-0.420322418213
0.097,41.1136962891,-0.423374176025
0.098,40.1718017578,-0.425281524658
0.099,39.2299072266,-0.427570343018
0.1,37.8170654297,-0.429859161377
0.101,36.8751708984,-0.43176651001
0.102,35.9332763672,-0.434436798096
0.103,34.9913818359,-0.436344146729
0.104,33.5785400391,-0.438632965088
0.105,32.1656982422,-0.440540313721
0.106,31.2238037109,-0.442066192627
0.107,30.2819091797,-0.44397354126
0.108,29.3400146484,-0.445880889893
0.109,27.9271728516,-0.447406768799
0.11,26.9852783203,-0.449314117432
0.111,26.0433837891,-0.450839996338
0.112,25.1250366211,-0.452365875244
0.113,24.1831420898,-0.45389175415
0.114,23.2412475586,-0.45503616333
0.115,22.2993530273,-0.45618057251
0.116,20.8865112305,-0.457324981689
0.117,19.9446166992,-0.458850860596
0.118,18.5317749023,-0.459995269775
0.119,17.5898803711,-0.461139678955
0.12,16.6479858398,-0.461902618408
0.121,14.7641967773,-0.462665557861
0.122,13.3513549805,-0.463809967041
0.123,11.9385131836,-0.464572906494
0.124,10.9966186523,-0.464954376221
0.125,9.58377685547,-0.465717315674
0.126,8.17093505859,-0.4660987854
0.127,6.75809326172,-0.466861724854
0.128,5.81619873047,-0.466861724854
0.129,4.87430419922,-0.46724319458
0.13,3.46146240234,-0.46724319458
0.131,2.51956787109,-0.46724319458
0.132,0.635778808594,-0.467624664307
0.133,-0.777062988281,-0.46724319458
0.134,-1.71895751953,-0.46724319458
0.135,-3.13179931641,-0.466861724854
0.136,-4.54464111328,-0.466861724854
0.137,-5.48653564453,-0.4660987854
0.138,-7.37032470703,-0.465717315674
0.139,-8.78316650391,-0.465335845947
0.14,-10.1960083008,-0.464572906494
0.141,-11.6088500977,-0.463809967041
0.142,-12.5507446289,-0.463047027588
0.143,-13.9635864258,-0.462665557861
0.144,-15.3764282227,-0.461521148682
0.145,-16.3183227539,-0.460376739502
0.146,-17.2602172852,-0.459613800049
0.147,-18.673059082,-0.457706451416
0.148,-19.6149536133,-0.457324981689
0.149,-21.0277954102,-0.455417633057
0.15,-21.9696899414,-0.454273223877
0.151,-22.8880371094,-0.453128814697
0.152,-24.3008789062,-0.451602935791
0.153,-25.2427734375,-0.450077056885
0.154,-26.1846679687,-0.448551177979
0.155,-27.5975097656,-0.447025299072
0.156,-29.0103515625,-0.445117950439
0.157,-30.4231933594,-0.443210601807
0.158,-31.3650878906,-0.441303253174
0.159,-32.7779296875,-0.439395904541
0.16,-33.2488769531,-0.437488555908
0.161,-34.66171875,-0.435581207275
0.162,-36.0745605469,-0.432910919189
0.163,-36.5455078125,-0.43062210083
0.164,-37.9583496094,-0.428333282471
0.165,-38.9002441406,-0.426044464111
