"Latest: Time (s)","Latest: Potential (mV)","Latest: Current (A)"
0,453.946069336,-0.0503349304199
0.001,451.591333008,-0.0770378112793
0.002,447.352807617,-0.104122161865
0.003,441.70144043,-0.130825042725
0.004,433.695336914,-0.156764984131
0.005,425.218286133,-0.181922912598
0.006,414.386499023,-0.207099914551
0.007,401.223522949,-0.230369567871
0.008,387.09510498,-0.253639221191
0.009,371.082897949,-0.275382995605
0.01,354.623291016,-0.296745300293
0.011,335.785400391,-0.316200256348
0.012,315.534667969,-0.334510803223
0.013,294.365588379,-0.352058410645
0.014,271.760119629,-0.368061065674
0.015,247.765356445,-0.38179397583
0.016,223.276098633,-0.394763946533
0.017,198.339440918,-0.40620803833
0.018,172.437341309,-0.415744781494
0.019,145.145947266,-0.424137115479
0.02,117.383605957,-0.430240631104
0.021,90.0686645508,-0.434818267822
0.022,61.8353759766,-0.437870025635
0.023,33.5785400391,-0.439395904541
0.024,4.87430419922,-0.438632965088
0.025,-24.3008789062,-0.436725616455
0.026,-52.5577148437,-0.432529449463
0.027,-81.2619506836,-0.426807403564
0.028,-109.047839355,-0.419178009033
0.029,-136.810180664,-0.410404205322
0.03,-164.596069336,-0.399723052979
0.031,-190.945568848,-0.387897491455
0.032,-216.824121094,-0.373783111572
0.033,-241.784326172,-0.358543395996
0.034,-265.779089355,-0.342140197754
0.035,-288.855505371,-0.323829650879
0.036,-310.51907959,-0.304756164551
0.037,-331.68815918,-0.284156799316
0.038,-350.99699707,-0.262031555176
0.039,-368.398498535,-0.239524841309
0.04,-385.352600098,-0.216636657715
0.041,-400.422912598,-0.191841125488
0.042,-414.056835937,-0.166664123535
0.043,-425.830517578,-0.140361785889
0.044,-436.191357422,-0.113277435303
0.045,-444.197460937,-0.0869560241699
0.046,-450.790722656,-0.0594902038574
0.047,-455.971142578,-0.0320243835449
0.048,-459.244226074,-0.00455856323242
0.049,-460.186120605,0.0232887268066
0.05,-459.71517334,0.0511169433594
0.051,-456.889489746,0.0782012939453
0.052,-453.145458984,0.106048583984
0.053,-447.494091797,0.132369995117
0.054,-439.487988281,0.15869140625
0.055,-429.598095703,0.18424987793
0.056,-418.295361328,0.209426879883
0.057,-405.60333252,0.23344039917
0.058,-391.003967285,0.25671005249
0.059,-374.991760254,0.278835296631
0.06,-357.590258789,0.299816131592
0.061,-338.281420898,0.319271087646
0.062,-318.030688477,0.337963104248
0.063,-296.390661621,0.35551071167
0.064,-274.256140137,0.371150970459
0.065,-250.261376953,0.385265350342
0.066,-225.772119141,0.398616790771
0.067,-199.893566895,0.409679412842
0.068,-173.52052002,0.418834686279
0.069,-146.229125977,0.427589416504
0.07,-118.91418457,0.433692932129
0.071,-90.6808959961,0.438652038574
0.072,-61.5057128906,0.44132232666
0.073,-32.7779296875,0.44246673584
0.074,-4.07369384766,0.442085266113
0.075,24.6540893555,0.439796447754
0.076,53.3583251953,0.435981750488
0.077,81.5916137695,0.429878234863
0.078,109.848449707,0.422630310059
0.079,137.610791016,0.413112640381
0.08,164.454785156,0.402812957764
0.081,190.804284668,0.390224456787
0.082,216.706384277,0.376491546631
0.083,242.113989258,0.361614227295
0.084,266.132299805,0.3444480896
