"Latest: Time (s)","Latest: Potential (mV)","Latest: Current (A)"
0,-49.73203125,-0.44282913208
0.001,-60.0928710937,-0.439395904541
0.002,-69.9827636719,-0.434818267822
0.003,-80.791003418,-0.429859161377
0.004,-91.6227905273,-0.423755645752
0.005,-100.570788574,-0.417652130127
0.006,-110.460681152,-0.410785675049
0.007,-120.327026367,-0.402774810791
0.008,-129.74597168,-0.39514541626
0.009,-139.164916992,-0.386371612549
0.01,-148.583862305,-0.377597808838
0.011,-157.531860352,-0.367679595947
0.012,-166.008911133,-0.357398986816
0.013,-174.933361816,-0.346336364746
0.014,-183.410412598,-0.335273742676
0.015,-191.887463379,-0.323448181152
0.016,-199.422619629,-0.311241149902
0.017,-206.957775879,-0.298652648926
0.018,-214.021984863,-0.285682678223
0.019,-221.062646484,-0.272331237793
0.02,-228.126855469,-0.25821685791
0.021,-233.778222656,-0.244102478027
0.022,-239.900537109,-0.229606628418
0.023,-245.080957031,-0.214729309082
0.024,-250.261376953,-0.19947052002
0.025,-255.912744141,-0.183448791504
0.026,-260.622216797,-0.168190002441
0.027,-264.366247559,-0.151805877686
0.028,-268.133825684,-0.135402679443
0.029,-271.430456543,-0.119380950928
0.03,-274.727087402,-0.102596282959
0.031,-278.023718262,-0.0854301452637
0.032,-279.907507324,-0.069408416748
0.033,-282.262243652,-0.0522422790527
0.034,-283.675085449,-0.0350761413574
0.035,-284.61697998,-0.0175285339355
0.036,-285.558874512,-0.000743865966797
0.037,-285.558874512,0.0168037414551
0.038,-285.087927246,0.0339508056641
0.039,-284.61697998,0.0511169433594
0.04,-283.675085449,0.0682830810547
0.041,-282.262243652,0.0850677490234
0.042,-280.37845459,0.101470947266
0.043,-278.023718262,0.118255615234
0.044,-275.668981934,0.135040283203
0.045,-272.372351074,0.151062011719
0.046,-269.075720215,0.167465209961
0.047,-265.779089355,0.18310546875
0.048,-261.564111328,0.198745727539
0.049,-256.854638672,0.214004516602
0.05,-252.145166016,0.229244232178
0.051,-246.493798828,0.243740081787
0.052,-240.842431641,0.258617401123
0.053,-235.191064453,0.271968841553
0.054,-229.06875,0.285701751709
