"Latest: Time (s)","Latest: Potential 2 (mV)","Run 1: Time (s)","Run 1: Potential 1 (V)"
0.069,500.357922363,0.069,0.0173950195313
0.07,497.53223877,0.07,0.0173950195313
0.071,495.177502441,0.071,-0.00091552734375
0.072,491.904418945,0.072,0.0173950195313
0.073,489.549682617,0.073,0.0173950195313
0.074,487.665893555,0.074,-0.00091552734375
0.075,485.311157227,0.075,0.0173950195313
0.076,483.89831543,0.076,-0.00091552734375
0.077,482.485473633,0.077,-0.00091552734375
0.078,481.072631836,0.078,-0.00091552734375
0.079,479.659790039,0.079,0.0173950195313
0.08,478.717895508,0.08,0.0173950195313
0.081,478.246948242,0.081,0.0173950195313
0.082,477.305053711,0.082,-0.00091552734375
0.083,476.834106445,0.083,-0.00091552734375
0.084,477.305053711,0.084,-0.00091552734375
0.085,476.834106445,0.085,0.0173950195313
0.086,477.305053711,0.086,-0.00091552734375
0.087,477.776000977,0.087,0.0173950195313
0.088,478.246948242,0.088,0.0173950195313
0.089,479.188842773,0.089,-0.00091552734375
0.09,480.130737305,0.09,0.0173950195313
0.091,481.543579102,0.091,0.0173950195313
0.092,482.956420898,0.092,0.0173950195313
0.093,484.840209961,0.093,0.0173950195313
0.094,486.723999023,0.094,0.0173950195313
0.095,489.078735352,0.095,0.0173950195313
0.096,490.962524414,0.096,-0.00091552734375
0.097,493.764660645,0.097,0.0173950195313
0.098,496.119396973,0.098,0.0173950195313
0.099,498.945080566,0.099,0.0173950195313
0.1,501.77076416,0.1,-0.00091552734375
0.101,504.596447754,0.101,0.0173950195313
0.102,507.893078613,0.102,-0.00091552734375
0.103,510.718762207,0.103,0.0173950195313
0.104,514.015393066,0.104,-0.00091552734375
0.105,517.312023926,0.105,0.0173950195313
0.106,520.608654785,0.106,-0.00091552734375
0.107,524.37623291,0.107,0.0173950195313
0.108,527.201916504,0.108,0.0173950195313
0.109,531.440441895,0.109,0.0173950195313
0.11,534.266125488,0.11,-0.00091552734375
0.111,537.562756348,0.111,0.0173950195313
0.112,541.306787109,0.112,0.0173950195313
0.113,544.603417969,0.113,0.0173950195313
0.114,547.900048828,0.114,0.0173950195313
0.115,550.725732422,0.115,-0.00091552734375
0.116,554.493310547,0.116,-0.00091552734375
0.117,557.789941406,0.117,0.0173950195313
0.118,561.086572266,0.118,-0.00091552734375
0.119,563.912255859,0.119,-0.00091552734375
0.12,566.266992188,0.12,0.0173950195313
0.121,568.621728516,0.121,0.0173950195313
0.122,571.447412109,0.122,0.0173950195313
0.123,573.802148438,0.123,0.0173950195313
0.124,575.6859375,0.124,0.0173950195313
0.125,577.569726563,0.125,0.0173950195313
0.126,579.453515625,0.126,0.0173950195313
0.127,580.395410156,0.127,-0.00091552734375
0.128,582.279199219,0.128,-0.00091552734375
0.129,583.692041016,0.129,-0.00091552734375
0.13,584.633935547,0.13,0.0173950195313
0.131,585.575830078,0.131,-0.00091552734375
0.132,586.046777344,0.132,0.0173950195313
0.133,586.046777344,0.133,0.0173950195313
0.134,586.517724609,0.134,-0.00091552734375
0.135,586.046777344,0.135,0.0173950195313
0.136,586.046777344,0.136,-0.00091552734375
0.137,585.575830078,0.137,0.0173950195313
0.138,584.633935547,0.138,-0.00091552734375
0.139,583.692041016,0.139,0.0173950195313
0.14,582.279199219,0.14,-0.00091552734375
0.141,581.337304688,0.141,0.0173950195313
0.142,579.453515625,0.142,-0.00091552734375
0.143,578.040673828,0.143,-0.00091552734375
0.144,575.6859375,0.144,0.0173950195313
0.145,574.273095703,0.145,-0.00091552734375
0.146,571.918359375,0.146,0.0173950195313
0.147,569.563623047,0.147,-0.00091552734375
0.148,567.208886719,0.148,0.0173950195313
0.149,564.383203125,0.149,0.0173950195313
0.15,561.086572266,0.15,0.0173950195313
0.151,558.260888672,0.151,0.0173950195313
0.152,555.435205078,0.152,0.0173950195313
0.153,552.138574219,0.153,0.0173950195313
0.154,548.841943359,0.154,0.0173950195313
0.155,545.5453125,0.155,0.0173950195313
0.156,542.719628906,0.156,0.0173950195313
0.157,538.975598145,0.157,0.0173950195313
0.158,535.678967285,0.158,-0.00091552734375
0.159,532.382336426,0.159,0.0173950195313
0.16,529.085705566,0.16,0.0173950195313
0.161,525.318127441,0.161,0.0173950195313
0.162,522.021496582,0.162,0.0173950195313
0.163,518.724865723,0.163,0.0173950195313
0.164,515.428234863,0.164,-0.00091552734375
0.165,512.60255127,0.165,0.0173950195313
0.166,509.30592041,0.166,0.0173950195313
0.167,506.009289551,0.167,-0.00091552734375
0.168,503.183605957,0.168,0.0173950195313
0.169,499.886975098,0.169,-0.00091552734375
0.17,497.53223877,0.17,-0.00091552734375
0.171,494.706555176,0.171,0.0173950195313
0.172,491.904418945,0.172,0.0173950195313
0.173,490.020629883,0.173,0.0173950195313
0.174,487.665893555,0.174,0.0173950195313
0.175,485.782104492,0.175,0.0173950195313
0.176,483.89831543,0.176,0.0173950195313
0.177,482.014526367,0.177,-0.00091552734375
0.178,481.072631836,0.178,-0.00091552734375
0.179,480.130737305,0.179,0.0173950195313
0.18,479.188842773,0.18,0.0173950195313
0.181,478.246948242,0.181,-0.00091552734375
0.182,477.305053711,0.182,0.0173950195313
0.183,477.305053711,0.183,-0.00091552734375
0.184,477.305053711,0.184,0.0173950195313
0.185,477.305053711,0.185,0.0173950195313
0.186,477.776000977,0.186,0.0173950195313
0.187,477.776000977,0.187,0.0173950195313
0.188,478.717895508,0.188,-0.00091552734375
0.189,479.659790039,0.189,0.0173950195313
0.19,480.60168457,0.19,-0.00091552734375
0.191,481.543579102,0.191,0.0173950195313
0.192,483.427368164,0.192,0.0173950195313
0.193,485.311157227,0.193,-0.00091552734375
0.194,487.194946289,0.194,0.0173950195313
0.195,488.607788086,0.195,-0.00091552734375
0.196,490.962524414,0.196,-0.00091552734375
0.197,493.764660645,0.197,0.0173950195313
0.198,496.119396973,0.198,0.0173950195313
0.199,498.945080566,0.199,0.0173950195313
0.2,501.77076416,0.2,-0.00091552734375
0.201,504.596447754,0.201,-0.00091552734375
0.202,507.422131348,0.202,-0.00091552734375
0.203,510.718762207,0.203,-0.00091552734375
0.204,514.015393066,0.204,0.0173950195313
0.205,517.312023926,0.205,0.0173950195313
0.206,520.608654785,0.206,0.0173950195313
0.207,523.905285645,0.207,0.0173950195313
0.208,527.67286377,0.208,-0.00091552734375
0.209,530.969494629,0.209,0.0173950195313
0.21,534.266125488,0.21,0.0173950195313
0.211,537.562756348,0.211,0.0173950195313
0.212,541.306787109,0.212,-0.00091552734375
0.213,544.603417969,0.213,0.0173950195313
0.214,547.900048828,0.214,-0.00091552734375
0.215,551.196679688,0.215,0.0173950195313
0.216,554.493310547,0.216,-0.00091552734375
0.217,557.318994141,0.217,-0.00091552734375
0.218,560.615625,0.218,0.0173950195313
0.219,563.441308594,0.219,0.0173950195313
0.22,565.796044922,0.22,0.0173950195313
0.221,568.621728516,0.221,0.0173950195313
0.222,570.976464844,0.222,-0.00091552734375
0.223,573.802148438,0.223,0.0173950195313
0.224,575.6859375,0.224,0.0173950195313
0.225,578.040673828,0.225,0.0173950195313
0.226,579.924462891,0.226,-0.00091552734375
0.227,580.866357422,0.227,0.0173950195313
0.228,582.750146484,0.228,0.0173950195313
0.229,584.162988281,0.229,0.0173950195313
0.23,584.633935547,0.23,0.0173950195313
0.231,585.575830078,0.231,0.0173950195313
0.232,585.575830078,0.232,-0.00091552734375
0.233,586.046777344,0.233,-0.00091552734375
0.234,586.046777344,0.234,0.0173950195313
0.235,586.046777344,0.235,0.0173950195313
0.236,586.046777344,0.236,0.0173950195313
0.237,585.575830078,0.237,-0.00091552734375
0.238,584.633935547,0.238,0.0173950195313
0.239,583.692041016,0.239,-0.00091552734375
0.24,582.279199219,0.24,0.0173950195313
0.241,581.337304688,0.241,0.0173950195313
0.242,579.453515625,0.242,0.0173950195313
0.243,578.040673828,0.243,0.0173950195313
0.244,576.156884766,0.244,0.0173950195313
0.245,573.802148438,0.245,-0.00091552734375
0.246,571.918359375,0.246,-0.00091552734375
0.247,569.563623047,0.247,0.0173950195313
0.248,566.737939453,0.248,0.0173950195313
0.249,564.383203125,0.249,-0.00091552734375
0.25,561.557519531,0.25,0.0173950195313
0.251,558.731835938,0.251,-0.00091552734375
0.252,555.906152344,0.252,-0.00091552734375
0.253,552.138574219,0.253,0.0173950195313
0.254,549.312890625,0.254,0.0173950195313
0.255,546.016259766,0.255,0.0173950195313
0.256,542.719628906,0.256,0.0173950195313
0.257,538.975598145,0.257,-0.00091552734375
0.258,535.678967285,0.258,0.0173950195313
0.259,532.382336426,0.259,-0.00091552734375
0.26,528.614758301,0.26,0.0173950195313
0.261,525.318127441,0.261,-0.00091552734375
0.262,522.021496582,0.262,0.0173950195313
0.263,518.253918457,0.263,-0.00091552734375
0.264,514.957287598,0.264,0.0173950195313
0.265,512.131604004,0.265,0.0173950195313
0.266,508.834973145,0.266,0.0173950195313
0.267,506.009289551,0.267,0.0173950195313
0.268,503.183605957,0.268,0.0173950195313
0.269,499.886975098,0.269,-0.00091552734375
0.27,497.061291504,0.27,0.0173950195313
0.271,494.706555176,0.271,0.0173950195313
0.272,491.904418945,0.272,0.0173950195313
0.273,490.020629883,0.273,0.0173950195313
0.274,487.665893555,0.274,-0.00091552734375
0.275,486.253051758,0.275,0.0173950195313
0.276,484.369262695,0.276,0.0173950195313
0.277,482.485473633,0.277,0.0173950195313
0.278,481.543579102,0.278,-0.00091552734375
0.279,480.130737305,0.279,-0.00091552734375
0.28,479.188842773,0.28,0.0173950195313
0.281,478.246948242,0.281,0.0173950195313
0.282,477.776000977,0.282,0.0173950195313
0.283,477.305053711,0.283,0.0173950195313
0.284,477.305053711,0.284,0.0173950195313
0.285,477.305053711,0.285,-0.00091552734375
0.286,477.305053711,0.286,-0.00091552734375
0.287,477.776000977,0.287,-0.00091552734375
0.288,478.717895508,0.288,-0.00091552734375
0.289,479.659790039,0.289,0.0173950195313
0.29,480.60168457,0.29,0.0173950195313
0.291,481.543579102,0.291,-0.00091552734375
0.292,483.427368164,0.292,0.0173950195313
0.293,484.840209961,0.293,0.0173950195313
0.294,487.194946289,0.294,-0.00091552734375
0.295,489.078735352,0.295,-0.00091552734375
0.296,491.43347168,0.296,0.0173950195313
0.297,493.764660645,0.297,0.0173950195313
0.298,496.119396973,0.298,0.0173950195313
0.299,498.945080566,0.299,0.0173950195313
0.3,501.299816895,0.3,0.0173950195313
0.301,504.596447754,0.301,0.0173950195313
0.302,507.422131348,0.302,0.0173950195313
0.303,510.718762207,0.303,0.0173950195313
0.304,513.544445801,0.304,0.0173950195313
0.305,517.312023926,0.305,0.0173950195313
0.306,520.13770752,0.306,0.0173950195313
0.307,523.905285645,0.307,0.0173950195313
0.308,527.67286377,0.308,0.0173950195313
0.309,530.969494629,0.309,-0.00091552734375
0.31,534.266125488,0.31,-0.00091552734375
0.311,538.033703613,0.311,-0.00091552734375
0.312,540.859387207,0.312,-0.00091552734375
0.313,544.603417969,0.313,0.0173950195313
0.314,547.900048828,0.314,0.0173950195313
0.315,551.196679688,0.315,-0.00091552734375
0.316,554.493310547,0.316,0.0173950195313
0.317,557.318994141,0.317,0.0173950195313
0.318,560.144677734,0.318,0.0173950195313
0.319,563.441308594,0.319,0.0173950195313
0.32,566.266992188,0.32,0.0173950195313
0.321,568.621728516,0.321,-0.00091552734375
0.322,570.976464844,0.322,0.0173950195313
0.323,573.331201172,0.323,0.0173950195313
0.324,575.214990234,0.324,0.0173950195313
0.325,577.569726563,0.325,0.0173950195313
0.326,579.453515625,0.326,-0.00091552734375
0.327,580.395410156,0.327,0.0173950195313
0.328,582.279199219,0.328,0.0173950195313
0.329,583.692041016,0.329,0.0173950195313
0.33,585.104882813,0.33,0.0173950195313
0.331,585.575830078,0.331,0.0173950195313
0.332,586.046777344,0.332,0.0173950195313
0.333,586.517724609,0.333,0.0173950195313
0.334,586.517724609,0.334,0.0173950195313
0.335,586.517724609,0.335,0.0173950195313
0.336,586.046777344,0.336,0.0173950195313
0.337,585.575830078,0.337,0.0173950195313
0.338,585.104882813,0.338,0.0173950195313
0.339,584.162988281,0.339,0.0173950195313
0.34,583.22109375,0.34,0.0173950195313
0.341,581.808251953,0.341,-0.00091552734375
0.342,579.924462891,0.342,0.0173950195313
0.343,578.040673828,0.343,0.0173950195313
0.344,576.156884766,0.344,0.0173950195313
0.345,574.273095703,0.345,0.0173950195313
0.346,571.918359375,0.346,-0.00091552734375
0.347,569.563623047,0.347,0.0173950195313
0.348,567.208886719,0.348,0.0173950195313
0.349,564.383203125,0.349,0.0173950195313
0.35,561.557519531,0.35,0.0173950195313
0.351,558.731835938,0.351,0.0173950195313
0.352,555.906152344,0.352,0.0173950195313
0.353,552.138574219,0.353,0.0173950195313
0.354,548.841943359,0.354,-0.00091552734375
0.355,546.016259766,0.355,0.0173950195313
0.356,542.719628906,0.356,0.0173950195313
0.357,539.44654541,0.357,-0.00091552734375
0.358,535.678967285,0.358,0.0173950195313
0.359,532.382336426,0.359,0.0173950195313
0.36,529.085705566,0.36,0.0173950195313
0.361,525.318127441,0.361,-0.00091552734375
0.362,521.550549316,0.362,0.0173950195313
0.363,518.724865723,0.363,0.0173950195313
0.364,514.957287598,0.364,-0.00091552734375
0.365,511.660656738,0.365,-0.00091552734375
0.366,508.364025879,0.366,0.0173950195313
0.367,505.538342285,0.367,-0.00091552734375
0.368,502.712658691,0.368,0.0173950195313
0.369,499.416027832,0.369,0.0173950195313
0.37,497.061291504,0.37,0.0173950195313
0.371,494.23560791,0.371,-0.00091552734375
0.372,491.43347168,0.372,0.0173950195313
0.373,489.078735352,0.373,0.0173950195313
0.374,487.194946289,0.374,0.0173950195313
0.375,485.782104492,0.375,0.0173950195313
0.376,483.427368164,0.376,0.0173950195313
0.377,482.014526367,0.377,-0.00091552734375
0.378,481.072631836,0.378,-0.00091552734375
0.379,480.130737305,0.379,0.0173950195313
0.38,478.717895508,0.38,0.0173950195313
0.381,478.246948242,0.381,0.0173950195313
0.382,477.776000977,0.382,0.0173950195313
0.383,477.305053711,0.383,0.0173950195313
0.384,477.305053711,0.384,0.0173950195313
0.385,477.776000977,0.385,0.0173950195313
0.386,478.246948242,0.386,-0.00091552734375
0.387,478.717895508,0.387,0.0173950195313
0.388,479.188842773,0.388,-0.00091552734375
0.389,480.130737305,0.389,0.0173950195313
0.39,481.543579102,0.39,-0.00091552734375
0.391,482.956420898,0.391,-0.00091552734375
0.392,484.369262695,0.392,0.0173950195313
0.393,485.782104492,0.393,0.0173950195313
0.394,488.13684082,0.394,0.0173950195313
0.395,490.020629883,0.395,-0.00091552734375
0.396,492.846313477,0.396,0.0173950195313
0.397,494.706555176,0.397,0.0173950195313
0.398,497.53223877,0.398,0.0173950195313
0.399,499.886975098,0.399,0.0173950195313
0.4,502.712658691,0.4,-0.00091552734375
0.401,505.538342285,0.401,0.0173950195313
0.402,508.364025879,0.402,0.0173950195313
0.403,511.660656738,0.403,0.0173950195313
0.404,514.486340332,0.404,0.0173950195313
0.405,517.782971191,0.405,-0.00091552734375
0.406,521.079602051,0.406,0.0173950195313
0.407,524.847180176,0.407,0.0173950195313
0.408,527.67286377,0.408,-0.00091552734375
0.409,530.969494629,0.409,-0.00091552734375
0.41,534.737072754,0.41,0.0173950195313
0.411,538.033703613,0.411,0.0173950195313
0.412,541.306787109,0.412,-0.00091552734375
0.413,544.603417969,0.413,-0.00091552734375
0.414,547.900048828,0.414,-0.00091552734375
0.415,550.725732422,0.415,-0.00091552734375
0.416,553.551416016,0.416,0.0173950195313
0.417,557.318994141,0.417,0.0173950195313
0.418,559.673730469,0.418,0.0173950195313
0.419,562.499414063,0.419,0.0173950195313
0.42,565.325097656,0.42,0.0173950195313
0.421,567.679833984,0.421,-0.00091552734375
0.422,570.505517578,0.422,-0.00091552734375
0.423,572.860253906,0.423,0.0173950195313
0.424,574.273095703,0.424,0.0173950195313
0.425,576.627832031,0.425,0.0173950195313
0.426,578.511621094,0.426,0.0173950195313
0.427,579.924462891,0.427,0.0173950195313
0.428,581.808251953,0.428,-0.00091552734375
0.429,582.750146484,0.429,-0.00091552734375
0.43,584.162988281,0.43,-0.00091552734375
0.431,585.104882813,0.431,-0.00091552734375
0.432,585.575830078,0.432,0.0173950195313
0.433,586.046777344,0.433,-0.00091552734375
0.434,585.575830078,0.434,0.0173950195313
0.435,586.517724609,0.435,0.0173950195313
0.436,586.046777344,0.436,-0.00091552734375
0.437,585.104882813,0.437,0.0173950195313
0.438,584.633935547,0.438,0.0173950195313
0.439,583.692041016,0.439,0.0173950195313
0.44,583.22109375,0.44,0.0173950195313
0.441,581.337304688,0.441,0.0173950195313
0.442,579.924462891,0.442,0.0173950195313
0.443,578.040673828,0.443,-0.00091552734375
0.444,576.156884766,0.444,0.0173950195313
0.445,573.802148438,0.445,0.0173950195313
0.446,571.918359375,0.446,-0.00091552734375
0.447,569.563623047,0.447,0.0173950195313
0.448,567.208886719,0.448,0.0173950195313
0.449,564.383203125,0.449,0.0173950195313
0.45,562.028466797,0.45,-0.00091552734375
0.451,558.731835938,0.451,0.0173950195313
0.452,555.906152344,0.452,-0.00091552734375
0.453,552.138574219,0.453,-0.00091552734375
0.454,549.312890625,0.454,0.0173950195313
0.455,546.016259766,0.455,0.0173950195313
0.456,542.719628906,0.456,0.0173950195313
0.457,538.975598145,0.457,0.0173950195313
0.458,536.149914551,0.458,0.0173950195313
0.459,532.382336426,0.459,0.0173950195313
0.46,529.556652832,0.46,-0.00091552734375
0.461,525.318127441,0.461,-0.00091552734375
0.462,522.021496582,0.462,0.0173950195313
0.463,518.724865723,0.463,-0.00091552734375
0.464,515.428234863,0.464,0.0173950195313
0.465,512.131604004,0.465,0.0173950195313
0.466,509.30592041,0.466,0.0173950195313
0.467,506.009289551,0.467,0.0173950195313
0.468,502.712658691,0.468,-0.00091552734375
0.469,500.357922363,0.469,0.0173950195313
0.47,497.53223877,0.47,0.0173950195313
0.471,494.706555176,0.471,0.0173950195313
0.472,491.904418945,0.472,0.0173950195313
0.473,490.020629883,0.473,-0.00091552734375
0.474,487.665893555,0.474,0.0173950195313
0.475,485.782104492,0.475,0.0173950195313
0.476,483.427368164,0.476,0.0173950195313
0.477,482.014526367,0.477,0.0173950195313
0.478,481.072631836,0.478,-0.00091552734375
0.479,480.130737305,0.479,0.0173950195313
0.48,478.717895508,0.48,0.0173950195313
0.481,477.776000977,0.481,0.0173950195313
0.482,477.305053711,0.482,0.0173950195313
0.483,477.305053711,0.483,0.0173950195313
0.484,476.834106445,0.484,0.0173950195313
0.485,476.834106445,0.485,0.0173950195313
0.486,477.305053711,0.486,0.0173950195313
0.487,477.776000977,0.487,0.0173950195313
0.488,478.246948242,0.488,0.0173950195313
0.489,479.188842773,0.489,0.0173950195313
0.49,480.130737305,0.49,0.0173950195313
0.491,481.543579102,0.491,0.0173950195313
0.492,483.427368164,0.492,0.0173950195313
0.493,484.840209961,0.493,0.0173950195313
0.494,486.723999023,0.494,0.0173950195313
0.495,489.078735352,0.495,0.0173950195313
0.496,491.43347168,0.496,0.0173950195313
0.497,493.764660645,0.497,0.0173950195313
0.498,496.590344238,0.498,0.0173950195313
0.499,498.945080566,0.499,-0.00091552734375
0.5,501.77076416,0.5,0.0173950195313
0.501,504.596447754,0.501,-0.00091552734375
0.502,507.422131348,0.502,0.0173950195313
0.503,510.718762207,0.503,-0.00091552734375
0.504,514.015393066,0.504,-0.00091552734375
0.505,517.312023926,0.505,0.0173950195313
0.506,521.079602051,0.506,-0.00091552734375
0.507,524.37623291,0.507,-0.00091552734375
0.508,528.143811035,0.508,-0.00091552734375
0.509,531.440441895,0.509,0.0173950195313
0.51,534.737072754,0.51,0.0173950195313
0.511,538.033703613,0.511,0.0173950195313
0.512,541.306787109,0.512,-0.00091552734375
0.513,545.074365234,0.513,0.0173950195313
0.514,548.370996094,0.514,0.0173950195313
0.515,551.196679688,0.515,-0.00091552734375
0.516,554.493310547,0.516,-0.00091552734375
0.517,557.789941406,0.517,0.0173950195313
0.518,560.615625,0.518,0.0173950195313
0.519,563.441308594,0.519,0.0173950195313
0.52,566.266992188,0.52,-0.00091552734375
0.521,568.621728516,0.521,0.0173950195313
0.522,571.447412109,0.522,0.0173950195313
0.523,573.331201172,0.523,0.0173950195313
0.524,575.6859375,0.524,0.0173950195313
0.525,577.569726563,0.525,-0.00091552734375
0.526,579.453515625,0.526,0.0173950195313
0.527,580.866357422,0.527,0.0173950195313
0.528,582.279199219,0.528,0.0173950195313
0.529,583.22109375,0.529,0.0173950195313
0.53,584.633935547,0.53,0.0173950195313
0.531,585.104882813,0.531,0.0173950195313
0.532,585.575830078,0.532,0.0173950195313
0.533,586.046777344,0.533,0.0173950195313
0.534,586.046777344,0.534,0.0173950195313
0.535,586.046777344,0.535,-0.00091552734375
0.536,585.104882813,0.536,0.0173950195313
0.537,585.104882813,0.537,0.0173950195313
0.538,584.162988281,0.538,0.0173950195313
0.539,583.22109375,0.539,0.0173950195313
0.54,581.808251953,0.54,0.0173950195313
0.541,580.395410156,0.541,-0.00091552734375
0.542,578.982568359,0.542,0.0173950195313
0.543,577.098779297,0.543,0.0173950195313
0.544,575.214990234,0.544,0.0173950195313
0.545,572.860253906,0.545,0.0173950195313
0.546,570.976464844,0.546,-0.00091552734375
0.547,568.621728516,0.547,0.0173950195313
0.548,566.266992188,0.548,-0.00091552734375
0.549,563.441308594,0.549,0.0173950195313
0.55,561.086572266,0.55,0.0173950195313
0.551,558.260888672,0.551,-0.00091552734375
0.552,554.964257813,0.552,0.0173950195313
0.553,551.667626953,0.553,0.0173950195313
0.554,548.841943359,0.554,0.0173950195313
0.555,545.5453125,0.555,0.0173950195313
0.556,541.777734375,0.556,0.0173950195313
0.557,538.975598145,0.557,0.0173950195313
0.558,535.678967285,0.558,0.0173950195313
0.559,532.382336426,0.559,0.0173950195313
0.56,529.085705566,0.56,0.0173950195313
0.561,525.789074707,0.561,0.0173950195313
0.562,522.021496582,0.562,0.0173950195313
0.563,518.724865723,0.563,-0.00091552734375
0.564,515.899182129,0.564,0.0173950195313
0.565,512.131604004,0.565,0.0173950195313
0.566,509.30592041,0.566,0.0173950195313
0.567,506.009289551,0.567,-0.00091552734375
0.568,503.183605957,0.568,0.0173950195313
0.569,500.357922363,0.569,0.0173950195313
0.57,498.003186035,0.57,0.0173950195313
0.571,495.177502441,0.571,0.0173950195313
0.572,492.846313477,0.572,0.0173950195313
0.573,490.962524414,0.573,-0.00091552734375
0.574,488.607788086,0.574,0.0173950195313
0.575,486.723999023,0.575,-0.00091552734375
0.576,484.840209961,0.576,-0.00091552734375
0.577,482.956420898,0.577,0.0173950195313
0.578,482.014526367,0.578,-0.00091552734375
0.579,481.072631836,0.579,-0.00091552734375
0.58,479.659790039,0.58,0.0173950195313
0.581,478.717895508,0.581,0.0173950195313
0.582,477.776000977,0.582,0.0173950195313
0.583,477.305053711,0.583,0.0173950195313
0.584,477.776000977,0.584,-0.00091552734375
0.585,477.776000977,0.585,0.0173950195313
0.586,477.776000977,0.586,-0.00091552734375
0.587,478.246948242,0.587,0.0173950195313
0.588,478.717895508,0.588,0.0173950195313
0.589,479.659790039,0.589,0.0173950195313
0.59,480.60168457,0.59,0.0173950195313
0.591,482.485473633,0.591,-0.00091552734375
0.592,483.89831543,0.592,0.0173950195313
0.593,485.311157227,0.593,0.0173950195313
0.594,487.194946289,0.594,0.0173950195313
0.595,489.078735352,0.595,0.0173950195313
0.596,490.962524414,0.596,-0.00091552734375
0.597,493.764660645,0.597,0.0173950195313
0.598,496.590344238,0.598,0.0173950195313
0.599,498.945080566,0.599,0.0173950195313
0.6,501.77076416,0.6,0.0173950195313
0.601,504.596447754,0.601,0.0173950195313
0.602,507.893078613,0.602,0.0173950195313
0.603,510.718762207,0.603,0.0173950195313
0.604,513.544445801,0.604,-0.00091552734375
0.605,516.84107666,0.605,0.0173950195313
0.606,520.13770752,0.606,-0.00091552734375
0.607,523.905285645,0.607,0.0173950195313
0.608,527.67286377,0.608,0.0173950195313
0.609,530.498547363,0.609,-0.00091552734375
0.61,534.266125488,0.61,0.0173950195313
0.611,537.562756348,0.611,0.0173950195313
0.612,540.859387207,0.612,-0.00091552734375
0.613,544.132470703,0.613,0.0173950195313
0.614,547.900048828,0.614,-0.00091552734375
0.615,551.196679688,0.615,0.0173950195313
0.616,554.493310547,0.616,0.0173950195313
0.617,557.318994141,0.617,0.0173950195313
0.618,560.144677734,0.618,0.0173950195313
0.619,563.441308594,0.619,0.0173950195313
0.62,566.266992188,0.62,-0.00091552734375
0.621,568.621728516,0.621,0.0173950195313
0.622,570.976464844,0.622,0.0173950195313
