"Latest: Time (s)","Latest: Potential 2 (mV)","Run 1: Time (s)","Run 1: Potential 1 (V)"
0.131,56.9610717773,0.131,-0.00091552734375
0.132,50.3678100586,0.132,0.0173950195313
0.133,44.7164428711,0.133,0.0173950195313
0.134,40.4779174805,0.134,-0.00091552734375
0.135,39.0650756836,0.135,0.0173950195313
0.136,40.4779174805,0.136,-0.00091552734375
0.137,42.8326538086,0.137,0.0173950195313
0.138,47.0711791992,0.138,-0.00091552734375
0.139,52.7225463867,0.139,0.0173950195313
0.14,60.7051025391,0.14,-0.00091552734375
0.141,71.0659423828,0.141,0.0173950195313
0.142,83.3105712891,0.142,-0.00091552734375
0.143,96.9680419922,0.143,-0.00091552734375
0.144,112.014807129,0.144,0.0173950195313
0.145,128.497961426,0.145,-0.00091552734375
0.146,147.335852051,0.146,0.0173950195313
0.147,167.563037109,0.147,-0.00091552734375
0.148,188.755664062,0.148,0.0173950195313
0.149,211.808532715,0.149,0.0173950195313
0.15,235.355895996,0.15,0.0173950195313
0.151,260.292553711,0.151,0.0173950195313
0.152,287.136547852,0.152,0.0173950195313
0.153,314.427941895,0.153,0.0173950195313
0.154,342.684777832,0.154,0.0173950195313
0.155,370.918066406,0.155,0.0173950195313
0.156,400.093249512,0.156,0.0173950195313
0.157,429.762927246,0.157,0.0173950195313
0.158,460.821899414,0.158,-0.00091552734375
0.159,491.904418945,0.159,0.0173950195313
0.16,522.963391113,0.16,0.0173950195313
0.161,553.551416016,0.161,0.0173950195313
0.162,584.162988281,0.162,0.0173950195313
0.163,614.751013184,0.163,0.0173950195313
0.164,645.339038086,0.164,-0.00091552734375
0.165,675.479663086,0.165,0.0173950195313
0.166,704.654846191,0.166,0.0173950195313
0.167,732.911682129,0.167,-0.00091552734375
0.168,760.674023437,0.168,0.0173950195313
0.169,787.96541748,0.169,-0.00091552734375
0.17,813.86751709,0.17,-0.00091552734375
0.171,838.804174805,0.171,0.0173950195313
0.172,862.351538086,0.172,0.0173950195313
0.173,884.933459473,0.173,0.0173950195313
0.174,905.184191895,0.174,0.0173950195313
0.175,924.963977051,0.175,0.0173950195313
0.176,942.836425781,0.176,0.0173950195313
0.177,958.848632813,0.177,-0.00091552734375
0.178,972.977050781,0.178,-0.00091552734375
0.179,986.140026855,0.179,0.0173950195313
0.18,996.971813965,0.18,0.0173950195313
0.181,1006.39075928,0.181,-0.00091552734375
0.182,1013.92591553,0.182,0.0173950195313
0.183,1019.57728271,0.183,-0.00091552734375
0.184,1021.93201904,0.184,0.0173950195313
0.185,1023.79226074,0.185,0.0173950195313
0.186,1023.79226074,0.186,0.0173950195313
0.187,1021.46107178,0.187,0.0173950195313
0.188,1017.22254639,0.188,-0.00091552734375
0.189,1010.1583374,0.189,0.0173950195313
0.19,1001.68128662,0.19,-0.00091552734375
0.191,991.320446777,0.191,0.0173950195313
0.192,980.488659668,0.192,0.0173950195313
0.193,966.383789063,0.193,-0.00091552734375
0.194,951.313476563,0.194,0.0173950195313
0.195,933.888427734,0.195,-0.00091552734375
0.196,916.015979004,0.196,-0.00091552734375
0.197,896.236193848,0.197,0.0173950195313
0.198,874.125219727,0.198,0.0173950195313
0.199,851.990698242,0.199,0.0173950195313
0.2,827.995935059,0.2,-0.00091552734375
0.201,802.564782715,0.201,-0.00091552734375
0.202,776.686230469,0.202,-0.00091552734375
0.203,749.842236328,0.203,-0.00091552734375
0.204,721.608947754,0.204,0.0173950195313
0.205,692.881164551,0.205,0.0173950195313
0.206,663.23503418,0.206,0.0173950195313
0.207,633.117956543,0.207,0.0173950195313
0.208,602.977331543,0.208,-0.00091552734375
0.209,572.860253906,0.209,0.0173950195313
0.21,541.777734375,0.21,0.0173950195313
0.211,510.718762207,0.211,0.0173950195313
0.212,479.659790039,0.212,-0.00091552734375
0.213,449.048217773,0.213,0.0173950195313
0.214,418.931140137,0.214,-0.00091552734375
0.215,389.755957031,0.215,0.0173950195313
0.216,360.557226562,0.216,-0.00091552734375
0.217,331.382043457,0.217,-0.00091552734375
0.218,304.067102051,0.218,0.0173950195313
0.219,276.775708008,0.219,0.0173950195313
0.22,252.286450195,0.22,0.0173950195313
0.221,226.878845215,0.221,0.0173950195313
0.222,202.884082031,0.222,-0.00091552734375
0.223,180.278613281,0.223,0.0173950195313
0.224,159.085986328,0.224,0.0173950195313
0.225,140.271643066,0.225,0.0173950195313
0.226,122.375646973,0.226,-0.00091552734375
0.227,105.916040039,0.227,0.0173950195313
0.228,90.8457275391,0.228,0.0173950195313
0.229,77.6592041016,0.229,0.0173950195313
0.23,66.8274169922,0.23,0.0173950195313
0.231,57.432019043,0.231,0.0173950195313
0.232,50.8387573242,0.232,-0.00091552734375
0.233,45.1873901367,0.233,-0.00091552734375
0.234,41.4198120117,0.234,0.0173950195313
0.235,39.0650756836,0.235,0.0173950195313
0.236,40.0069702148,0.236,0.0173950195313
0.237,42.8326538086,0.237,-0.00091552734375
0.238,47.0711791992,0.238,0.0173950195313
0.239,53.1934936523,0.239,-0.00091552734375
0.24,60.7051025391,0.24,0.0173950195313
0.241,70.1240478516,0.241,0.0173950195313
0.242,82.8396240234,0.242,0.0173950195313
0.243,96.0261474609,0.243,0.0173950195313
0.244,111.072912598,0.244,0.0173950195313
0.245,128.02701416,0.245,-0.00091552734375
0.246,146.39395752,0.246,-0.00091552734375
0.247,166.621142578,0.247,0.0173950195313
0.248,187.813769531,0.248,0.0173950195313
0.249,211.337585449,0.249,-0.00091552734375
0.25,235.355895996,0.25,0.0173950195313
0.251,259.821606445,0.251,-0.00091552734375
0.252,286.665600586,0.252,-0.00091552734375
0.253,314.427941895,0.253,0.0173950195313
0.254,342.684777832,0.254,0.0173950195313
0.255,371.389013672,0.255,0.0173950195313
0.256,400.564196777,0.256,0.0173950195313
0.257,429.762927246,0.257,-0.00091552734375
0.258,460.350952148,0.258,0.0173950195313
0.259,491.43347168,0.259,-0.00091552734375
0.26,522.492443848,0.26,0.0173950195313
0.261,553.08046875,0.261,-0.00091552734375
0.262,584.162988281,0.262,0.0173950195313
0.263,614.280065918,0.263,-0.00091552734375
0.264,645.339038086,0.264,0.0173950195313
0.265,675.00871582,0.265,0.0173950195313
0.266,704.654846191,0.266,0.0173950195313
0.267,732.440734863,0.267,0.0173950195313
0.268,760.674023437,0.268,0.0173950195313
0.269,787.96541748,0.269,-0.00091552734375
0.27,813.86751709,0.27,0.0173950195313
0.271,838.804174805,0.271,0.0173950195313
0.272,862.822485352,0.272,0.0173950195313
0.273,884.462512207,0.273,0.0173950195313
0.274,905.184191895,0.274,-0.00091552734375
0.275,924.493029785,0.275,0.0173950195313
0.276,942.836425781,0.276,0.0173950195313
0.277,958.848632813,0.277,0.0173950195313
0.278,972.977050781,0.278,-0.00091552734375
0.279,986.140026855,0.279,-0.00091552734375
0.28,996.971813965,0.28,0.0173950195313
0.281,1006.39075928,0.281,0.0173950195313
0.282,1014.39686279,0.282,0.0173950195313
0.283,1019.57728271,0.283,0.0173950195313
0.284,1022.87391357,0.284,0.0173950195313
0.285,1024.73415527,0.285,-0.00091552734375
0.286,1024.73415527,0.286,-0.00091552734375
0.287,1022.40296631,0.287,-0.00091552734375
0.288,1018.16444092,0.288,-0.00091552734375
0.289,1012.04212646,0.289,0.0173950195313
0.29,1003.09412842,0.29,0.0173950195313
0.291,992.733288574,0.291,-0.00091552734375
0.292,981.430554199,0.292,0.0173950195313
0.293,967.796630859,0.293,0.0173950195313
0.294,952.255371094,0.294,-0.00091552734375
0.295,935.301269531,0.295,-0.00091552734375
0.296,916.957873535,0.296,0.0173950195313
0.297,897.178088379,0.297,0.0173950195313
0.298,876.009008789,0.298,0.0173950195313
0.299,852.932592773,0.299,0.0173950195313
0.3,828.93782959,0.3,0.0173950195313
0.301,803.506677246,0.301,0.0173950195313
0.302,777.157177734,0.302,0.0173950195313
0.303,750.313183594,0.303,0.0173950195313
0.304,722.07989502,0.304,0.0173950195313
0.305,692.881164551,0.305,0.0173950195313
0.306,663.23503418,0.306,0.0173950195313
0.307,632.647009277,0.307,0.0173950195313
0.308,602.035437012,0.308,0.0173950195313
0.309,571.447412109,0.309,-0.00091552734375
0.31,540.859387207,0.31,-0.00091552734375
0.311,509.776867676,0.311,-0.00091552734375
0.312,478.717895508,0.312,-0.00091552734375
0.313,448.106323242,0.313,0.0173950195313
0.314,418.460192871,0.314,0.0173950195313
0.315,388.8140625,0.315,-0.00091552734375
0.316,359.615332031,0.316,0.0173950195313
0.317,330.911096191,0.317,0.0173950195313
0.318,303.12520752,0.318,0.0173950195313
0.319,276.304760742,0.319,0.0173950195313
0.32,250.897155762,0.32,0.0173950195313
0.321,225.936950684,0.321,-0.00091552734375
0.322,202.413134766,0.322,0.0173950195313
0.323,179.807666016,0.323,0.0173950195313
0.324,158.615039062,0.324,0.0173950195313
0.325,139.800695801,0.325,0.0173950195313
0.326,121.433752441,0.326,-0.00091552734375
0.327,105.445092773,0.327,0.0173950195313
0.328,90.3747802734,0.328,0.0173950195313
0.329,77.1882568359,0.329,0.0173950195313
0.33,66.8274169922,0.33,0.0173950195313
0.331,57.432019043,0.331,0.0173950195313
0.332,50.8387573242,0.332,0.0173950195313
0.333,45.6583374023,0.333,0.0173950195313
0.334,41.8907592773,0.334,0.0173950195313
0.335,40.0069702148,0.335,0.0173950195313
0.336,41.4198120117,0.336,0.0173950195313
0.337,43.3036010742,0.337,0.0173950195313
0.338,47.5421264648,0.338,0.0173950195313
0.339,53.664440918,0.339,0.0173950195313
0.34,61.1760498047,0.34,0.0173950195313
0.341,71.5368896484,0.341,-0.00091552734375
0.342,82.8396240234,0.342,0.0173950195313
0.343,96.9680419922,0.343,0.0173950195313
0.344,112.014807129,0.344,0.0173950195313
0.345,128.02701416,0.345,0.0173950195313
0.346,146.39395752,0.346,-0.00091552734375
0.347,167.092089844,0.347,0.0173950195313
0.348,188.284716797,0.348,0.0173950195313
0.349,211.808532715,0.349,0.0173950195313
0.35,235.355895996,0.35,0.0173950195313
0.351,260.292553711,0.351,0.0173950195313
0.352,287.136547852,0.352,0.0173950195313
0.353,314.427941895,0.353,0.0173950195313
0.354,342.684777832,0.354,-0.00091552734375
0.355,371.389013672,0.355,0.0173950195313
0.356,400.564196777,0.356,0.0173950195313
0.357,430.233874512,0.357,-0.00091552734375
0.358,460.821899414,0.358,0.0173950195313
0.359,491.904418945,0.359,0.0173950195313
0.36,522.963391113,0.36,0.0173950195313
0.361,553.08046875,0.361,-0.00091552734375
0.362,583.22109375,0.362,0.0173950195313
0.363,613.338171387,0.363,0.0173950195313
0.364,643.926196289,0.364,-0.00091552734375
0.365,673.595874023,0.365,-0.00091552734375
0.366,703.242004395,0.366,0.0173950195313
0.367,731.498840332,0.367,-0.00091552734375
0.368,759.732128906,0.368,0.0173950195313
0.369,786.552575684,0.369,0.0173950195313
0.37,813.396569824,0.37,0.0173950195313
0.371,838.333227539,0.371,-0.00091552734375
0.372,861.88059082,0.372,0.0173950195313
0.373,883.520617676,0.373,0.0173950195313
0.374,904.242297363,0.374,0.0173950195313
0.375,924.493029785,0.375,0.0173950195313
0.376,942.365478516,0.376,0.0173950195313
0.377,959.319580078,0.377,-0.00091552734375
0.378,972.977050781,0.378,-0.00091552734375
0.379,986.140026855,0.379,0.0173950195313
0.38,997.44276123,0.38,0.0173950195313
0.381,1007.33265381,0.381,0.0173950195313
0.382,1014.39686279,0.382,0.0173950195313
0.383,1020.04822998,0.383,0.0173950195313
0.384,1023.32131348,0.384,0.0173950195313
0.385,1024.26320801,0.385,0.0173950195313
0.386,1024.73415527,0.386,-0.00091552734375
0.387,1022.40296631,0.387,0.0173950195313
0.388,1018.63538818,0.388,-0.00091552734375
0.389,1012.04212646,0.389,0.0173950195313
0.39,1003.56507568,0.39,-0.00091552734375
0.391,993.675183105,0.391,-0.00091552734375
0.392,982.37244873,0.392,0.0173950195313
0.393,968.267578125,0.393,0.0173950195313
0.394,953.197265625,0.394,0.0173950195313
0.395,935.772216797,0.395,-0.00091552734375
0.396,917.428820801,0.396,0.0173950195313
0.397,897.649035645,0.397,0.0173950195313
0.398,876.009008789,0.398,0.0173950195313
0.399,853.403540039,0.399,0.0173950195313
0.4,829.408776855,0.4,-0.00091552734375
0.401,803.977624512,0.401,0.0173950195313
0.402,777.628125,0.402,0.0173950195313
0.403,750.784130859,0.403,0.0173950195313
0.404,722.07989502,0.404,0.0173950195313
0.405,693.823059082,0.405,-0.00091552734375
0.406,663.705981445,0.406,0.0173950195313
0.407,633.588903809,0.407,0.0173950195313
0.408,602.977331543,0.408,-0.00091552734375
0.409,572.860253906,0.409,-0.00091552734375
0.41,541.306787109,0.41,0.0173950195313
0.411,510.247814941,0.411,0.0173950195313
0.412,479.188842773,0.412,-0.00091552734375
0.413,448.577270508,0.413,-0.00091552734375
0.414,418.460192871,0.414,-0.00091552734375
0.415,388.8140625,0.415,-0.00091552734375
0.416,359.615332031,0.416,0.0173950195313
0.417,330.911096191,0.417,0.0173950195313
0.418,302.654260254,0.418,0.0173950195313
0.419,275.833813477,0.419,0.0173950195313
0.42,249.95526123,0.42,0.0173950195313
0.421,225.936950684,0.421,-0.00091552734375
0.422,201.9421875,0.422,-0.00091552734375
0.423,179.33671875,0.423,0.0173950195313
0.424,157.673144531,0.424,0.0173950195313
0.425,138.85880127,0.425,0.0173950195313
0.426,121.433752441,0.426,0.0173950195313
0.427,104.974145508,0.427,0.0173950195313
0.428,89.9038330078,0.428,-0.00091552734375
0.429,77.1882568359,0.429,-0.00091552734375
0.43,65.8855224609,0.43,-0.00091552734375
0.431,56.9610717773,0.431,-0.00091552734375
0.432,49.896862793,0.432,0.0173950195313
0.433,45.1873901367,0.433,-0.00091552734375
0.434,40.9488647461,0.434,0.0173950195313
0.435,39.5360229492,0.435,0.0173950195313
0.436,40.9488647461,0.436,-0.00091552734375
0.437,43.3036010742,0.437,0.0173950195313
0.438,47.5421264648,0.438,0.0173950195313
0.439,53.664440918,0.439,0.0173950195313
0.44,61.1760498047,0.44,0.0173950195313
0.441,71.5368896484,0.441,0.0173950195313
0.442,83.7815185547,0.442,0.0173950195313
0.443,96.9680419922,0.443,-0.00091552734375
0.444,112.014807129,0.444,0.0173950195313
0.445,128.497961426,0.445,0.0173950195313
0.446,147.335852051,0.446,-0.00091552734375
0.447,167.563037109,0.447,0.0173950195313
0.448,188.755664062,0.448,0.0173950195313
0.449,211.808532715,0.449,0.0173950195313
0.45,236.297790527,0.45,-0.00091552734375
0.451,260.763500977,0.451,0.0173950195313
0.452,287.607495117,0.452,-0.00091552734375
0.453,315.369836426,0.453,-0.00091552734375
0.454,343.626672363,0.454,0.0173950195313
0.455,372.330908203,0.455,0.0173950195313
0.456,401.035144043,0.456,0.0173950195313
0.457,430.704821777,0.457,0.0173950195313
0.458,460.821899414,0.458,0.0173950195313
0.459,491.904418945,0.459,0.0173950195313
0.46,522.963391113,0.46,-0.00091552734375
0.461,553.551416016,0.461,-0.00091552734375
0.462,584.162988281,0.462,0.0173950195313
0.463,614.751013184,0.463,-0.00091552734375
0.464,644.86809082,0.464,0.0173950195313
0.465,675.00871582,0.465,0.0173950195313
0.466,704.654846191,0.466,0.0173950195313
0.467,732.440734863,0.467,0.0173950195313
0.468,760.203076172,0.468,-0.00091552734375
0.469,787.494470215,0.469,0.0173950195313
0.47,813.396569824,0.47,0.0173950195313
0.471,837.862280273,0.471,0.0173950195313
0.472,861.88059082,0.472,0.0173950195313
0.473,883.520617676,0.473,-0.00091552734375
0.474,904.242297363,0.474,0.0173950195313
0.475,924.02208252,0.475,0.0173950195313
0.476,941.89453125,0.476,0.0173950195313
0.477,957.906738281,0.477,0.0173950195313
0.478,972.03515625,0.478,-0.00091552734375
0.479,984.727185059,0.479,0.0173950195313
0.48,996.029919434,0.48,0.0173950195313
0.481,1005.44886475,0.481,0.0173950195313
0.482,1013.45496826,0.482,0.0173950195313
0.483,1018.63538818,0.483,0.0173950195313
0.484,1021.93201904,0.484,0.0173950195313
0.485,1023.32131348,0.485,0.0173950195313
0.486,1023.79226074,0.486,0.0173950195313
0.487,1021.46107178,0.487,0.0173950195313
0.488,1017.69349365,0.488,0.0173950195313
0.489,1011.5711792,0.489,0.0173950195313
0.49,1003.09412842,0.49,0.0173950195313
0.491,992.733288574,0.491,0.0173950195313
0.492,981.901501465,0.492,0.0173950195313
0.493,968.267578125,0.493,0.0173950195313
0.494,952.726318359,0.494,0.0173950195313
0.495,935.772216797,0.495,0.0173950195313
0.496,917.428820801,0.496,0.0173950195313
0.497,897.178088379,0.497,0.0173950195313
0.498,876.479956055,0.498,0.0173950195313
0.499,853.403540039,0.499,-0.00091552734375
0.5,829.408776855,0.5,0.0173950195313
0.501,803.977624512,0.501,-0.00091552734375
0.502,777.157177734,0.502,0.0173950195313
0.503,750.313183594,0.503,-0.00091552734375
0.504,722.07989502,0.504,-0.00091552734375
0.505,692.881164551,0.505,0.0173950195313
0.506,663.23503418,0.506,-0.00091552734375
0.507,633.117956543,0.507,-0.00091552734375
0.508,602.977331543,0.508,-0.00091552734375
0.509,572.389306641,0.509,0.0173950195313
0.51,540.859387207,0.51,0.0173950195313
0.511,509.776867676,0.511,0.0173950195313
0.512,478.717895508,0.512,-0.00091552734375
0.513,448.106323242,0.513,0.0173950195313
0.514,417.989245605,0.514,0.0173950195313
0.515,388.8140625,0.515,-0.00091552734375
0.516,359.615332031,0.516,-0.00091552734375
0.517,330.911096191,0.517,0.0173950195313
0.518,302.654260254,0.518,0.0173950195313
0.519,275.833813477,0.519,0.0173950195313
0.52,250.897155762,0.52,-0.00091552734375
0.521,225.936950684,0.521,0.0173950195313
0.522,202.413134766,0.522,0.0173950195313
0.523,179.807666016,0.523,0.0173950195313
0.524,158.615039062,0.524,0.0173950195313
0.525,139.329748535,0.525,-0.00091552734375
0.526,121.433752441,0.526,0.0173950195313
0.527,105.445092773,0.527,0.0173950195313
0.528,90.3747802734,0.528,0.0173950195313
0.529,77.6592041016,0.529,0.0173950195313
0.53,66.3564697266,0.53,0.0173950195313
0.531,57.9029663086,0.531,0.0173950195313
0.532,50.8387573242,0.532,0.0173950195313
0.533,45.1873901367,0.533,0.0173950195313
0.534,40.9488647461,0.534,0.0173950195313
0.535,39.5360229492,0.535,-0.00091552734375
0.536,40.4779174805,0.536,0.0173950195313
0.537,42.8326538086,0.537,0.0173950195313
0.538,47.0711791992,0.538,0.0173950195313
0.539,52.7225463867,0.539,0.0173950195313
0.54,60.7051025391,0.54,0.0173950195313
0.541,70.1240478516,0.541,-0.00091552734375
0.542,82.3686767578,0.542,0.0173950195313
0.543,96.0261474609,0.543,0.0173950195313
0.544,111.072912598,0.544,0.0173950195313
0.545,127.556066895,0.545,0.0173950195313
0.546,146.39395752,0.546,-0.00091552734375
0.547,166.621142578,0.547,0.0173950195313
0.548,188.755664062,0.548,-0.00091552734375
0.549,211.337585449,0.549,0.0173950195313
0.55,235.826843262,0.55,0.0173950195313
0.551,260.292553711,0.551,-0.00091552734375
0.552,286.665600586,0.552,0.0173950195313
0.553,314.89888916,0.553,0.0173950195313
0.554,343.155725098,0.554,0.0173950195313
0.555,372.330908203,0.555,0.0173950195313
0.556,401.506091309,0.556,0.0173950195313
0.557,431.175769043,0.557,0.0173950195313
0.558,461.763793945,0.558,0.0173950195313
0.559,493.293713379,0.559,0.0173950195313
0.56,524.847180176,0.56,0.0173950195313
0.561,555.435205078,0.561,0.0173950195313
0.562,585.575830078,0.562,0.0173950195313
0.563,615.692907715,0.563,-0.00091552734375
0.564,645.809985352,0.564,0.0173950195313
0.565,675.950610352,0.565,0.0173950195313
0.566,705.125793457,0.566,0.0173950195313
0.567,732.911682129,0.567,-0.00091552734375
0.568,760.203076172,0.568,0.0173950195313
0.569,787.494470215,0.569,0.0173950195313
0.57,813.86751709,0.57,0.0173950195313
0.571,838.804174805,0.571,0.0173950195313
0.572,862.351538086,0.572,0.0173950195313
0.573,884.462512207,0.573,-0.00091552734375
0.574,904.242297363,0.574,0.0173950195313
0.575,924.02208252,0.575,-0.00091552734375
0.576,941.423583984,0.576,-0.00091552734375
0.577,957.906738281,0.577,0.0173950195313
0.578,972.03515625,0.578,-0.00091552734375
0.579,985.198132324,0.579,-0.00091552734375
0.58,996.029919434,0.58,0.0173950195313
0.581,1005.44886475,0.581,0.0173950195313
0.582,1012.984021,0.582,0.0173950195313
0.583,1018.63538818,0.583,0.0173950195313
0.584,1021.46107178,0.584,-0.00091552734375
0.585,1022.87391357,0.585,0.0173950195313
0.586,1022.87391357,0.586,-0.00091552734375
0.587,1020.51917725,0.587,0.0173950195313
0.588,1016.28065186,0.588,0.0173950195313
0.589,1010.1583374,0.589,0.0173950195313
0.59,1001.68128662,0.59,0.0173950195313
0.591,991.320446777,0.591,-0.00091552734375
0.592,980.017712402,0.592,0.0173950195313
0.593,965.912841797,0.593,0.0173950195313
0.594,950.842529297,0.594,0.0173950195313
0.595,933.417480469,0.595,0.0173950195313
0.596,915.545031738,0.596,-0.00091552734375
0.597,895.294299316,0.597,0.0173950195313
0.598,873.654272461,0.598,0.0173950195313
0.599,851.048803711,0.599,0.0173950195313
0.6,827.524987793,0.6,0.0173950195313
0.601,801.622888184,0.601,0.0173950195313
0.602,775.273388672,0.602,0.0173950195313
0.603,748.429394531,0.603,0.0173950195313
0.604,720.196105957,0.604,-0.00091552734375
0.605,691.93927002,0.605,0.0173950195313
0.606,662.293139648,0.606,-0.00091552734375
0.607,632.176062012,0.607,0.0173950195313
0.608,601.09354248,0.608,0.0173950195313
0.609,570.976464844,0.609,-0.00091552734375
0.61,539.917492676,0.61,0.0173950195313
0.611,508.834973145,0.611,0.0173950195313
0.612,478.246948242,0.612,-0.00091552734375
0.613,447.635375977,0.613,0.0173950195313
0.614,417.989245605,0.614,-0.00091552734375
0.615,388.8140625,0.615,0.0173950195313
