"Latest: Time (s)","Latest: Illumination (lux)","Latest: Angle (rad)","Latest: Velocity (rad/s)","Latest: Acceleration (rad/s²)","Run 1: Time (s)","Run 1: Intensity (%)","Run 1: Angle (rad)","Run 1: Velocity (rad/s)","Run 1: Acceleration (rad/s²)"
14.1,91495.6256104,-3.78736447683,-0.0581776417332,1.98773609255,14.1,26.5518188477,-4.10152374219,0,0.409398219604
14.15,91671.5167236,-3.78736447683,-0.00969627362219,0.883438263355,14.15,26.1245727539,-4.10152374219,0,0.0808022801849
14.2,91847.4078369,-3.78736447683,0,0.263954115271,14.2,25.0885009766,-4.10152374219,0,0.010773637358
14.25,91788.7774658,-3.78736447683,0,0.048481368111,14.25,24.5697021484,-4.10152374219,0,0
14.3,91847.4078369,-3.78736447683,0,0.005386818679,14.3,24.8748779297,-4.10152374219,0,0
14.35,91788.7774658,-3.78736447683,0,0,14.35,24.3255615234,-4.10152374219,0,0
14.4,88860.1904297,-3.78736447683,0,0,14.4,24.6307373047,-4.10152374219,0,0
14.45,76439.3463135,-3.78736447683,0,0,14.45,24.2950439453,-4.10152374219,0,0
14.5,75383.9996338,-3.78736447683,0,0,14.5,24.1119384766,-4.10152374219,0,0
14.55,75442.6300049,-3.78736447683,0,0,14.55,24.3865966797,-4.10152374219,0,0
14.6,89094.7119141,-3.78736447683,0,0,14.6,24.1729736328,-4.10152374219,0,-0.005386818679
14.65,90091.4282227,-3.78736447683,0,0,14.65,24.3560791016,-4.10152374219,0,-0.043094549432
14.7,89915.5371094,-3.78736447683,0,0,14.7,24.2950439453,-4.10152374219,0,-0.220859565839
14.75,88918.8208008,-3.78736447683,0,0,14.75,24.8443603516,-4.10152374219,-0.00969627362219,-0.662578697516
14.8,90150.0585938,-3.78736447683,0,0,14.8,25.422668457,-4.10152374219,-0.048481368111,-1.33054421371
14.85,88860.1904297,-3.78736447683,0,0,14.85,25.910949707,-4.10152374219,-0.164836651577,-1.52985650483
14.9,88742.9296875,-3.78736447683,0,0,14.9,26.4297485352,-4.11897703471,-0.261799387799,-0.700286428269
14.95,89094.7119141,-3.78736447683,0,0,14.95,25.7278442383,-4.13643032723,-0.213318019688,-0.215472747159
15,85579.821167,-3.78736447683,0,0,15,25.8193969727,-4.13643032723,-0.22301429331,-0.759541433738
15.05,86752.4285889,-3.78736447683,0,0,15.05,25.6057739258,-4.15388361975,-0.31028075591,-1.0773637358
15.1,82882.8240967,-3.78736447683,0,-0.005386818679,15.1,26.155090332,-4.17133691227,-0.349065850399,-1.13661874127
15.15,86107.4945068,-3.78736447683,0,-0.043094549432,15.15,26.643371582,-4.18879020479,-0.39754721851,-1.47060149937
