"Latest: Time (s)","Latest: Illumination (lux)","Latest: Angle (rad)","Latest: Velocity (rad/s)","Latest: Acceleration (rad/s²)","Run 1: Time (s)","Run 1: Intensity (%)","Run 1: Angle (rad)","Run 1: Velocity (rad/s)","Run 1: Acceleration (rad/s²)"
3.085668,30153.5998535,-1.58824961931,-0.984186535451,-2.95307525618,5.4,25.0274658203,-1.15191730632,-0.630257785442,-1.73455561464
3.114239,30036.3391113,-1.62315620435,-1.13690513578,-1.60026983156,5.45,25.3005981445,-1.18682389136,-0.649650332687,-0.0754154615061
3.14281,29977.7087402,-1.65806278939,-1.13690513578,1.46828881453,5.5,25.7583618164,-1.2217304764,-0.572080143709,0.409398219604
3.171381,29919.0783691,-1.69296937443,-0.98418653545,2.37565830665,5.55,27.1011352539,-1.23918376892,-0.562383870087,-0.026934093395
3.199952,29625.9265137,-1.71042266695,-0.933280335341,0.890871864991,5.6,26.9790649414,-1.27409035396,-0.62056151182,0.183151835086
3.228523,29684.5568848,-1.74532925199,-0.933280335341,-0.890871864996,5.65,25.178527832,-1.308996939,-0.552687596465,0.527908230542
3.257094,29508.6657715,-1.76278254451,-0.984186535451,-2.37565830665,5.7,22.526550293,-1.32645023152,-0.53329504922,0.32320912074
3.285665,29508.6657715,-1.79768912955,-1.13690513578,-1.46828881452,5.75,19.7814941406,-1.36135681656,-0.523598775598,0.118510010938
3.314236,29274.1442871,-1.83259571459,-1.13690513578,1.60026983157,5.8,20.7870483398,-1.37881010908,-0.523598775598,-0.118510010938
3.342807,29156.8835449,-1.86750229963,-0.98418653545,2.95307525618,5.85,22.2213745117,-1.41371669412,-0.53329504922,-0.317822302061
3.371378,29039.6228027,-1.88495559215,-0.916311601971,2.4581464423,5.9,22.4044799805,-1.43116998664,-0.552687596465,-0.484813681109
3.399949,28863.7316895,-1.91986217719,-0.865405401862,2.1776867811,5.95,24.2645263672,-1.46607657168,-0.62056151182,0.037707730753
3.42852,28922.3620605,-1.93731546971,-0.746624268273,0.709397966569,6,26.7654418945,-1.50098315672,-0.552687596465,0.678739153553
3.457091,28746.4709473,-1.95476876223,-0.848436668492,0.214469152684,6.05,28.4729003906,-1.51843644924,-0.523598775598,0.840343713923
3.485662,28629.2102051,-1.98967534727,-0.831467935122,2.77160135776,6.1,30.0888061523,-1.55334303427,-0.48481368111,1.19587374674
3.514233,28511.9494629,-2.00712863979,-0.661780601424,4.7513166133,6.15,30.4244995117,-1.57079632679,-0.387850944888,1.26051557088
3.542804,28511.9494629,-2.02458193231,-0.542999467835,6.10412203792,6.2,30.4550170898,-1.58824961931,-0.349065850399,1.21742102145
3.571375,28511.9494629,-2.04203522483,-0.305437200657,6.69803661459,6.25,29.9057006836,-1.60570291183,-0.300584482288,1.70223470256
3.599946,28394.6887207,-2.04203522483,-0.0848436668492,4.7513166133,6.3,28.5949707031,-1.62315620435,-0.174532925199,2.04160427934
3.628517,28453.3190918,-2.04203522483,-0.0169687333698,2.16118915397,6.35,30.2719116211,-1.62315620435,-0.048481368111,1.51908286748
3.657088,28336.0583496,-2.04203522483,0,0.69290033944,6.4,31.0348510742,-1.62315620435,-0.00969627362219,0.700286428269
3.685659,28336.0583496,-2.04203522483,0,0.131981017036,6.45,29.753112793,-1.62315620435,0,0.226246384518
3.71423,28277.4279785,-2.04203522483,0,0.0164976271295,6.5,29.7225952148,-1.62315620435,0,0.043094549432
3.742801,28277.4279785,-2.04203522483,0,0,6.55,29.0222167969,-1.62315620435,0,0.005386818679
3.771372,28336.0583496,-2.04203522483,0,0,6.6,29.6020507813,-1.62315620435,0,0
