"Latest: Time (s)","Latest: Potential (mV)"
0,1245.98518066
0.001,1247.86896973
0.002,1246.9270752
0.003,1245.04328613
0.004,879.753039551
0.005,154.871008301
0.006,0.94189453125
0.007,0.470947265625
0.008,0.94189453125
0.009,1.41284179688
0.01,509.30592041
0.011,1202.68157959
0.012,1246.9270752
0.013,1245.98518066
0.014,1246.9270752
0.015,956.96484375
0.016,235.826843262
0.017,1.41284179688
0.018,0.94189453125
0.019,1.41284179688
0.02,1.41284179688
0.021,427.408190918
0.022,1133.94682617
0.023,1246.45612793
0.024,1245.04328613
0.025,1247.39802246
0.026,1031.32741699
0.027,317.253625488
0.028,1.41284179688
0.029,0.94189453125
0.03,0.94189453125
0.031,1.41284179688
0.032,347.865197754
0.033,1059.11330566
0.034,1245.98518066
0.035,1246.9270752
0.036,1246.9270752
0.037,1101.94595947
0.038,398.680407715
0.039,0.94189453125
0.04,0.94189453125
0.041,0.94189453125
0.042,1.41284179688
0.043,270.182446289
0.044,983.785290527
0.045,1245.98518066
0.046,1247.39802246
0.047,1245.98518066
0.048,1167.83148193
0.049,481.543579102
0.05,1.41284179688
0.051,0.94189453125
0.052,0.94189453125
0.053,1.41284179688
0.054,193.936083984
0.055,906.597033691
0.056,1246.45612793
0.057,1246.9270752
0.058,1245.5142334
0.059,1229.50202637
0.06,564.383203125
0.061,1.41284179688
0.062,0.94189453125
0.063,0.94189453125
0.064,1.41284179688
0.065,120.962805176
0.066,828.466882324
0.067,1247.39802246
0.068,1245.98518066
0.069,1245.98518066
0.07,1247.39802246
0.071,646.280932617
0.072,1.41284179688
0.073,0.94189453125
0.074,0.94189453125
0.075,1.41284179688
0.076,52.7225463867
0.077,748.900341797
0.078,1246.9270752
0.079,1245.98518066
0.08,1247.39802246
0.081,1245.98518066
0.082,726.789367676
0.083,4.23852539063
0.084,0.94189453125
0.085,0.470947265625
0.086,0.94189453125
0.087,1.41284179688
0.088,668.886401367
0.089,1245.98518066
0.09,1245.98518066
0.091,1247.39802246
0.092,1245.98518066
0.093,804.919519043
0.094,78.1301513672
0.095,0.94189453125
0.096,0.470947265625
0.097,0.94189453125
0.098,1.41284179688
0.099,590.261755371
0.1,1245.98518066
0.101,1247.39802246
0.102,1245.5142334
0.103,1245.98518066
0.104,877.421850586
0.105,152.516271973
0.106,0.94189453125
0.107,0.470947265625
0.108,0.94189453125
0.109,1.41284179688
0.11,515.428234863
0.111,1206.44915771
0.112,1246.9270752
0.113,1245.98518066
0.114,1247.39802246
0.115,950.371582031
0.116,230.175476074
0.117,1.41284179688
0.118,0.94189453125
0.119,0.94189453125
0.12,1.41284179688
0.121,434.472399902
0.122,1138.18535156
0.123,1246.45612793
0.124,1245.04328613
0.125,1246.9270752
0.126,1025.20510254
0.127,311.131311035
0.128,1.41284179688
0.129,0.94189453125
0.13,0.94189453125
0.131,1.41284179688
0.132,353.493017578
0.133,1063.35183105
0.134,1245.98518066
0.135,1247.39802246
0.136,1246.45612793
0.137,1095.82364502
0.138,393.523535156
0.139,0.94189453125
0.14,0.94189453125
0.141,0.94189453125
0.142,1.41284179688
0.143,275.833813477
0.144,988.965710449
0.145,1245.5142334
0.146,1247.39802246
0.147,1245.98518066
0.148,1160.79082031
0.149,474.479370117
0.15,1.41284179688
0.151,0.94189453125
0.152,0.94189453125
0.153,1.41284179688
0.154,203.355029297
0.155,915.545031738
0.156,1247.39802246
0.157,1246.45612793
0.158,1245.04328613
0.159,1222.43781738
0.16,557.318994141
0.161,1.41284179688
0.162,0.94189453125
0.163,0.94189453125
0.164,1.41284179688
0.165,123.78848877
0.166,830.327124023
0.167,1246.9270752
0.168,1245.98518066
0.169,1247.39802246
0.17,1247.39802246
0.171,645.339038086
0.172,1.41284179688
0.173,0.94189453125
0.174,0.94189453125
0.175,1.41284179688
0.176,53.1934936523
0.177,749.371289062
0.178,1246.9270752
0.179,1245.5142334
0.18,1247.39802246
0.181,1245.98518066
0.182,725.376525879
0.183,4.23852539063
0.184,1.41284179688
0.185,0.470947265625
0.186,1.41284179688
0.187,1.8837890625
0.188,668.415454102
0.189,1245.98518066
0.19,1247.39802246
