"Latest: Time (s)","Latest: Potential (mV)"
0,0.94189453125
0.001,1.41284179688
0.002,926.376818848
0.003,1246.9270752
0.004,1232.79865723
0.005,69.1821533203
0.006,0.94189453125
0.007,1.41284179688
0.008,1062.40993652
0.009,1245.98518066
0.01,1130.17924805
0.011,1.41284179688
0.012,0.94189453125
0.013,33.4137084961
0.014,1162.20366211
0.015,1245.04328613
0.016,1010.1583374
0.017,1.41284179688
0.018,1.41284179688
0.019,148.277746582
0.02,1227.14729004
0.021,1247.39802246
0.022,877.421850586
0.023,1.41284179688
0.024,0.94189453125
0.025,278.188549805
0.026,1245.98518066
0.027,1247.39802246
0.028,737.597607422
0.029,1.41284179688
0.03,0.94189453125
0.031,417.047351074
0.032,1247.39802246
0.033,1245.04328613
0.034,591.203649902
0.035,0.94189453125
0.036,1.41284179688
0.037,561.557519531
0.038,1246.9270752
0.039,1245.04328613
0.04,441.065661621
0.041,0.94189453125
0.042,1.41284179688
0.043,709.835266113
0.044,1245.04328613
0.045,1247.39802246
0.046,290.433178711
0.047,0.94189453125
0.048,1.41284179688
0.049,855.758276367
0.05,1246.45612793
0.051,1247.39802246
0.052,140.271643066
0.053,0.470947265625
0.054,1.41284179688
0.055,999.326550293
0.056,1246.9270752
0.057,1181.01800537
0.058,3.29663085938
0.059,0.94189453125
0.06,1.41284179688
0.061,1121.23125
0.062,1245.98518066
0.063,1066.17751465
0.064,1.41284179688
0.065,1.41284179688
0.066,93.2004638672
0.067,1200.32684326
0.068,1245.04328613
0.069,940.010742188
0.07,1.41284179688
0.071,1.41284179688
0.072,215.105163574
0.073,1245.5142334
0.074,1246.9270752
0.075,804.448571777
0.076,0.94189453125
0.077,0.94189453125
0.078,351.609228516
0.079,1245.98518066
0.08,1246.9270752
0.081,660.409350586
0.082,0.94189453125
0.083,0.94189453125
0.084,493.293713379
0.085,1246.9270752
0.086,1245.04328613
0.087,512.60255127
0.088,0.94189453125
0.089,1.41284179688
0.09,638.745776367
0.091,1246.45612793
0.092,1245.98518066
0.093,362.911962891
0.094,0.94189453125
0.095,1.41284179688
0.096,784.668786621
0.097,1245.98518066
0.098,1247.39802246
0.099,214.163269043
0.1,0.94189453125
0.101,1.41284179688
0.102,926.82421875
0.103,1246.45612793
0.104,1232.32770996
0.105,68.7112060547
0.106,0.94189453125
0.107,1.41284179688
0.108,1062.88088379
0.109,1247.39802246
0.11,1129.70830078
0.111,1.41284179688
0.112,0.94189453125
0.113,35.2974975586
0.114,1163.61650391
0.115,1245.98518066
0.116,1007.80360107
0.117,1.41284179688
0.118,0.470947265625
0.119,152.516271973
0.12,1229.0310791
0.121,1245.04328613
0.122,870.828588867
0.123,0.94189453125
0.124,1.41284179688
0.125,286.665600586
0.126,1245.98518066
0.127,1247.39802246
0.128,730.556945801
0.129,1.41284179688
0.13,0.94189453125
0.131,424.582507324
0.132,1245.98518066
0.133,1246.9270752
0.134,584.162988281
0.135,0.94189453125
0.136,1.41284179688
0.137,566.737939453
0.138,1246.9270752
0.139,1245.5142334
0.14,438.239978027
0.141,0.470947265625
0.142,1.41284179688
0.143,710.306213379
0.144,1246.45612793
0.145,1245.04328613
0.146,291.846020508
0.147,0.94189453125
0.148,1.8837890625
0.149,851.990698242
0.15,1245.04328613
0.151,1247.39802246
0.152,145.452062988
0.153,0.470947265625
0.154,1.41284179688
0.155,991.320446777
0.156,1245.98518066
0.157,1186.66937256
0.158,5.6513671875
0.159,0.470947265625
0.16,1.41284179688
0.161,1114.66153564
0.162,1247.39802246
0.163,1075.5729126
0.164,1.41284179688
0.165,0.94189453125
0.166,85.1943603516
0.167,1196.08831787
0.168,1246.45612793
0.169,948.958740234
0.17,1.41284179688
0.171,0.94189453125
0.172,207.570007324
0.173,1246.45612793
0.174,1245.5142334
0.175,812.454675293
0.176,1.41284179688
0.177,0.94189453125
0.178,343.155725098
0.179,1245.5142334
0.18,1247.39802246
0.181,668.886401367
0.182,1.41284179688
0.183,0.94189453125
0.184,484.369262695
0.185,1245.98518066
0.186,1246.9270752
0.187,521.079602051
0.188,0.94189453125
0.189,1.41284179688
0.19,631.23416748
0.191,1246.9270752
0.192,1245.98518066
0.193,371.389013672
0.194,0.94189453125
0.195,1.41284179688
0.196,777.157177734
0.197,1246.9270752
0.198,1245.98518066
0.199,221.698425293
0.2,0.94189453125
0.201,1.8837890625
0.202,919.783557129
0.203,1245.5142334
0.204,1237.03718262
0.205,75.7754150391
0.206,0.94189453125
0.207,1.41284179688
0.208,1057.70046387
0.209,1245.98518066
0.21,1133.47587891
0.211,1.41284179688
0.212,0.94189453125
0.213,32.4718139648
0.214,1161.73271484
0.215,1246.9270752
0.216,1009.21644287
0.217,1.41284179688
0.218,0.94189453125
0.219,150.161535645
0.22,1228.08918457
0.221,1246.45612793
0.222,875.538061523
0.223,1.41284179688
0.224,0.94189453125
0.225,279.130444336
0.226,1246.9270752
0.227,1245.5142334
0.228,737.597607422
0.229,0.94189453125
0.23,1.41284179688
0.231,417.047351074
0.232,1245.98518066
0.233,1246.45612793
0.234,591.674597168
0.235,0.94189453125
0.236,0.94189453125
0.237,560.615625
0.238,1245.98518066
0.239,1246.9270752
0.24,443.891345215
0.241,0.94189453125
0.242,1.41284179688
0.243,706.538635254
0.244,1246.9270752
0.245,1245.98518066
0.246,294.200756836
0.247,0.94189453125
0.248,1.41284179688
0.249,850.577856445
0.25,1246.9270752
0.251,1245.98518066
0.252,146.39395752
0.253,0.94189453125
0.254,1.41284179688
0.255,991.320446777
0.256,1245.98518066
0.257,1187.14031982
0.258,6.12231445313
0.259,0.94189453125
0.26,1.41284179688
0.261,1114.19058838
0.262,1245.5142334
0.263,1075.5729126
0.264,1.41284179688
0.265,0.94189453125
0.266,85.1943603516
0.267,1196.55926514
0.268,1246.9270752
0.269,948.958740234
0.27,1.41284179688
0.271,0.94189453125
0.272,208.511901855
